table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3194,r327,All institutions -> Clark U.,All institutions,Clark U.,2,326,"['5,237', '']","['6,032', '']","['7,041', '']","['5,481', '']","['5,644', '']","['6,357', '']","['6,404', '']","['7,408', '']","['7,650', '']","['9,426', '']"
3194,r328,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,327,"['6,907', '']","['8,094', '']","['10,060', '']","['9,213', '']","['8,175', '']","['7,657', '']","['7,948', '']","['8,053', '']","['8,674', '']","['9,223', '']"
3194,r329,All institutions -> New School,All institutions,New School,2,328,"['3,167', '']","['3,277', '']","['3,695', '']","['5,919', '']","['3,843', '']","['5,254', '']","['15,747', '']","['11,123', '']","['8,112', '']","['9,179', '']"
3194,r330,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,329,"['9,754', '']","['11,320', '']","['10,245', '']","['11,994', '']","['7,055', '']","['6,276', '']","['6,971', '']","['6,050', '']","['7,079', '']","['9,134', '']"
3194,r331,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,330,"['8,343', '']","['9,415', '']","['9,073', '']","['8,909', '']","['8,198', '']","['8,425', '']","['8,873', '']","['8,136', '']","['8,314', '']","['9,005', '']"
3194,r332,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,331,"['11,043', '']","['13,339', '']","['14,064', '']","['10,320', '']","['7,956', '']","['8,391', '']","['8,158', '']","['7,936', '']","['8,238', '']","['8,906', '']"
3194,r333,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,332,"['8,515', '']","['8,205', '']","['10,405', '']","['9,156', '']","['9,172', '']","['9,929', '']","['8,482', '']","['7,948', '']","['7,810', '']","['8,508', '']"
3194,r334,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,333,"['4,887', '']","['4,559', '']","['6,843', '']","['5,580', '']","['5,694', '']","['6,017', '']","['7,060', '']","['8,151', 'i']","['9,125', '']","['8,432', '']"
3194,r335,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,334,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['569', '']","['ne', '']","['3,293', '']","['5,462', '']","['8,300', '']"
3194,r336,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,335,"['8,117', '']","['8,296', '']","['8,283', '']","['7,117', '']","['7,303', '']","['7,248', '']","['7,431', '']","['7,228', '']","['8,414', '']","['8,241', '']"
3194,r337,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,336,"['6,377', '']","['7,025', '']","['5,720', '']","['6,419', '']","['7,744', '']","['7,179', '']","['7,050', '']","['7,664', '']","['7,411', '']","['8,092', '']"
3194,r338,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,337,"['5,944', '']","['6,930', '']","['8,336', '']","['6,179', '']","['6,780', '']","['5,122', '']","['7,196', '']","['7,237', '']","['6,877', '']","['7,935', '']"
3194,r339,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,338,"['9,527', '']","['8,003', '']","['10,259', '']","['8,744', '']","['7,398', '']","['6,936', '']","['7,480', '']","['9,062', '']","['8,003', '']","['7,872', '']"
3194,r340,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,339,"['7,599', '']","['9,356', '']","['8,162', '']","['7,280', '']","['6,017', '']","['6,330', '']","['6,760', '']","['7,589', '']","['8,529', '']","['7,714', '']"
3194,r341,All institutions -> U. New England,All institutions,U. New England,2,340,"['3,560', '']","['4,016', '']","['5,217', '']","['6,637', '']","['7,456', '']","['7,360', '']","['7,289', '']","['7,817', '']","['6,668', '']","['7,346', '']"
3194,r342,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,341,"['8,786', '']","['7,308', '']","['8,865', '']","['5,928', '']","['4,627', '']","['5,318', '']","['3,962', '']","['4,814', '']","['5,834', '']","['7,337', '']"
3194,r343,All institutions -> Edward Via C. of Osteopathic Medicine,All institutions,Edward Via C. of Osteopathic Medicine,2,342,"['ne', '']","['2,453', '']","['2,576', '']","['4,992', '']","['2,633', '']","['2,237', '']","['5,692', '']","['8,119', '']","['7,601', '']","['7,225', '']"
3194,r344,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,343,"['8,692', '']","['8,664', '']","['7,265', '']","['8,786', '']","['8,982', '']","['9,631', '']","['8,175', '']","['7,403', '']","['4,941', '']","['7,128', '']"
3194,r345,All institutions -> Ball State U.,All institutions,Ball State U.,2,344,"['4,780', '']","['9,159', '']","['4,701', '']","['3,616', '']","['4,364', '']","['4,810', '']","['5,689', '']","['5,215', '']","['6,412', '']","['7,025', '']"
3194,r346,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,345,"['11,567', '']","['5,927', '']","['14,841', '']","['11,607', '']","['9,242', '']","['14,431', '']","['11,216', '']","['6,976', '']","['7,048', '']","['6,818', '']"
3194,r347,All institutions -> Fordham U.,All institutions,Fordham U.,2,346,"['5,212', '']","['4,494', '']","['5,624', '']","['6,704', '']","['7,086', '']","['6,352', '']","['9,477', '']","['8,429', '']","['7,336', '']","['6,623', '']"
3194,r348,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,347,"['2,083', '']","['3,130', '']","['1,115', '']","['2,380', '']","['2,254', '']","['2,857', '']","['2,725', '']","['3,751', '']","['4,633', '']","['6,612', '']"
3194,r349,All institutions -> Pacific U.,All institutions,Pacific U.,2,348,"['1,567', '']","['927', '']","['481', '']","['2,387', '']","['1,094', 'i']","['978', '']","['1,509', '']","['5,299', '']","['4,156', '']","['6,607', '']"
3194,r350,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,349,"['5,622', '']","['5,492', '']","['4,852', '']","['5,155', '']","['5,212', '']","['5,042', '']","['5,586', '']","['4,658', '']","['5,157', '']","['6,584', '']"
3194,r351,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,350,"['6,266', '']","['8,706', '']","['8,485', '']","['7,631', '']","['8,232', '']","['8,553', '']","['9,205', '']","['6,748', '']","['6,054', '']","['6,460', 'i']"
3194,r352,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,351,"['19,763', 'i']","['12,314', '']","['11,702', '']","['11,612', '']","['13,247', '']","['13,135', '']","['12,281', '']","['7,247', '']","['6,313', '']","['6,432', '']"
3194,r353,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,352,"['4,968', '']","['6,296', 'i']","['7,624', 'i']","['8,954', '']","['7,934', '']","['7,213', '']","['6,595', '']","['6,268', '']","['6,729', '']","['6,204', '']"
3194,r354,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,353,"['5,305', '']","['6,959', '']","['6,567', '']","['6,129', '']","['4,780', '']","['5,459', '']","['5,679', '']","['5,384', '']","['5,702', '']","['6,192', '']"
3194,r355,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,354,"['6,045', '']","['2,637', '']","['3,643', '']","['3,225', '']","['3,235', '']","['2,804', '']","['3,170', '']","['3,408', '']","['5,622', '']","['6,180', '']"
3194,r356,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,355,"['3,125', '']","['7,236', '']","['13,682', '']","['11,527', '']","['6,723', 'i']","['5,095', 'i']","['3,465', '']","['6,550', '']","['6,696', '']","['6,058', '']"
3194,r357,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,356,"['11,147', '']","['14,330', '']","['11,094', '']","['10,230', '']","['7,104', '']","['5,318', '']","['5,029', '']","['4,890', '']","['5,724', '']","['6,017', '']"
3194,r358,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,357,"['4,788', '']","['4,425', '']","['5,365', 'i']","['5,414', 'i']","['5,463', 'i']","['ne', '']","['6,054', '']","['5,818', '']","['5,299', '']","['5,923', '']"
3194,r359,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,358,"['ne', '']","['3,299', '']","['2,480', '']","['2,640', '']","['1,745', '']","['4,200', '']","['3,720', '']","['7,161', '']","['2,813', '']","['5,813', '']"
3194,r360,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,359,"['3,770', '']","['4,176', '']","['5,087', '']","['4,467', '']","['6,689', '']","['7,364', '']","['5,224', '']","['6,305', '']","['6,535', '']","['5,763', '']"
3194,r361,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,360,"['1,785', '']","['1,934', '']","['2,056', '']","['3,214', '']","['4,916', '']","['3,507', '']","['3,846', '']","['3,094', '']","['3,663', '']","['5,705', '']"
3194,r362,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,361,"['7,737', '']","['5,576', '']","['4,340', '']","['3,879', '']","['3,677', '']","['3,516', '']","['3,027', '']","['3,104', '']","['4,391', '']","['5,669', '']"
3194,r363,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,362,"['ne', '']","['6,143', '']","['8,122', '']","['5,530', '']","['5,606', '']","['4,761', '']","['4,704', '']","['5,000', 'i']","['5,296', '']","['5,448', '']"
3194,r364,All institutions -> U. North Florida,All institutions,U. North Florida,2,363,"['6,316', '']","['8,773', '']","['6,620', '']","['4,126', '']","['2,657', '']","['3,160', '']","['4,366', '']","['5,059', '']","['5,666', '']","['5,439', '']"
3194,r365,All institutions -> Amherst C.,All institutions,Amherst C.,2,364,"['2,622', '']","['3,230', '']","['3,618', 'i']","['4,007', '']","['3,171', '']","['3,401', '']","['3,072', '']","['3,105', '']","['3,546', '']","['5,380', '']"
3194,r366,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,365,"['4,398', '']","['2,815', '']","['2,122', '']","['2,137', '']","['1,805', '']","['1,625', '']","['1,924', '']","['2,374', '']","['2,497', '']","['5,339', '']"
3194,r367,All institutions -> Smith C.,All institutions,Smith C.,2,366,"['4,215', '']","['4,156', '']","['3,777', '']","['3,688', '']","['4,047', '']","['5,006', '']","['4,124', '']","['5,211', '']","['5,360', '']","['5,330', '']"
3194,r368,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,367,"['4,040', '']","['4,737', '']","['4,599', '']","['6,702', 'i']","['5,349', '']","['4,513', '']","['5,254', '']","['5,732', '']","['7,538', '']","['5,323', '']"
3194,r369,All institutions -> DePaul U.,All institutions,DePaul U.,2,368,"['4,302', '']","['5,256', '']","['5,344', '']","['4,828', '']","['5,681', '']","['8,506', '']","['8,590', '']","['7,590', '']","['6,325', '']","['5,241', '']"
3194,r370,All institutions -> C. Charleston,All institutions,C. Charleston,2,369,"['11,422', '']","['6,446', '']","['7,217', '']","['8,078', '']","['7,121', '']","['7,327', '']","['6,955', '']","['6,740', '']","['5,450', '']","['5,206', '']"
3194,r371,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,370,"['1,084', '']","['1,127', '']","['933', '']","['ne', '']","['1,305', '']","['1,872', '']","['3,649', '']","['2,737', '']","['4,577', '']","['5,170', '']"
3194,r372,All institutions -> Alfred U.,All institutions,Alfred U.,2,371,"['4,181', '']","['5,946', '']","['5,377', '']","['6,014', '']","['4,156', '']","['5,064', '']","['3,735', '']","['3,197', '']","['3,628', '']","['5,153', '']"
3194,r373,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,372,"['5,271', '']","['4,130', '']","['5,253', '']","['6,156', '']","['6,537', '']","['5,653', '']","['6,896', '']","['5,489', '']","['4,896', '']","['5,076', '']"
3194,r374,All institutions -> U. New Haven,All institutions,U. New Haven,2,373,"['ne', '']","['595', '']","['456', '']","['728', '']","['511', 'i']","['518', '']","['2,535', '']","['985', '']","['5,577', '']","['5,045', '']"
3194,r375,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,374,"['5,741', '']","['4,307', '']","['4,346', '']","['4,122', '']","['3,663', '']","['3,924', '']","['3,776', '']","['4,690', '']","['4,441', '']","['5,021', '']"
3194,r376,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,375,"['4,482', '']","['4,807', '']","['6,247', '']","['5,429', '']","['5,329', '']","['6,369', '']","['6,136', '']","['6,270', '']","['5,708', '']","['4,971', '']"
3194,r377,All institutions -> James Madison U.,All institutions,James Madison U.,2,376,"['6,858', '']","['7,075', '']","['8,428', '']","['5,539', '']","['4,516', '']","['3,700', '']","['3,283', '']","['3,108', '']","['3,859', '']","['4,968', '']"
3194,r378,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,377,"['4,744', '']","['4,255', '']","['4,424', '']","['5,518', '']","['2,855', '']","['3,089', '']","['3,764', '']","['4,702', '']","['2,637', '']","['4,893', '']"
3194,r379,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,378,"['844', '']","['880', '']","['2,689', '']","['2,587', '']","['3,677', '']","['4,180', '']","['4,523', '']","['3,679', '']","['4,867', '']","['4,870', '']"
3194,r380,All institutions -> Long Island U.,All institutions,Long Island U.,2,379,"['630', 'i']","['672', 'i']","['671', 'i']","['676', '']","['ne', '']","['ne', '']","['611', '']","['1,602', '']","['1,731', '']","['4,858', '']"
3194,r381,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,380,"['1,368', '']","['3,373', '']","['4,470', '']","['4,005', '']","['3,342', '']","['3,433', '']","['4,250', '']","['4,006', '']","['4,965', '']","['4,755', '']"
3194,r382,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,381,"['5,388', '']","['5,044', '']","['5,428', '']","['2,655', '']","['1,244', '']","['1,509', '']","['2,642', '']","['3,467', '']","['3,637', '']","['4,706', '']"
3194,r383,All institutions -> Fisk U.,All institutions,Fisk U.,2,382,"['7,686', '']","['4,631', '']","['4,058', '']","['5,429', 'i']","['7,366', '']","['7,247', 'i']","['7,681', '']","['4,333', '']","['2,781', '']","['4,606', '']"
3194,r384,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,383,"['8,475', '']","['8,518', '']","['7,899', '']","['6,585', '']","['6,742', '']","['6,296', '']","['5,826', '']","['5,164', '']","['4,215', '']","['4,581', '']"
3194,r385,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,384,"['4,586', '']","['3,850', '']","['3,665', '']","['3,688', '']","['4,547', '']","['4,320', '']","['5,138', '']","['5,374', '']","['3,916', '']","['4,562', '']"
3194,r386,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,385,"['3,370', '']","['2,825', '']","['5,491', '']","['3,384', '']","['1,522', '']","['1,965', '']","['3,971', '']","['4,092', '']","['3,735', '']","['4,474', '']"
3194,r387,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,386,"['7,704', '']","['8,280', 'i']","['8,856', '']","['9,169', '']","['6,973', '']","['5,836', '']","['4,199', '']","['3,663', '']","['4,365', '']","['4,427', '']"
3194,r388,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,387,"['574', '']","['753', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['803', '']","['1,592', '']","['3,691', '']","['4,424', '']"
3194,r389,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,388,"['4,518', '']","['4,625', '']","['3,533', '']","['3,713', '']","['3,410', '']","['3,331', '']","['2,333', '']","['4,416', '']","['4,435', '']","['4,368', '']"
3194,r390,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,389,"['1,364', '']","['3,938', '']","['2,369', '']","['2,285', '']","['3,610', '']","['3,286', '']","['4,168', '']","['4,075', '']","['4,120', '']","['4,322', '']"
3194,r391,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,390,"['3,815', '']","['3,841', '']","['5,105', '']","['5,342', '']","['5,132', '']","['5,095', '']","['4,053', '']","['4,330', '']","['3,279', '']","['4,291', '']"
3194,r392,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,391,"['6,799', '']","['4,964', '']","['6,861', '']","['8,835', '']","['5,719', '']","['4,144', '']","['4,979', 'i']","['5,727', '']","['4,145', '']","['4,163', '']"
3194,r393,"All institutions -> U. North Carolina, general administration",All institutions,"U. North Carolina, general administration",2,392,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,197', '']","['4,137', '']","['3,721', '']","['4,779', '']","['4,154', '']"
3194,r394,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,393,"['5,169', '']","['4,618', '']","['3,623', '']","['3,867', '']","['4,143', '']","['3,790', '']","['4,005', 'i']","['4,321', 'i']","['4,639', '']","['4,061', '']"
3194,r395,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,394,"['5,012', '']","['3,700', '']","['4,011', '']","['3,073', '']","['2,361', '']","['2,043', '']","['3,469', '']","['3,733', '']","['2,960', '']","['4,043', '']"
3194,r396,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,395,"['1,596', '']","['1,336', '']","['1,225', '']","['1,349', '']","['1,450', '']","['925', '']","['1,617', '']","['2,974', '']","['3,729', '']","['4,034', '']"
3194,r397,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,396,"['3,944', '']","['4,347', '']","['4,599', '']","['4,351', '']","['4,410', '']","['4,524', '']","['3,930', '']","['3,374', '']","['3,232', '']","['4,026', '']"
3194,r398,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,397,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,554', '']","['3,107', '']","['2,667', '']","['3,868', '']","['4,003', '']"
3194,r399,All institutions -> U. Central del Caribe,All institutions,U. Central del Caribe,2,398,"['7,122', '']","['7,515', '']","['7,313', '']","['7,095', '']","['7,181', '']","['6,964', '']","['7,090', '']","['5,634', '']","['4,111', '']","['3,953', '']"
3194,r400,All institutions -> Carleton C.,All institutions,Carleton C.,2,399,"['2,916', '']","['3,081', '']","['3,529', '']","['4,768', '']","['4,426', '']","['2,718', '']","['1,451', '']","['1,794', '']","['1,918', '']","['3,946', '']"
3194,r401,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,400,"['1,283', '']","['900', '']","['2,773', '']","['2,218', '']","['2,384', '']","['2,219', '']","['3,717', '']","['5,740', '']","['4,063', '']","['3,936', '']"
3194,r402,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,401,"['ne', '']","['840', '']","['ne', '']","['ne', '']","['3,021', '']","['3,287', '']","['3,433', '']","['4,167', '']","['3,973', '']","['3,916', 'i']"
3194,r403,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,402,"['1,054', '']","['410', '']","['615', '']","['566', '']","['2,319', '']","['1,780', '']","['1,747', '']","['1,640', '']","['1,388', '']","['3,823', '']"
3194,r404,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,403,"['4,634', 'i']","['7,785', '']","['1,914', '']","['969', '']","['1,294', '']","['2,294', '']","['3,138', '']","['3,302', '']","['3,247', '']","['3,787', '']"
3194,r405,"All institutions -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",All institutions,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2,404,"['ne', '']","['2,342', '']","['2,562', '']","['2,979', '']","['3,356', '']","['3,089', '']","['3,177', '']","['3,285', '']","['3,502', '']","['3,769', '']"
3194,r406,All institutions -> Central State U.,All institutions,Central State U.,2,405,"['3,060', '']","['3,694', '']","['3,490', '']","['2,769', '']","['2,025', '']","['1,508', '']","['1,643', '']","['2,008', '']","['3,615', '']","['3,766', '']"
3194,r407,All institutions -> U. San Diego,All institutions,U. San Diego,2,406,"['2,567', '']","['2,340', '']","['2,485', '']","['2,552', '']","['2,873', '']","['2,332', '']","['2,566', '']","['3,543', '']","['3,491', '']","['3,742', '']"
3194,r408,All institutions -> U. of the Sciences Philadelphia,All institutions,U. of the Sciences Philadelphia,2,407,"['1,945', '']","['2,314', '']","['2,341', '']","['2,087', '']","['2,586', '']","['3,366', '']","['3,187', '']","['3,954', '']","['3,671', '']","['3,740', '']"
3194,r409,All institutions -> Williams C.,All institutions,Williams C.,2,408,"['4,691', '']","['4,165', '']","['4,080', '']","['3,127', '']","['3,213', '']","['4,461', '']","['4,506', '']","['4,393', '']","['4,372', '']","['3,735', '']"
3194,r410,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,409,"['6,865', '']","['6,819', 'i']","['6,773', '']","['4,727', '']","['3,153', '']","['4,054', '']","['3,267', '']","['3,554', '']","['3,532', '']","['3,713', '']"
3194,r411,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,410,"['ne', '']","['1,015', '']","['5,709', '']","['1,574', '']","['1,446', '']","['1,152', '']","['2,026', '']","['2,276', '']","['3,610', '']","['3,706', '']"
3194,r412,"All institutions -> Toyota Technological Institute, Chicago",All institutions,"Toyota Technological Institute, Chicago",2,411,"['ne', '']","['746', '']","['ne', '']","['ne', '']","['ne', '']","['2,543', '']","['2,710', '']","['2,880', '']","['3,251', '']","['3,681', '']"
3194,r413,All institutions -> Murray State U.,All institutions,Murray State U.,2,412,"['3,384', '']","['3,713', '']","['3,341', '']","['2,179', '']","['2,053', '']","['2,341', '']","['2,092', '']","['2,438', '']","['2,860', '']","['3,676', '']"
3194,r414,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,413,"['1,797', '']","['1,072', '']","['2,001', '']","['2,603', '']","['2,336', '']","['2,091', '']","['2,055', '']","['3,174', '']","['3,798', '']","['3,655', '']"
3194,r415,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,414,"['767', '']","['967', '']","['958', '']","['337', '']","['414', '']","['ne', '']","['628', '']","['1,798', '']","['2,474', '']","['3,637', '']"
3194,r416,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,415,"['2,077', '']","['3,451', '']","['3,302', '']","['3,395', '']","['3,510', '']","['3,281', '']","['3,559', '']","['3,248', '']","['2,946', '']","['3,601', '']"
3194,r417,All institutions -> Touro U.,All institutions,Touro U.,2,416,"['999', '']","['1,196', '']","['1,993', '']","['1,772', '']","['3,067', '']","['3,106', '']","['3,466', '']","['3,122', '']","['3,233', '']","['3,543', '']"
3194,r418,All institutions -> Barnard C.,All institutions,Barnard C.,2,417,"['3,240', '']","['3,916', '']","['3,611', '']","['2,893', '']","['2,403', '']","['2,562', '']","['3,103', '']","['3,108', '']","['2,938', '']","['3,539', '']"
3194,r419,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,418,"['3,137', '']","['2,162', '']","['3,151', '']","['2,477', 'i']","['2,089', '']","['1,907', '']","['2,780', '']","['2,988', '']","['3,644', 'i']","['3,517', '']"
3194,r420,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,419,"['ne', '']","['587', '']","['ne', '']","['ne', '']","['ne', '']","['3,931', '']","['2,228', '']","['1,839', '']","['2,957', '']","['3,494', '']"
3194,r421,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,420,"['3,606', '']","['4,452', '']","['3,894', '']","['3,865', '']","['3,951', '']","['4,091', '']","['5,188', '']","['4,972', '']","['3,794', '']","['3,474', '']"
3194,r422,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,421,"['8,805', '']","['6,935', '']","['3,996', '']","['3,688', '']","['4,312', '']","['5,962', '']","['5,679', '']","['5,611', '']","['4,730', '']","['3,440', '']"
3194,r423,"All institutions -> U. Massachusetts, central office",All institutions,"U. Massachusetts, central office",2,422,"['ne', '']","['ne', '']","['485', '']","['131', '']","['339', '']","['517', '']","['1,690', '']","['2,894', '']","['3,308', '']","['3,437', '']"
3194,r424,All institutions -> Albany C. of Pharmacy and Health Sciences,All institutions,Albany C. of Pharmacy and Health Sciences,2,423,"['3,074', '']","['3,496', '']","['2,639', '']","['2,637', '']","['3,200', '']","['2,520', '']","['1,789', '']","['2,561', '']","['2,730', '']","['3,381', '']"
3194,r425,All institutions -> Haverford C.,All institutions,Haverford C.,2,424,"['3,603', 'i']","['2,765', 'i']","['2,588', 'i']","['2,370', 'i']","['2,546', 'i']","['2,266', 'i']","['1,750', 'i']","['1,945', 'i']","['2,630', 'i']","['3,324', 'i']"
3194,r426,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,425,"['3,214', '']","['3,830', '']","['3,507', '']","['3,531', '']","['3,088', '']","['3,204', '']","['4,302', '']","['3,706', '']","['3,717', '']","['3,292', '']"
3194,r427,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,426,"['ne', '']","['258', '']","['ne', '']","['ne', '']","['ne', '']","['788', '']","['4,027', '']","['3,537', 'i']","['3,145', 'i']","['3,287', 'i']"
3194,r428,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,427,"['2,500', '']","['2,724', '']","['3,169', '']","['3,041', '']","['4,156', '']","['3,614', '']","['5,104', '']","['3,598', '']","['2,617', '']","['3,268', '']"
3194,r429,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,428,"['4,975', '']","['4,404', '']","['4,305', '']","['4,468', '']","['3,457', '']","['3,543', '']","['4,014', '']","['7,060', '']","['7,046', '']","['3,255', '']"
3194,r430,All institutions -> Towson U.,All institutions,Towson U.,2,429,"['3,002', '']","['3,570', '']","['2,529', '']","['2,795', '']","['2,265', '']","['2,200', '']","['1,945', '']","['2,593', '']","['3,033', '']","['3,245', '']"
3194,r431,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,430,"['7,536', '']","['4,664', '']","['3,370', '']","['2,877', '']","['3,207', '']","['3,920', '']","['2,968', '']","['2,801', '']","['2,599', '']","['3,241', '']"
3194,r432,All institutions -> Reed C.,All institutions,Reed C.,2,431,"['1,904', '']","['1,839', '']","['1,837', '']","['2,395', '']","['3,091', '']","['3,050', '']","['3,213', '']","['1,415', '']","['2,607', '']","['3,240', '']"
3194,r433,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,432,"['5,132', '']","['2,854', '']","['2,752', '']","['2,087', '']","['1,998', '']","['2,182', '']","['2,751', '']","['3,755', '']","['3,050', '']","['3,205', '']"
3194,r434,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,433,"['6,674', '']","['6,063', 'i']","['5,452', '']","['4,300', '']","['3,660', 'i']","['3,210', 'i']","['2,757', 'i']","['2,884', 'i']","['3,052', 'i']","['3,204', 'i']"
3194,r435,All institutions -> Lamar U.,All institutions,Lamar U.,2,434,"['5,316', '']","['4,685', '']","['3,570', '']","['2,564', '']","['2,439', '']","['2,218', '']","['1,824', '']","['3,359', '']","['3,316', '']","['3,196', '']"
3194,r436,All institutions -> Trinity U.,All institutions,Trinity U.,2,435,"['1,387', '']","['1,355', '']","['1,611', '']","['2,815', '']","['2,499', '']","['2,225', '']","['2,096', '']","['2,712', '']","['2,637', '']","['3,185', '']"
3194,r437,All institutions -> Philadelphia C. of Osteopathic Medicine,All institutions,Philadelphia C. of Osteopathic Medicine,2,436,"['1,278', '']","['2,401', '']","['1,898', '']","['2,614', '']","['2,209', '']","['2,561', '']","['2,458', '']","['2,969', '']","['3,059', '']","['3,162', '']"
