table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_headcount,field_all_personnel_functions_ftes,field_researchers_headcount,field_researchers_ftes,field_r_d_technicians_headcount,field_r_d_technicians_ftes,field_r_d_support_staff_headcount,field_r_d_support_staff_ftes
12726,r610,United States -> Pennsylvania -> Private -> Haverford C.,United States,Pennsylvania,Private,Haverford C.,4,"['37', '']","['9.1', '']","['29', '']","['1.3', '']","['7', '']","['7.0', '']","['1', '']","['0.8', '']"
12726,r611,United States -> Pennsylvania -> Private -> Lafayette C.,United States,Pennsylvania,Private,Lafayette C.,4,"['230', '']","['156.2', 'i']","['140', '']","['98.7', 'i']","['90', '']","['57.5', 'i']","['0', '']","['0.0', 'i']"
12726,r612,United States -> Pennsylvania -> Private -> Lehigh U.,United States,Pennsylvania,Private,Lehigh U.,4,"['1,041', '']","['430.2', '']","['193', '']","['47.1', '']","['770', '']","['336.0', '']","['78', '']","['47.1', '']"
12726,r613,United States -> Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,United States,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,4,"['32', '']","['27.2', '']","['7', '']","['3.1', '']","['21', '']","['20.4', '']","['4', '']","['3.7', '']"
12726,r614,United States -> Pennsylvania -> Private -> Robert Morris U.,United States,Pennsylvania,Private,Robert Morris U.,4,"['123', '']","['17.0', '']","['119', '']","['13.0', '']","['0', '']","['0.0', '']","['4', '']","['4.0', '']"
12726,r615,United States -> Pennsylvania -> Private -> Saint Joseph's U.,United States,Pennsylvania,Private,Saint Joseph's U.,4,"['151', '']","['31.0', '']","['76', '']","['9.3', '']","['46', '']","['19.6', '']","['29', '']","['2.1', '']"
12726,r616,United States -> Pennsylvania -> Private -> Swarthmore C.,United States,Pennsylvania,Private,Swarthmore C.,4,"['381', '']","['72.4', '']","['48', '']","['9.1', '']","['54', '']","['11.4', '']","['279', '']","['51.9', '']"
12726,r617,United States -> Pennsylvania -> Private -> Thomas Jefferson U.,United States,Pennsylvania,Private,Thomas Jefferson U.,4,"['1,680', '']","['707.0', '']","['693', '']","['208.0', '']","['877', '']","['474.0', '']","['110', '']","['25.0', '']"
12726,r618,United States -> Pennsylvania -> Private -> U. Pennsylvania,United States,Pennsylvania,Private,U. Pennsylvania,4,"['16,297', '']","['11,984.2', '']","['1,492', '']","['558.2', '']","['2,675', '']","['2,420.4', '']","['12,130', '']","['9,005.6', '']"
12726,r619,United States -> Pennsylvania -> Private -> U. Scranton,United States,Pennsylvania,Private,U. Scranton,4,"['248', 'i']","['170.3', 'i']","['154', 'i']","['108.8', 'i']","['56', 'i']","['35.9', 'i']","['38', 'i']","['25.6', 'i']"
12726,r620,United States -> Pennsylvania -> Private -> Ursinus C.,United States,Pennsylvania,Private,Ursinus C.,4,"['36', '']","['24.7', 'i']","['19', '']","['13.4', 'i']","['6', '']","['3.8', 'i']","['11', '']","['7.5', 'i']"
12726,r621,United States -> Pennsylvania -> Private -> Villanova U.,United States,Pennsylvania,Private,Villanova U.,4,"['327', '']","['94.3', '']","['144', '']","['37.3', '']","['164', '']","['48.0', '']","['19', '']","['9.0', '']"
12726,r622,United States -> Rhode Island,United States,Rhode Island,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r623,United States -> Rhode Island -> Public,United States,Rhode Island,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r624,United States -> Rhode Island -> Public -> Naval War C.,United States,Rhode Island,Public,Naval War C.,4,"['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r625,United States -> Rhode Island -> Public -> Rhode Island C.,United States,Rhode Island,Public,Rhode Island C.,4,"['15', '']","['4.1', '']","['12', '']","['2.7', '']","['3', '']","['1.4', '']","['0', '']","['0.0', '']"
12726,r626,United States -> Rhode Island -> Public -> U. Rhode Island,United States,Rhode Island,Public,U. Rhode Island,4,"['1,781', '']","['470.1', '']","['1,458', '']","['383.4', '']","['16', '']","['9.8', '']","['307', '']","['76.9', '']"
12726,r627,United States -> Rhode Island -> Private,United States,Rhode Island,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r628,United States -> Rhode Island -> Private -> Brown U.,United States,Rhode Island,Private,Brown U.,4,"['790', '']","['576.0', '']","['215', '']","['117.0', '']","['552', '']","['448.0', '']","['23', '']","['11.0', '']"
12726,r629,United States -> Rhode Island -> Private -> Bryant U.,United States,Rhode Island,Private,Bryant U.,4,"['60', '']","['9.0', '']","['51', '']","['6.2', '']","['9', '']","['2.8', '']","['0', '']","['0.0', '']"
12726,r630,United States -> Rhode Island -> Private -> Providence C.,United States,Rhode Island,Private,Providence C.,4,"['63', '']","['12.0', '']","['32', '']","['7.0', '']","['5', '']","['1.0', '']","['26', '']","['4.0', '']"
12726,r631,United States -> Rhode Island -> Private -> Roger Williams U.,United States,Rhode Island,Private,Roger Williams U.,4,"['153', '']","['16.4', '']","['48', '']","['6.9', '']","['93', '']","['9.0', '']","['12', '']","['0.5', '']"
12726,r632,United States -> South Carolina,United States,South Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r633,United States -> South Carolina -> Public,United States,South Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r634,United States -> South Carolina -> Public -> C. Charleston,United States,South Carolina,Public,C. Charleston,4,"['193', '']","['32.2', '']","['62', '']","['10.3', '']","['124', '']","['17.7', '']","['7', '']","['4.2', '']"
12726,r635,United States -> South Carolina -> Public -> Citadel Military C. South Carolina,United States,South Carolina,Public,Citadel Military C. South Carolina,4,"['85', '']","['18.1', 'i']","['31', '']","['11.4', '']","['52', '']","['6.0', '']","['2', '']","['0.7', 'i']"
12726,r636,United States -> South Carolina -> Public -> Clemson U.,United States,South Carolina,Public,Clemson U.,4,"['3,425', '']","['823.0', '']","['450', '']","['13.0', '']","['646', '']","['101.0', '']","['2,329', '']","['709.0', '']"
12726,r637,United States -> South Carolina -> Public -> Coastal Carolina U.,United States,South Carolina,Public,Coastal Carolina U.,4,"['134', '']","['21.7', '']","['39', '']","['6.7', '']","['94', '']","['14.9', '']","['1', '']","['0.1', '']"
12726,r638,United States -> South Carolina -> Public -> Medical U. South Carolina,United States,South Carolina,Public,Medical U. South Carolina,4,"['2,221', 'i']","['884.5', 'i']","['702', 'i']","['319.7', 'i']","['901', 'i']","['359.7', 'i']","['618', 'i']","['205.1', 'i']"
12726,r639,United States -> South Carolina -> Public -> South Carolina State U.,United States,South Carolina,Public,South Carolina State U.,4,"['201', '']","['49.0', '']","['50', '']","['15.0', '']","['114', '']","['23.0', '']","['37', '']","['11.0', '']"
12726,r640,"United States -> South Carolina -> Public -> U. South Carolina, Aiken",United States,South Carolina,Public,"U. South Carolina, Aiken",4,"['61', '']","['33.6', '']","['15', '']","['15.0', '']","['21', '']","['8.8', '']","['25', '']","['9.8', '']"
12726,r641,"United States -> South Carolina -> Public -> U. South Carolina, Beaufort",United States,South Carolina,Public,"U. South Carolina, Beaufort",4,"['29', '']","['23.2', '']","['11', '']","['10.1', '']","['9', '']","['6.2', '']","['9', '']","['6.9', '']"
12726,r642,"United States -> South Carolina -> Public -> U. South Carolina, Columbia",United States,South Carolina,Public,"U. South Carolina, Columbia",4,"['2,889', '']","['1,992.8', '']","['567', '']","['552.7', '']","['1,593', '']","['974.1', '']","['729', '']","['466.0', '']"
12726,r643,United States -> South Carolina -> Public -> Winthrop U.,United States,South Carolina,Public,Winthrop U.,4,"['153', '']","['20.0', '']","['33', '']","['8.0', '']","['114', '']","['11.0', '']","['6', '']","['1.0', '']"
12726,r644,United States -> South Carolina -> Private,United States,South Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r645,United States -> South Carolina -> Private -> Benedict C.,United States,South Carolina,Private,Benedict C.,4,"['23', '']","['8.0', '']","['15', '']","['3.0', '']","['2', '']","['1.0', '']","['6', '']","['4.0', '']"
12726,r646,United States -> South Carolina -> Private -> Claflin U.,United States,South Carolina,Private,Claflin U.,4,"['20', '']","['4.6', '']","['8', '']","['0.7', '']","['1', '']","['0.1', '']","['11', '']","['3.8', '']"
12726,r647,United States -> South Carolina -> Private -> Furman U.,United States,South Carolina,Private,Furman U.,4,"['69', '']","['9.4', '']","['37', '']","['4.3', '']","['5', '']","['1.2', '']","['27', '']","['3.9', '']"
12726,r648,United States -> South Dakota,United States,South Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r649,United States -> South Dakota -> Public,United States,South Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r650,United States -> South Dakota -> Public -> Black Hills State U.,United States,South Dakota,Public,Black Hills State U.,4,"['21', '']","['7.6', '']","['6', '']","['2.0', '']","['11', '']","['3.0', '']","['4', '']","['2.6', '']"
12726,r651,United States -> South Dakota -> Public -> Dakota State U.,United States,South Dakota,Public,Dakota State U.,4,"['29', '']","['15.3', '']","['24', '']","['14.0', '']","['4', '']","['1.0', '']","['1', '']","['0.3', '']"
12726,r652,United States -> South Dakota -> Public -> South Dakota School of Mines and Technology,United States,South Dakota,Public,South Dakota School of Mines and Technology,4,"['284', '']","['87.0', '']","['81', '']","['19.0', '']","['200', '']","['66.0', '']","['3', '']","['2.0', '']"
12726,r653,United States -> South Dakota -> Public -> South Dakota State U.,United States,South Dakota,Public,South Dakota State U.,4,"['1,268', '']","['350.9', '']","['292', '']","['111.4', '']","['941', '']","['230.3', '']","['35', '']","['9.2', '']"
12726,r654,United States -> South Dakota -> Public -> U. South Dakota,United States,South Dakota,Public,U. South Dakota,4,"['1,094', '']","['648.3', '']","['327', '']","['312.9', '']","['614', '']","['217.7', '']","['153', '']","['117.7', '']"
12726,r655,United States -> Tennessee,United States,Tennessee,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r656,United States -> Tennessee -> Public,United States,Tennessee,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r657,United States -> Tennessee -> Public -> Austin Peay State U.,United States,Tennessee,Public,Austin Peay State U.,4,"['163', '']","['65.9', '']","['47', '']","['3.1', '']","['97', '']","['48.5', '']","['19', '']","['14.3', '']"
12726,r658,United States -> Tennessee -> Public -> East Tennessee State U.,United States,Tennessee,Public,East Tennessee State U.,4,"['395', '']","['257.0', '']","['118', '']","['77.0', '']","['169', '']","['110.0', '']","['108', '']","['70.0', '']"
12726,r659,United States -> Tennessee -> Public -> Middle Tennessee State U.,United States,Tennessee,Public,Middle Tennessee State U.,4,"['246', 'i']","['100.4', 'i']","['60', 'i']","['27.2', 'i']","['67', 'i']","['33.6', 'i']","['119', 'i']","['39.6', 'i']"
12726,r660,United States -> Tennessee -> Public -> Tennessee State U.,United States,Tennessee,Public,Tennessee State U.,4,"['363', '']","['127.1', 'i']","['224', '']","['102.1', 'i']","['0', '']","['0.0', '']","['139', '']","['25.0', '']"
12726,r661,United States -> Tennessee -> Public -> Tennessee Technological U.,United States,Tennessee,Public,Tennessee Technological U.,4,"['404', '']","['62.0', '']","['74', '']","['9.8', '']","['330', '']","['52.2', '']","['0', '']","['0.0', '']"
12726,r662,United States -> Tennessee -> Public -> U. Memphis,United States,Tennessee,Public,U. Memphis,4,"['2,296', '']","['173.3', '']","['159', '']","['37.0', '']","['NA', '']","['NA', '']","['2,137', '']","['136.3', '']"
12726,r663,"United States -> Tennessee -> Public -> U. Tennessee, Chattanooga",United States,Tennessee,Public,"U. Tennessee, Chattanooga",4,"['390', '']","['118.0', '']","['150', '']","['33.0', '']","['212', '']","['64.0', '']","['28', '']","['21.0', '']"
12726,r664,"United States -> Tennessee -> Public -> U. Tennessee, Health Science Center",United States,Tennessee,Public,"U. Tennessee, Health Science Center",4,"['1,239', '']","['758.0', '']","['610', '']","['376.0', '']","['535', '']","['327.0', '']","['94', '']","['55.0', '']"
12726,r665,"United States -> Tennessee -> Public -> U. Tennessee, Knoxville",United States,Tennessee,Public,"U. Tennessee, Knoxville",4,"['5,782', '']","['2,792.0', '']","['1,879', '']","['1,112.0', '']","['3,338', '']","['1,202.0', '']","['565', '']","['478.0', '']"
12726,r666,United States -> Tennessee -> Private,United States,Tennessee,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r667,United States -> Tennessee -> Private -> Fisk U.,United States,Tennessee,Private,Fisk U.,4,"['153', '']","['15.8', '']","['146', '']","['9.8', '']","['4', '']","['3.5', '']","['3', '']","['2.5', '']"
12726,r668,United States -> Tennessee -> Private -> Lincoln Memorial U.,United States,Tennessee,Private,Lincoln Memorial U.,4,"['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r669,United States -> Tennessee -> Private -> Lipscomb U.,United States,Tennessee,Private,Lipscomb U.,4,"['31', '']","['5.3', '']","['31', '']","['5.3', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r670,United States -> Tennessee -> Private -> Meharry Medical C.,United States,Tennessee,Private,Meharry Medical C.,4,"['149', '']","['98.2', 'i']","['75', '']","['52.9', 'i']","['36', '']","['19.4', 'i']","['38', '']","['25.9', 'i']"
12726,r671,United States -> Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,United States,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,4,"['9,211', 'i']","['6,044.3', 'i']","['4,249', 'i']","['2,994.9', 'i']","['3,129', 'i']","['1,801.9', 'i']","['1,833', 'i']","['1,247.5', 'i']"
12726,r672,United States -> Texas,United States,Texas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r673,United States -> Texas -> Public,United States,Texas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r674,United States -> Texas -> Public -> Lamar U.,United States,Texas,Public,Lamar U.,4,"['408', '']","['172.0', 'i']","['98', '']","['44.6', 'i']","['145', '']","['72.6', 'i']","['165', '']","['54.8', 'i']"
12726,r675,United States -> Texas -> Public -> Prairie View A&M U.,United States,Texas,Public,Prairie View A&M U.,4,"['581', '']","['351.8', '']","['192', '']","['152.9', '']","['25', '']","['25.0', '']","['364', '']","['173.9', '']"
12726,r676,United States -> Texas -> Public -> Sam Houston State U.,United States,Texas,Public,Sam Houston State U.,4,"['368', '']","['144.4', 'i']","['99', '']","['45.1', 'i']","['149', '']","['59.5', 'i']","['120', '']","['39.8', 'i']"
12726,r677,United States -> Texas -> Public -> Stephen F. Austin State U.,United States,Texas,Public,Stephen F. Austin State U.,4,"['275', '']","['122.9', 'i']","['69', '']","['31.4', 'i']","['137', '']","['68.6', 'i']","['69', '']","['22.9', 'i']"
12726,r678,United States -> Texas -> Public -> Sul Ross State U.,United States,Texas,Public,Sul Ross State U.,4,"['175', 'i']","['71.9', 'i']","['56', 'i']","['25.7', 'i']","['41', 'i']","['20.4', 'i']","['78', 'i']","['25.8', 'i']"
12726,r679,United States -> Texas -> Public -> Tarleton State U.,United States,Texas,Public,Tarleton State U.,4,"['429', '']","['291.0', '']","['100', '']","['99.0', '']","['68', '']","['51.0', '']","['261', '']","['141.0', '']"
12726,r680,United States -> Texas -> Public -> Texas A&M International U.,United States,Texas,Public,Texas A&M International U.,4,"['153', 'i']","['63.0', 'i']","['49', 'i']","['22.5', 'i']","['36', 'i']","['17.9', 'i']","['68', 'i']","['22.6', 'i']"
12726,r681,"United States -> Texas -> Public -> Texas A&M U., College Station and Health Science Center",United States,Texas,Public,"Texas A&M U., College Station and Health Science Center",4,"['15,205', '']","['5,163.9', '']","['2,574', '']","['913.7', '']","['8,267', '']","['2,966.2', '']","['4,364', '']","['1,284.0', '']"
12726,r682,United States -> Texas -> Public -> Texas A&M U.-Commerce,United States,Texas,Public,Texas A&M U.-Commerce,4,"['304', '']","['114.9', 'i']","['59', '']","['26.9', 'i']","['40', '']","['20.0', 'i']","['205', '']","['68.0', 'i']"
12726,r683,United States -> Texas -> Public -> Texas A&M U.-Corpus Christi,United States,Texas,Public,Texas A&M U.-Corpus Christi,4,"['740', '']","['207.4', '']","['248', '']","['70.0', '']","['164', '']","['62.8', '']","['328', '']","['74.6', '']"
12726,r684,United States -> Texas -> Public -> Texas A&M U.-Kingsville,United States,Texas,Public,Texas A&M U.-Kingsville,4,"['634', '']","['386.2', '']","['163', '']","['131.9', '']","['175', '']","['84.4', '']","['296', '']","['169.9', '']"
12726,r685,United States -> Texas -> Public -> Texas A&M U.-San Antonio,United States,Texas,Public,Texas A&M U.-San Antonio,4,"['81', '']","['54.6', '']","['28', '']","['16.9', '']","['18', '']","['12.0', '']","['35', '']","['25.7', '']"
12726,r686,United States -> Texas -> Public -> Texas Southern U.,United States,Texas,Public,Texas Southern U.,4,"['113', '']","['69.1', '']","['51', '']","['36.8', '']","['30', '']","['20.0', '']","['32', '']","['12.3', '']"
12726,r687,United States -> Texas -> Public -> Texas State U.,United States,Texas,Public,Texas State U.,4,"['1,689', '']","['563.0', '']","['331', '']","['110.0', '']","['0', '']","['0.0', '']","['1,358', '']","['453.0', '']"
12726,r688,United States -> Texas -> Public -> Texas Tech U.,United States,Texas,Public,Texas Tech U.,4,"['4,139', '']","['1,408.5', '']","['1,382', '']","['626.9', '']","['1,748', '']","['504.1', '']","['1,009', '']","['277.5', '']"
12726,r689,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center",United States,Texas,Public,"Texas Tech U., Health Sciences Center",4,"['564', '']","['239.6', '']","['230', '']","['72.1', '']","['233', '']","['91.8', '']","['101', '']","['75.7', '']"
12726,r690,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",United States,Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",4,"['165', '']","['95.5', '']","['36', '']","['17.2', '']","['83', '']","['48.9', '']","['46', '']","['29.4', '']"
12726,r691,United States -> Texas -> Public -> Texas Woman's U.,United States,Texas,Public,Texas Woman's U.,4,"['315', '']","['115.0', 'i']","['84', '']","['38.3', 'i']","['0', '']","['0.0', 'i']","['231', '']","['76.7', 'i']"
12726,r692,United States -> Texas -> Public -> U. Houston,United States,Texas,Public,U. Houston,4,"['2,150', '']","['1,529.8', '']","['1,278', '']","['995.9', '']","['44', '']","['43.5', '']","['828', '']","['490.4', '']"
12726,r693,United States -> Texas -> Public -> U. Houston-Clear Lake,United States,Texas,Public,U. Houston-Clear Lake,4,"['80', '']","['29.0', '']","['76', '']","['27.0', '']","['2', '']","['1.0', '']","['2', '']","['1.0', '']"
12726,r694,United States -> Texas -> Public -> U. Houston-Downtown,United States,Texas,Public,U. Houston-Downtown,4,"['105', '']","['65.0', '']","['37', '']","['30.0', '']","['0', '']","['0.0', '']","['68', '']","['35.0', '']"
12726,r695,"United States -> Texas -> Public -> U. North Texas, Denton",United States,Texas,Public,"U. North Texas, Denton",4,"['1,594', '']","['840.0', '']","['874', '']","['465.0', '']","['633', '']","['299.0', '']","['87', '']","['76.0', '']"
12726,r696,"United States -> Texas -> Public -> U. North Texas, Health Science Center",United States,Texas,Public,"U. North Texas, Health Science Center",4,"['202', '']","['192.1', '']","['202', '']","['192.1', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r697,"United States -> Texas -> Public -> U. Texas Health Science Center, Houston",United States,Texas,Public,"U. Texas Health Science Center, Houston",4,"['4,904', '']","['2,837.5', '']","['888', '']","['527.1', '']","['2,773', '']","['1,540.7', '']","['1,243', '']","['769.7', '']"
12726,r698,"United States -> Texas -> Public -> U. Texas Health Science Center, San Antonio",United States,Texas,Public,"U. Texas Health Science Center, San Antonio",4,"['2,387', '']","['1,565.0', '']","['603', '']","['302.6', '']","['1,304', '']","['967.0', '']","['480', '']","['295.4', '']"
12726,r699,"United States -> Texas -> Public -> U. Texas Health Science Center, Tyler",United States,Texas,Public,"U. Texas Health Science Center, Tyler",4,"['324', 'i']","['142.0', 'i']","['219', 'i']","['99.8', 'i']","['44', 'i']","['22.1', 'i']","['61', 'i']","['20.1', 'i']"
12726,r700,United States -> Texas -> Public -> U. Texas M. D. Anderson Cancer Center,United States,Texas,Public,U. Texas M. D. Anderson Cancer Center,4,"['7,735', '']","['5,115.0', '']","['1,931', '']","['1,129.0', '']","['4,781', '']","['3,323.0', '']","['1,023', '']","['663.0', '']"
12726,r701,United States -> Texas -> Public -> U. Texas Medical Branch,United States,Texas,Public,U. Texas Medical Branch,4,"['1,529', '']","['718.1', '']","['263', '']","['114.6', '']","['949', '']","['488.8', '']","['317', '']","['114.7', '']"
12726,r702,United States -> Texas -> Public -> U. Texas of the Permian Basin,United States,Texas,Public,U. Texas of the Permian Basin,4,"['273', 'i']","['111.1', 'i']","['81', 'i']","['37.0', 'i']","['61', 'i']","['30.6', 'i']","['131', 'i']","['43.5', 'i']"
12726,r703,United States -> Texas -> Public -> U. Texas Rio Grande Valley,United States,Texas,Public,U. Texas Rio Grande Valley,4,"['1,656', '']","['1,337.7', '']","['812', '']","['808.4', '']","['632', '']","['368.9', '']","['212', '']","['160.4', '']"
12726,r704,United States -> Texas -> Public -> U. Texas Southwestern Medical Center,United States,Texas,Public,U. Texas Southwestern Medical Center,4,"['6,205', '']","['3,145.4', '']","['1,850', '']","['1,119.6', '']","['1,810', '']","['871.4', '']","['2,545', '']","['1,154.4', '']"
12726,r705,"United States -> Texas -> Public -> U. Texas, Arlington",United States,Texas,Public,"U. Texas, Arlington",4,"['2,278', '']","['1,294.7', '']","['651', '']","['601.2', '']","['1,076', '']","['476.4', '']","['551', '']","['217.1', '']"
12726,r706,"United States -> Texas -> Public -> U. Texas, Austin",United States,Texas,Public,"U. Texas, Austin",4,"['10,868', '']","['5,176.7', '']","['2,398', '']","['1,157.0', '']","['5,319', '']","['1,871.6', '']","['3,151', '']","['2,148.1', '']"
12726,r707,"United States -> Texas -> Public -> U. Texas, Dallas",United States,Texas,Public,"U. Texas, Dallas",4,"['2,455', '']","['794.6', '']","['692', '']","['277.7', '']","['1,632', '']","['457.5', '']","['131', '']","['59.4', '']"
12726,r708,"United States -> Texas -> Public -> U. Texas, El Paso",United States,Texas,Public,"U. Texas, El Paso",4,"['2,390', '']","['959.4', '']","['860', '']","['356.6', '']","['779', '']","['328.6', '']","['751', '']","['274.2', '']"
12726,r709,"United States -> Texas -> Public -> U. Texas, San Antonio",United States,Texas,Public,"U. Texas, San Antonio",4,"['2,083', '']","['1,406.7', '']","['505', '']","['478.4', '']","['1,322', '']","['696.6', '']","['256', '']","['231.7', '']"
12726,r710,"United States -> Texas -> Public -> U. Texas, Tyler",United States,Texas,Public,"U. Texas, Tyler",4,"['123', '']","['31.2', '']","['26', '']","['4.2', '']","['73', '']","['18.4', '']","['24', '']","['8.6', '']"
12726,r711,United States -> Texas -> Public -> West Texas A&M U.,United States,Texas,Public,West Texas A&M U.,4,"['281', '']","['66.0', '']","['84', '']","['26.8', '']","['56', '']","['14.9', '']","['141', '']","['24.3', '']"
12726,r712,United States -> Texas -> Private,United States,Texas,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r713,United States -> Texas -> Private -> Abilene Christian U.,United States,Texas,Private,Abilene Christian U.,4,"['194', '']","['58.1', '']","['48', '']","['19.3', '']","['24', '']","['15.2', '']","['122', '']","['23.6', '']"
12726,r714,United States -> Texas -> Private -> Baylor C. of Medicine,United States,Texas,Private,Baylor C. of Medicine,4,"['5,532', 'i']","['3,598.8', 'i']","['2,519', 'i']","['1,775.9', 'i']","['1,598', 'i']","['859.5', 'i']","['1,415', 'i']","['963.4', 'i']"
12726,r715,United States -> Texas -> Private -> Baylor U.,United States,Texas,Private,Baylor U.,4,"['1,293', '']","['829.4', '']","['720', '']","['431.5', '']","['13', '']","['9.0', '']","['560', '']","['388.9', '']"
12726,r716,United States -> Texas -> Private -> Rice U.,United States,Texas,Private,Rice U.,4,"['2,650', '']","['737.8', '']","['306', '']","['91.9', '']","['1,729', '']","['476.1', '']","['615', '']","['169.8', '']"
12726,r717,United States -> Texas -> Private -> Southern Methodist U.,United States,Texas,Private,Southern Methodist U.,4,"['1,504', '']","['333.0', '']","['263', '']","['91.0', '']","['1,210', '']","['236.0', '']","['31', '']","['6.0', '']"
12726,r718,United States -> Texas -> Private -> St. Edward's U.,United States,Texas,Private,St. Edward's U.,4,"['49', '']","['33.5', 'i']","['11', '']","['6.0', '']","['27', '']","['20.0', '']","['11', '']","['7.5', 'i']"
12726,r719,United States -> Texas -> Private -> Texas Christian U.,United States,Texas,Private,Texas Christian U.,4,"['408', '']","['134.0', '']","['86', '']","['40.0', '']","['277', '']","['64.0', '']","['45', '']","['30.0', '']"
12726,r720,United States -> Texas -> Private -> Trinity U.,United States,Texas,Private,Trinity U.,4,"['314', '']","['71.0', '']","['27', '']","['5.0', '']","['17', '']","['11.0', '']","['270', '']","['55.0', '']"
12726,r721,United States -> Texas -> Private -> U. of the Incarnate Word,United States,Texas,Private,U. of the Incarnate Word,4,"['66', '']","['12.1', '']","['10', '']","['1.9', '']","['5', '']","['1.0', '']","['51', '']","['9.2', '']"
12726,r722,United States -> Utah,United States,Utah,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r723,United States -> Utah -> Public,United States,Utah,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r724,United States -> Utah -> Public -> U. Utah,United States,Utah,Public,U. Utah,4,"['8,322', '']","['3,643.2', '']","['3,814', '']","['2,248.3', '']","['4,057', '']","['1,170.0', '']","['451', '']","['224.9', '']"
12726,r725,United States -> Utah -> Public -> Utah State U.,United States,Utah,Public,Utah State U.,4,"['3,960', 'i']","['1,739.9', 'i']","['1,251', 'i']","['570.0', 'i']","['1,607', 'i']","['804.2', 'i']","['1,102', 'i']","['365.7', 'i']"
12726,r726,United States -> Utah -> Public -> Utah Valley U.,United States,Utah,Public,Utah Valley U.,4,"['252', 'i']","['107.1', 'i']","['133', 'i']","['60.5', 'i']","['42', 'i']","['20.9', 'i']","['77', 'i']","['25.7', 'i']"
12726,r727,United States -> Utah -> Private,United States,Utah,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r728,"United States -> Utah -> Private -> Brigham Young U., Provo",United States,Utah,Private,"Brigham Young U., Provo",4,"['7,048', '']","['4,578.3', 'i']","['1,121', '']","['790.2', 'i']","['5,927', '']","['3,788.1', 'i']","['0', '']","['0.0', 'i']"
12726,r729,United States -> Vermont,United States,Vermont,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r730,United States -> Vermont -> Public,United States,Vermont,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r731,United States -> Vermont -> Public -> U. Vermont,United States,Vermont,Public,U. Vermont,4,"['2,662', '']","['945.6', '']","['953', '']","['408.7', '']","['927', '']","['392.1', '']","['782', '']","['144.8', '']"
12726,r732,United States -> Vermont -> Private,United States,Vermont,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
