table_id,row_id,time_period,_b_all_science_engineering_and_health_graduate_students_b_level_1,_b_all_science_engineering_and_health_graduate_students_b_level_2,_b_all_science_engineering_and_health_graduate_students_b_level_3,_b_all_science_engineering_and_health_graduate_students_b_hierarchy_depth,value
10663,r1231,Doctoral students -> 2021,All engineering graduate students,Total,,2,72924
10663,r1232,Doctoral students -> 2021,All engineering graduate students,Full time,Number,3,64063
10663,r1233,Doctoral students -> 2021,All engineering graduate students,Full time,Percent,3,87.8
10663,r1234,Doctoral students -> 2021,All engineering graduate students,Part time,Number,3,8861
10663,r1235,Doctoral students -> 2021,All engineering graduate students,Part time,Percent,3,12.2
10663,r1236,Doctoral students -> 2021,All health graduate students,Total,,2,16631
10663,r1237,Doctoral students -> 2021,All health graduate students,Full time,Number,3,11318
10663,r1238,Doctoral students -> 2021,All health graduate students,Full time,Percent,3,68.1
10663,r1239,Doctoral students -> 2021,All health graduate students,Part time,Number,3,5313
10663,r1240,Doctoral students -> 2021,All health graduate students,Part time,Percent,3,31.9
10663,r1241,Doctoral students -> 2022,"All science, engineering, and health graduate students",Total,,2,297223
10663,r1242,Doctoral students -> 2022,"All science, engineering, and health graduate students",Full time,Number,3,259683
10663,r1243,Doctoral students -> 2022,"All science, engineering, and health graduate students",Full time,Percent,3,87.4
10663,r1244,Doctoral students -> 2022,"All science, engineering, and health graduate students",Part time,Number,3,37540
10663,r1245,Doctoral students -> 2022,"All science, engineering, and health graduate students",Part time,Percent,3,12.6
10663,r1246,Doctoral students -> 2022,All science graduate students,Total,,2,206183
10663,r1247,Doctoral students -> 2022,All science graduate students,Full time,Number,3,183443
10663,r1248,Doctoral students -> 2022,All science graduate students,Full time,Percent,3,89.0
10663,r1249,Doctoral students -> 2022,All science graduate students,Part time,Number,3,22740
10663,r1250,Doctoral students -> 2022,All science graduate students,Part time,Percent,3,11.0
10663,r1251,Doctoral students -> 2022,All engineering graduate students,Total,,2,72980
10663,r1252,Doctoral students -> 2022,All engineering graduate students,Full time,Number,3,64020
10663,r1253,Doctoral students -> 2022,All engineering graduate students,Full time,Percent,3,87.7
10663,r1254,Doctoral students -> 2022,All engineering graduate students,Part time,Number,3,8960
10663,r1255,Doctoral students -> 2022,All engineering graduate students,Part time,Percent,3,12.3
10663,r1256,Doctoral students -> 2022,All health graduate students,Total,,2,18060
10663,r1257,Doctoral students -> 2022,All health graduate students,Full time,Number,3,12220
10663,r1258,Doctoral students -> 2022,All health graduate students,Full time,Percent,3,67.7
10663,r1259,Doctoral students -> 2022,All health graduate students,Part time,Number,3,5840
10663,r1260,Doctoral students -> 2022,All health graduate students,Part time,Percent,3,32.3
