table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r630,South Dakota -> Public -> South Dakota State U.,South Dakota,Public,South Dakota State U.,3,"['67,552', '']","['69,680', '']","['68,743', '']","['63,843', '']","['58,334', '']","['58,373', '']","['60,677', '']","['63,412', '']","['63,465', '']","['66,794', '']","['60,939', '']","['51,542', '']","['59,590', '']"
10160,r631,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['30,616', '']","['28,959', '']","['31,982', '']","['33,187', '']","['30,700', '']","['25,661', '']","['25,864', '']","['28,358', '']","['30,943', '']","['32,028', '']","['29,279', '']","['27,537', '']","['30,322', '']"
10160,r632,South Dakota -> Private,South Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r633,South Dakota -> Private -> Augustana U.,South Dakota,Private,Augustana U.,3,"['912', '']","['1,578', '']","['1,160', '']","['1,045', '']","['1,106', '']","['782', '']","['ne', '']","['1,212', '']","['1,170', '']","['841', '']","['ne', '']","['1,013', '']","['724', '']"
10160,r634,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r635,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r636,Tennessee -> Public -> Austin Peay State U.,Tennessee,Public,Austin Peay State U.,3,"['ne', '']","['2,180', '']","['2,124', '']","['2,067', '']","['2,002', '']","['2,113', '']","['1,823', '']","['2,134', '']","['2,644', '']","['2,285', '']","['2,833', '']","['2,740', '']","['3,149', '']"
10160,r637,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['9,869', '']","['10,249', '']","['11,213', '']","['8,919', '']","['7,836', '']","['6,930', '']","['7,982', '']","['9,493', '']","['14,043', '']","['14,197', '']","['13,925', '']","['18,449', '']","['23,420', '']"
10160,r638,Tennessee -> Public -> Middle Tennessee State U.,Tennessee,Public,Middle Tennessee State U.,3,"['4,793', '']","['4,969', '']","['7,108', '']","['5,718', '']","['4,334', '']","['4,350', '']","['6,164', '']","['4,714', '']","['7,132', '']","['7,673', '']","['8,697', '']","['22,531', '']","['22,631', '']"
10160,r639,Tennessee -> Public -> Tennessee State U.,Tennessee,Public,Tennessee State U.,3,"['12,432', '']","['13,468', '']","['15,439', '']","['16,177', '']","['20,068', '']","['19,955', '']","['19,520', '']","['18,108', '']","['17,681', '']","['15,236', '']","['25,942', '']","['21,977', 'i']","['18,012', '']"
10160,r640,Tennessee -> Public -> Tennessee Technological U.,Tennessee,Public,Tennessee Technological U.,3,"['16,754', '']","['13,247', '']","['10,233', '']","['9,715', '']","['10,097', '']","['11,082', '']","['11,528', '']","['12,079', '']","['12,765', '']","['13,801', '']","['14,085', '']","['15,387', '']","['16,398', '']"
10160,r641,Tennessee -> Public -> U. Memphis,Tennessee,Public,U. Memphis,3,"['49,517', '']","['48,321', '']","['51,194', '']","['48,141', '']","['55,566', '']","['46,675', '']","['48,321', '']","['49,695', '']","['64,297', '']","['58,700', '']","['69,463', '']","['67,092', '']","['71,271', '']"
10160,r642,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['10,749', '']","['9,251', '']","['10,896', '']","['7,844', '']","['6,239', '']","['6,817', '']","['5,600', '']","['6,352', '']","['7,585', '']","['9,280', '']","['10,834', '']","['11,192', '']","['12,808', '']"
10160,r643,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['81,904', '']","['81,220', '']","['77,754', '']","['71,902', '']","['67,841', '']","['65,771', '']","['71,547', '']","['73,393', '']","['79,460', '']","['96,979', '']","['99,716', '']","['109,562', '']","['115,161', '']"
10160,r644,"Tennessee -> Public -> U. Tennessee, Knoxville<sup>e</sup>",Tennessee,Public,"U. Tennessee, Knoxville<sup>e</sup>",3,"['150,671', '']","['167,456', '']","['179,252', '']","['193,054', '']","['179,041', '']","['173,533', '']","['183,268', '']","['203,800', '']","['259,607', '']","['247,693', '']","['320,407', '']","['316,273', '']","['324,435', '']"
10160,r645,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r646,Tennessee -> Private -> Fisk U.,Tennessee,Private,Fisk U.,3,"['7,700', '']","['4,849', '']","['4,058', '']","['6,565', 'i']","['9,073', '']","['9,854', 'i']","['10,635', '']","['5,017', '']","['2,790', '']","['4,748', '']","['3,904', '']","['4,320', '']","['4,000', '']"
10160,r647,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['27,001', '']","['29,055', '']","['25,559', '']","['22,532', '']","['18,997', '']","['13,998', '']","['14,768', '']","['16,782', '']","['16,980', '']","['18,286', '']","['13,870', '']","['15,840', '']","['17,960', '']"
10160,r648,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['504,959', '']","['566,031', '']","['560,466', '']","['571,603', '']","['683,890', '']","['647,816', '']","['640,842', '']","['712,036', '']","['738,620', '']","['776,937', '']","['824,803', '']","['1,019,273', '']","['1,086,223', '']"
10160,r649,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r650,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r651,Texas -> Public -> Lamar U.,Texas,Public,Lamar U.,3,"['5,829', '']","['4,762', '']","['3,589', '']","['2,605', '']","['2,447', '']","['2,824', '']","['2,783', '']","['3,883', '']","['3,595', '']","['4,848', '']","['4,327', '']","['4,734', '']","['5,304', '']"
10160,r652,Texas -> Public -> Prairie View A&M U.,Texas,Public,Prairie View A&M U.,3,"['12,565', '']","['15,243', '']","['14,552', '']","['13,198', '']","['12,292', '']","['13,123', '']","['12,616', '']","['13,982', '']","['17,278', '']","['18,018', '']","['18,723', '']","['17,582', '']","['20,429', '']"
10160,r653,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['7,555', '']","['5,816', '']","['4,349', '']","['4,608', '']","['3,996', '']","['3,086', '']","['3,266', '']","['3,658', '']","['7,152', '']","['9,445', '']","['12,437', '']","['13,315', '']","['12,009', '']"
10160,r654,Texas -> Public -> Stephen F. Austin State U.,Texas,Public,Stephen F. Austin State U.,3,"['9,127', '']","['6,046', '']","['5,495', '']","['4,612', '']","['4,298', '']","['5,170', '']","['4,749', '']","['3,677', '']","['3,336', '']","['3,679', '']","['3,672', '']","['3,204', '']","['3,184', '']"
10160,r655,Texas -> Public -> Sul Ross State U.,Texas,Public,Sul Ross State U.,3,"['3,039', '']","['3,183', '']","['2,375', '']","['2,159', '']","['2,528', '']","['2,204', '']","['2,015', '']","['2,500', '']","['2,934', '']","['2,352', '']","['2,068', '']","['2,143', 'i']","['2,526', 'i']"
10160,r656,Texas -> Public -> Tarleton State U.,Texas,Public,Tarleton State U.,3,"['10,763', '']","['10,426', '']","['9,393', '']","['9,722', '']","['10,996', '']","['9,825', '']","['9,404', '']","['10,893', '']","['12,503', '']","['13,171', '']","['14,890', '']","['17,729', '']","['20,056', '']"
10160,r657,Texas -> Public -> Texas A&M International U.,Texas,Public,Texas A&M International U.,3,"['2,428', '']","['3,121', '']","['3,344', '']","['3,674', '']","['3,441', '']","['2,917', '']","['3,742', '']","['4,745', '']","['5,735', '']","['6,068', '']","['3,067', '']","['3,740', '']","['4,486', '']"
10160,r658,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['689,624', '']","['705,720', '']","['693,421', '']","['820,015', '']","['854,214', '']","['866,678', '']","['892,718', '']","['905,474', '']","['922,178', '']","['952,156', '']","['1,130,803', '']","['1,147,720', '']","['1,152,666', '']"
10160,r659,Texas -> Public -> Texas A&M U.-Commerce,Texas,Public,Texas A&M U.-Commerce,3,"['2,679', '']","['2,242', '']","['2,279', '']","['2,541', '']","['2,833', '']","['3,755', '']","['2,943', '']","['4,227', '']","['3,431', '']","['3,403', '']","['4,166', '']","['3,827', '']","['4,955', '']"
10160,r660,Texas -> Public -> Texas A&M U.-Corpus Christi,Texas,Public,Texas A&M U.-Corpus Christi,3,"['17,266', '']","['17,509', '']","['15,776', '']","['17,418', '']","['21,321', '']","['24,507', '']","['24,786', '']","['27,993', '']","['30,253', '']","['32,944', '']","['32,284', '']","['30,500', '']","['36,014', '']"
10160,r661,Texas -> Public -> Texas A&M U.-Kingsville,Texas,Public,Texas A&M U.-Kingsville,3,"['17,378', '']","['17,114', '']","['17,419', '']","['18,653', '']","['21,819', '']","['20,894', '']","['21,309', '']","['22,633', '']","['21,150', '']","['22,268', '']","['22,745', '']","['23,578', '']","['23,451', '']"
10160,r662,Texas -> Public -> Texas A&M U.-San Antonio,Texas,Public,Texas A&M U.-San Antonio,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,242', '']"
10160,r663,Texas -> Public -> Texas Southern U.,Texas,Public,Texas Southern U.,3,"['7,003', '']","['6,318', '']","['6,380', '']","['6,548', '']","['6,038', '']","['5,005', '']","['4,495', '']","['4,722', '']","['3,740', '']","['4,893', '']","['10,138', '']","['9,128', '']","['12,120', '']"
10160,r664,Texas -> Public -> Texas State U.,Texas,Public,Texas State U.,3,"['30,560', '']","['33,487', '']","['36,664', '']","['37,053', '']","['39,265', '']","['47,694', '']","['54,298', '']","['60,741', '']","['64,322', '']","['64,554', '']","['70,714', '']","['72,510', '']","['110,102', '']"
10160,r665,Texas -> Public -> Texas Tech U.,Texas,Public,Texas Tech U.,3,"['133,360', '']","['149,399', '']","['138,026', '']","['142,676', '']","['159,308', '']","['163,897', '']","['172,521', '']","['191,482', '']","['185,742', '']","['193,923', '']","['199,643', '']","['197,739', '']","['226,729', '']"
10160,r666,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['51,282', '']","['58,774', '']","['61,219', '']","['61,412', '']","['38,015', '']","['40,438', '']","['40,235', '']","['39,767', '']","['37,819', '']","['44,072', '']","['44,135', '']","['41,583', '']","['46,574', '']"
10160,r667,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['23,282', '']","['18,889', '']","['17,391', '']","['16,479', '']","['12,556', '']","['11,883', '']","['10,421', '']","['11,360', '']","['14,206', '']"
10160,r668,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['2,271', '']","['2,919', '']","['4,129', '']","['2,704', '']","['2,650', '']","['2,310', '']","['3,014', '']","['4,073', '']","['4,822', '']","['4,477', '']","['4,135', '']","['4,943', '']","['6,029', '']"
10160,r669,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['119,811', '']","['113,709', '']","['116,288', '']","['130,844', '']","['140,597', '']","['150,628', '']","['162,049', '']","['169,431', '']","['177,484', '']","['195,398', '']","['200,428', '']","['202,536', '']","['240,126', '']"
10160,r670,Texas -> Public -> U. Houston-Clear Lake,Texas,Public,U. Houston-Clear Lake,3,"['1,279', '']","['1,746', '']","['1,769', '']","['1,542', '']","['1,716', '']","['1,535', '']","['1,578', '']","['1,779', '']","['1,251', '']","['1,370', '']","['1,363', '']","['1,716', '']","['1,800', '']"
10160,r671,Texas -> Public -> U. Houston-Downtown,Texas,Public,U. Houston-Downtown,3,"['1,013', '']","['1,351', '']","['2,267', '']","['1,444', '']","['2,414', '']","['2,459', '']","['1,784', '']","['2,397', '']","['2,508', '']","['2,216', '']","['2,299', '']","['1,828', '']","['1,485', '']"
10160,r672,"Texas -> Public -> U. North Texas, Denton",Texas,Public,"U. North Texas, Denton",3,"['31,496', '']","['42,475', '']","['46,943', '']","['49,518', '']","['44,180', '']","['43,628', '']","['37,106', '']","['43,789', '']","['44,025', '']","['78,691', '']","['84,239', '']","['81,252', '']","['93,538', '']"
10160,r673,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['38,862', '']","['45,943', '']","['46,865', '']","['44,904', '']","['47,002', '']","['46,335', '']","['50,567', '']","['48,476', '']","['49,503', '']","['50,124', '']","['42,766', '']","['50,698', '']","['10,439', '']"
10160,r674,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['240,772', '']","['261,172', '']","['236,250', '']","['233,256', '']","['233,737', '']","['234,299', '']","['237,016', '']","['246,060', '']","['258,411', '']","['271,525', '']","['273,862', '']","['308,823', '']","['342,633', '']"
10160,r675,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['207,115', '']","['198,655', '']","['184,298', '']","['175,983', '']","['172,716', '']","['170,277', '']","['194,885', '']","['169,200', '']","['179,219', '']","['188,483', '']","['202,572', '']","['219,734', '']","['238,510', '']"
10160,r676,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,191', '']","['11,799', '']","['16,292', '']","['17,949', 'i']","['19,606', 'i']","['21,265', '']","['27,928', '']","['33,872', '']"
10160,r677,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['599,529', '']","['663,279', '']","['685,814', '']","['718,096', '']","['794,980', '']","['833,406', '']","['852,095', '']","['888,029', '']","['929,710', '']","['969,496', '']","['1,051,297', '']","['1,124,971', '']","['1,182,536', '']"
10160,r678,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['188,399', '']","['193,555', '']","['180,888', '']","['180,198', '']","['178,014', '']","['173,506', '']","['179,541', '']","['185,106', '']","['181,831', '']","['175,372', '']","['180,595', '']","['185,759', '']","['204,518', '']"
10160,r679,Texas -> Public -> U. Texas of the Permian Basin,Texas,Public,U. Texas of the Permian Basin,3,"['1,417', '']","['1,232', '']","['1,707', '']","['1,146', '']","['1,532', '']","['1,725', '']","['1,561', '']","['1,152', '']","['668', '']","['ne', '']","['2,105', '']","['3,504', '']","['3,577', '']"
10160,r680,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['31,007', '']","['29,500', '']","['27,125', '']","['52,016', '']","['56,702', '']","['58,187', '']","['64,401', '']"
10160,r681,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['419,220', '']","['431,883', '']","['435,085', '']","['440,620', '']","['434,627', '']","['438,824', '']","['442,666', '']","['461,797', '']","['474,260', '']","['496,697', '']","['595,939', '']","['632,134', '']","['719,002', '']"
10160,r682,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['71,414', '']","['72,483', '']","['78,556', '']","['86,735', '']","['89,175', '']","['77,798', '']","['87,386', '']","['97,197', '']","['105,688', '']","['123,858', '']","['133,793', '']","['126,477', '']","['133,770', '']"
10160,r683,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['589,502', '']","['632,171', '']","['621,538', '']","['634,132', '']","['585,251', '']","['604,376', '']","['621,692', '']","['652,187', '']","['679,781', '']","['696,111', '']","['797,199', '']","['779,348', '']","['845,896', '']"
10160,r684,"Texas -> Public -> U. Texas, Dallas",Texas,Public,"U. Texas, Dallas",3,"['82,044', '']","['93,230', '']","['90,700', '']","['98,842', '']","['99,727', '']","['98,551', '']","['106,205', '']","['113,205', '']","['113,315', '']","['126,661', '']","['132,192', '']","['122,825', '']","['130,914', '']"
10160,r685,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['68,870', '']","['74,069', '']","['79,649', '']","['83,249', '']","['79,537', '']","['89,418', '']","['91,330', '']","['94,565', '']","['91,032', '']","['106,809', '']","['108,628', '']","['109,410', '']","['130,501', '']"
10160,r686,"Texas -> Public -> U. Texas, San Antonio",Texas,Public,"U. Texas, San Antonio",3,"['56,279', '']","['58,667', '']","['57,233', '']","['53,626', '']","['47,061', '']","['54,949', '']","['59,831', '']","['70,163', '']","['72,682', '']","['84,326', '']","['138,586', '']","['145,362', '']","['147,629', '']"
10160,r687,"Texas -> Public -> U. Texas, Tyler",Texas,Public,"U. Texas, Tyler",3,"['5,679', '']","['2,766', '']","['8,520', '']","['5,317', '']","['6,894', '']","['4,610', '']","['2,844', '']","['1,837', '']","['1,828', '']","['2,063', '']","['2,007', '']","['2,279', '']","['3,246', '']"
10160,r688,Texas -> Public -> West Texas A&M U.,Texas,Public,West Texas A&M U.,3,"['7,346', '']","['5,847', '']","['6,937', '']","['5,510', '']","['5,407', '']","['4,513', '']","['4,048', '']","['4,943', '']","['4,797', '']","['5,437', '']","['6,220', '']","['9,920', '']","['9,438', '']"
10160,r689,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r690,Texas -> Private -> Abilene Christian U.,Texas,Private,Abilene Christian U.,3,"['662', '']","['487', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,597', '']","['6,310', '']"
10160,r691,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['447,874', '']","['466,061', '']","['474,700', '']","['508,799', '']","['496,314', '']","['520,220', '']","['572,527', '']","['604,952', '']","['623,396', '']","['651,920', '']","['685,641', '']","['716,976', '']","['827,005', '']"
10160,r692,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['10,925', '']","['12,343', '']","['10,161', '']","['13,616', '']","['20,729', '']","['24,642', '']","['26,767', '']","['29,400', '']","['31,936', '']","['33,304', '']","['39,765', '']","['48,809', '']","['66,014', '']"
10160,r693,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['97,903', '']","['110,235', '']","['117,223', '']","['131,003', '']","['138,536', '']","['144,679', '']","['154,543', '']","['167,277', '']","['161,831', '']","['182,564', '']","['198,681', '']","['207,404', '']","['216,202', '']"
10160,r694,Texas -> Private -> Southern Methodist U.,Texas,Private,Southern Methodist U.,3,"['18,742', '']","['24,453', '']","['24,397', '']","['22,544', '']","['32,401', '']","['29,282', '']","['31,819', '']","['29,879', '']","['31,140', '']","['42,562', '']","['43,081', '']","['41,960', '']","['57,544', '']"
10160,r695,Texas -> Private -> St. Edward's U.,Texas,Private,St. Edward's U.,3,"['ne', '']","['7,160', '']","['5,906', '']","['8,040', '']","['3,975', '']","['9,515', '']","['9,325', '']","['10,149', '']","['10,431', '']","['9,650', '']","['9,619', '']","['9,527', '']","['3,393', '']"
10160,r696,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['5,306', '']","['5,595', '']","['7,775', '']","['8,574', '']","['7,872', '']","['8,007', '']","['6,589', '']","['7,255', '']","['5,808', '']","['6,552', '']","['15,326', '']","['15,336', '']","['18,353', '']"
10160,r697,Texas -> Private -> Trinity U.,Texas,Private,Trinity U.,3,"['1,446', '']","['1,355', '']","['1,611', '']","['3,094', '']","['2,992', '']","['2,633', '']","['2,383', '']","['3,274', '']","['3,244', '']","['3,736', '']","['3,472', '']","['2,905', '']","['3,657', '']"
10160,r698,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['ne', '']","['667', '']","['ne', '']","['ne', '']","['ne', '']","['848', '']","['ne', '']","['ne', '']","['1,338', '']","['1,800', '']","['1,469', '']","['1,982', '']","['2,064', '']"
10160,r699,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r700,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r701,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['379,200', '']","['414,316', '']","['430,056', '']","['494,058', '']","['486,140', '']","['518,928', '']","['350,212', '']","['380,295', '']","['552,306', '']","['601,133', '']","['607,061', '']","['624,737', '']","['670,119', '']"
10160,r702,Utah -> Public -> Utah State U.,Utah,Public,Utah State U.,3,"['149,169', '']","['174,167', '']","['157,355', '']","['158,352', '']","['169,605', '']","['175,353', '']","['180,590', '']","['187,314', '']","['219,397', '']","['283,917', '']","['304,256', '']","['325,223', '']","['344,851', '']"
10160,r703,Utah -> Public -> Utah Valley U.,Utah,Public,Utah Valley U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,895', '']"
10160,r704,Utah -> Private,Utah,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r705,"Utah -> Private -> Brigham Young U., Provo",Utah,Private,"Brigham Young U., Provo",3,"['32,997', '']","['37,142', '']","['33,843', '']","['36,562', '']","['38,051', '']","['39,126', '']","['42,304', '']","['43,406', '']","['40,755', '']","['39,582', '']","['38,569', '']","['43,916', '']","['45,610', '']"
10160,r706,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r707,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r708,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['129,856', '']","['132,356', '']","['115,697', '']","['115,486', '']","['109,701', '']","['114,547', '']","['115,611', '']","['117,667', '']","['128,293', '']","['135,859', '']","['191,147', '']","['195,320', '']","['216,307', '']"
10160,r709,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r710,Vermont -> Private -> Middlebury C.,Vermont,Private,Middlebury C.,3,"['2,292', '']","['2,408', '']","['3,031', '']","['2,179', '']","['1,450', '']","['1,599', '']","['1,822', '']","['2,043', '']","['1,895', '']","['1,657', '']","['1,720', '']","['2,927', '']","['2,603', '']"
10160,r711,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r712,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r713,Virginia -> Public -> Christopher Newport U.,Virginia,Public,Christopher Newport U.,3,"['1,110', '']","['1,669', '']","['1,327', '']","['1,187', '']","['1,508', '']","['1,208', '']","['1,172', '']","['1,264', '']","['1,732', '']","['1,961', '']","['2,608', '']","['2,656', '']","['2,762', '']"
10160,r714,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['44,420', '']","['36,569', '']","['37,745', '']","['44,183', '']","['43,917', '']","['42,296', '']","['32,550', '']","['28,671', '']","['30,010', '']","['27,064', '']","['20,870', '']","['19,415', '']","['22,165', '']"
10160,r715,Virginia -> Public -> George Mason U.,Virginia,Public,George Mason U.,3,"['84,120', '']","['88,089', '']","['90,198', '']","['95,913', '']","['98,680', '']","['106,410', '']","['108,899', '']","['112,404', '']","['149,138', '']","['186,267', '']","['218,445', '']","['214,207', '']","['230,068', '']"
10160,r716,Virginia -> Public -> James Madison U.,Virginia,Public,James Madison U.,3,"['7,038', '']","['7,303', '']","['8,891', '']","['5,835', '']","['4,628', '']","['3,712', '']","['3,303', '']","['3,248', '']","['4,191', '']","['8,726', '']","['10,247', '']","['14,687', '']","['17,021', '']"
10160,r717,Virginia -> Public -> Norfolk State U.,Virginia,Public,Norfolk State U.,3,"['5,944', '']","['7,140', '']","['8,336', '']","['6,431', '']","['6,936', '']","['5,348', '']","['7,593', '']","['7,296', '']","['6,914', '']","['8,050', '']","['7,153', '']","['4,316', '']","['3,593', '']"
10160,r718,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['97,176', '']","['102,192', '']","['104,579', '']","['99,138', '']","['67,037', '']","['65,092', '']","['70,054', '']","['67,990', '']","['60,321', '']","['67,425', '']","['65,704', '']","['62,332', '']","['64,877', '']"
10160,r719,Virginia -> Public -> U. of Mary Washington,Virginia,Public,U. of Mary Washington,3,"['ne', '']","['1,374', '']","['907', '']","['ne', '']","['ne', '']","['690', '']","['ne', '']","['ne', '']","['1,242', '']","['1,315', '']","['1,393', '']","['1,123', '']","['1,229', '']"
10160,r720,Virginia -> Public -> U. Virginia's C. Wise,Virginia,Public,U. Virginia's C. Wise,3,"['481', '']","['336', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['3,310', '']","['2,628', '']"
10160,r721,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['276,308', '']","['398,096', '']","['383,359', '']","['385,828', '']","['358,576', '']","['373,218', '']","['397,458', '']","['469,682', '']","['551,761', '']","['613,938', '']","['652,002', '']","['611,313', '']","['662,658', '']"
10160,r722,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['197,709', '']","['207,756', '']","['201,366', '']","['196,015', '']","['201,858', '']","['218,925', '']","['225,999', '']","['235,464', '']","['246,190', '']","['255,648', '']","['283,874', '']","['364,096', '']","['405,898', '']"
10160,r723,Virginia -> Public -> Virginia Military Institute,Virginia,Public,Virginia Military Institute,3,"['849', '']","['374', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,746', '']"
10160,r724,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['398,169', '']","['450,058', '']","['454,417', '']","['496,169', '']","['513,149', '']","['504,282', '']","['521,773', '']","['522,425', '']","['531,636', '']","['541,969', '']","['556,341', '']","['542,045', '']","['591,861', '']"
10160,r725,Virginia -> Public -> Virginia State U.,Virginia,Public,Virginia State U.,3,"['7,466', '']","['8,562', '']","['10,296', '']","['9,535', '']","['8,374', '']","['7,808', '']","['8,147', '']","['10,725', '']","['10,673', '']","['11,457', '']","['10,014', '']","['10,123', '']","['12,326', '']"
