table_id,row_id,time_period,sdr_field_of_study_aggregations_aligned_with_tod_level_1,sdr_field_of_study_aggregations_aligned_with_tod_level_2,sdr_field_of_study_aggregations_aligned_with_tod_level_3,sdr_field_of_study_aggregations_aligned_with_tod_hierarchy_depth,value
3658,r224_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,327
3658,r224_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Engineering mechanics
3658,r224_9,,SED field of study information,Start year,,2,1958
3658,r224_10,,SED field of study information,End year,,2,Present
3658,r225_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,330
3658,r225_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Engineering physics
3658,r225_9,,SED field of study information,Start year,,2,1958
3658,r225_10,,SED field of study information,End year,,2,Present
3658,r226_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,333
3658,r226_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Engineering science
3658,r226_9,,SED field of study information,Start year,,2,1983
3658,r226_10,,SED field of study information,End year,,2,Present
3658,r227_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7704
3658,r227_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Industrial and manufacturing engineering
3658,r227_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,339
3658,r227_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Industrial and manufacturing engineering
3658,r227_9,,SED field of study information,Start year,,2,1958
3658,r227_10,,SED field of study information,End year,,2,Present
3658,r228_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,363
3658,r228_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Operations research (engineering)
3658,r228_9,,SED field of study information,Start year,,2,1971
3658,r228_10,,SED field of study information,End year,,2,Present
3658,r229_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,372
3658,r229_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Systems engineering
3658,r229_9,,SED field of study information,Start year,,2,1975
3658,r229_10,,SED field of study information,End year,,2,Present
3658,r230_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7705
3658,r230_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Nuclear engineering
3658,r230_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,357
3658,r230_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Nuclear engineering
3658,r230_9,,SED field of study information,Start year,,2,1969
3658,r230_10,,SED field of study information,End year,,2,Present
3658,r231_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7706
3658,r231_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Engineering, other"
3658,r231_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,68
3658,r231_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Forest engineering
3658,r231_9,,SED field of study information,Start year,,2,1988
3658,r231_10,,SED field of study information,End year,,2,2003
3658,r232_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,354
3658,r232_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Naval architecture/ marine engineering
3658,r232_9,,SED field of study information,Start year,,2,1983
3658,r232_10,,SED field of study information,End year,,2,1991
3658,r233_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,360
3658,r233_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Ocean engineering
3658,r233_9,,SED field of study information,Start year,,2,1983
3658,r233_10,,SED field of study information,End year,,2,Present
3658,r234_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,366
3658,r234_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Petroleum engineering
3658,r234_9,,SED field of study information,Start year,,2,1973
3658,r234_10,,SED field of study information,End year,,2,Present
3658,r235_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,398
3658,r235_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Engineering, general"
3658,r235_9,,SED field of study information,Start year,,2,1958
3658,r235_10,,SED field of study information,End year,,2,Present
3658,r236_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,399
3658,r236_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Engineering, other"
3658,r236_9,,SED field of study information,Start year,,2,1958
3658,r236_10,,SED field of study information,End year,,2,Present
3658,r237_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,547
3658,r237_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Fuel technology/ petroleum engineering
3658,r237_9,,SED field of study information,Start year,,2,1967
3658,r237_10,,SED field of study information,End year,,2,1979
3658,r238_1,Health,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Code,3,8
3658,r238_2,Health,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Label,3,Health
3658,r238_3,Health,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,81
3658,r238_4,Health,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Health
3658,r238_5,Health,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8101
3658,r238_6,Health,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Communication disorders sciences and services
3658,r238_7,Health,SED field of study information,Fine field (PHDFIELD)a,Code,3,200
3658,r238_8,Health,SED field of study information,Fine field (PHDFIELD)a,Label,3,Speech-language pathology and audiology
3658,r238_9,Health,SED field of study information,Start year,,2,1963
3658,r238_10,Health,SED field of study information,End year,,2,Present
3658,r239_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8102
3658,r239_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Hospital and medical administration services
3658,r239_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,212
3658,r239_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Health systems/ service administration
3658,r239_9,,SED field of study information,Start year,,2,1993
3658,r239_10,,SED field of study information,End year,,2,Present
3658,r240_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,219
3658,r240_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Public health/ epidemiology
3658,r240_9,,SED field of study information,Start year,,2,1958
3658,r240_10,,SED field of study information,End year,,2,1982
3658,r241_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,224
3658,r241_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Hospital administration
3658,r241_9,,SED field of study information,Start year,,2,1958
3658,r241_10,,SED field of study information,End year,,2,1977
3658,r242_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8103
3658,r242_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Pharmacy, pharmaceutical sciences, and administration"
3658,r242_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,225
3658,r242_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Medicine and surgery
3658,r242_9,,SED field of study information,Start year,,2,1958
3658,r242_10,,SED field of study information,End year,,2,1976
3658,r243_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,240
3658,r243_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Pharmaceutical sciences
3658,r243_9,,SED field of study information,Start year,,2,1958
3658,r243_10,,SED field of study information,End year,,2,Present
3658,r244_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,528
3658,r244_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Medicinal/ pharmaceutical
3658,r244_9,,SED field of study information,Start year,,2,1958
3658,r244_10,,SED field of study information,End year,,2,Present
3658,r245_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8104
3658,r245_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Public health
3658,r245_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,210
3658,r245_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Environmental health
3658,r245_9,,SED field of study information,Start year,,2,1972
3658,r245_10,,SED field of study information,End year,,2,Present
3658,r246_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,213
3658,r246_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Health services research
3658,r246_9,,SED field of study information,Start year,,2,2016
3658,r246_10,,SED field of study information,End year,,2,Present
3658,r247_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,215
3658,r247_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Public health
3658,r247_9,,SED field of study information,Start year,,2,1978
3658,r247_10,,SED field of study information,End year,,2,Present
3658,r248_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,280
3658,r248_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Health and behavior
3658,r248_9,,SED field of study information,Start year,,2,2014
3658,r248_10,,SED field of study information,End year,,2,Present
3658,r249_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,577
3658,r249_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Medical physics/ radiological science
3658,r249_9,,SED field of study information,Start year,,2,2010
3658,r249_10,,SED field of study information,End year,,2,Present
3658,r250_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8105
3658,r250_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Registered nursing, nursing administration, nursing research"
3658,r250_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,230
3658,r250_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Nursing science
3658,r250_9,,SED field of study information,Start year,,2,1977
3658,r250_10,,SED field of study information,End year,,2,Present
3658,r251_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,8106
3658,r251_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Health sciences, other"
3658,r251_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,207
3658,r251_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Oral biology/ oral pathology
3658,r251_9,,SED field of study information,Start year,,2,2010
3658,r251_10,,SED field of study information,End year,,2,Present
3658,r252_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,222
3658,r252_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Kinesiology/ exercise science
3658,r252_9,,SED field of study information,Start year,,2,1994
3658,r252_10,,SED field of study information,End year,,2,Present
3658,r253_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,227
3658,r253_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Gerontology
3658,r253_9,,SED field of study information,Start year,,2,2010
3658,r253_10,,SED field of study information,End year,,2,Present
3658,r254_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,245
3658,r254_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Rehabilitation/ therapeutic services
3658,r254_9,,SED field of study information,Start year,,2,1991
3658,r254_10,,SED field of study information,End year,,2,Present
3658,r255_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,250
3658,r255_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Veterinary sciences
3658,r255_9,,SED field of study information,Start year,,2,1958
3658,r255_10,,SED field of study information,End year,,2,Present
3658,r256_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,298
3658,r256_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Health sciences, general"
3658,r256_9,,SED field of study information,Start year,,2,1962
3658,r256_10,,SED field of study information,End year,,2,Present
3658,r257_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,299
3658,r257_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Health sciences, other"
3658,r257_9,,SED field of study information,Start year,,2,1958
3658,r257_10,,SED field of study information,End year,,2,Present
3658,r258_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,610
3658,r258_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Marriage and family therapy/ counseling
3658,r258_9,,SED field of study information,Start year,,2,2016
3658,r258_10,,SED field of study information,End year,,2,Present
