table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_businesses,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_organizations,field_any_public_private_partnership_fundinga
12493,r284,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Augusta Health Care, Charlie Norwood Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Augusta Health Care, Charlie Norwood Medical Center",,,4,"['5,240', '']","['5,240', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r285,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Birmingham Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Birmingham Medical Center,,,4,"['11,113', '']","['11,113', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r286,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Charleston Health Care, Ralph H. Johnson Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Charleston Health Care, Ralph H. Johnson Medical Center",,,4,"['31,940', '']","['31,940', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r287,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",,,4,"['4,253', '']","['4,253', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r288,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Tuscaloosa Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Tuscaloosa Medical Center,,,4,"['2,490', '']","['2,490', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r289,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,,,,3,"['39,065', '']","['39,065', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r290,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Bay Pines Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Bay Pines Health Care System,,,4,"['2,316', '']","['2,316', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r291,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Caribbean Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Caribbean Health Care System,,,4,"['526', '']","['526', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r292,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Miami Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Miami Health Care System,,,4,"['11,126', '']","['11,126', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r293,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> North Florida/ South Georgia Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,North Florida/ South Georgia Health Care System,,,4,"['12,506', '']","['12,506', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r294,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Orlando Medical Center,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Orlando Medical Center,,,4,"['592', '']","['592', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r295,"All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Tampa Health Care, James A. Haley Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,"Tampa Health Care, James A. Haley Veterans' Hospital",,,4,"['11,999', '']","['11,999', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r296,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,,,,3,"['51,828', '']","['51,828', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r297,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Lexington Medical Center (Troy Bowling Campus),All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Lexington Medical Center (Troy Bowling Campus),,,4,"['5,146', '']","['5,146', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r298,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Louisville Health Care, Robley Rex Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Louisville Health Care, Robley Rex Medical Center",,,4,"['3,476', '']","['3,476', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r299,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Memphis Medical Center,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Memphis Medical Center,,,4,"['7,373', '']","['7,373', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r300,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Mountain Home Health Care, James H. Quillen Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Mountain Home Health Care, James H. Quillen Medical Center",,,4,"['3,218', '']","['3,218', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r301,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Tennessee Valley Health Care, Nashville Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Tennessee Valley Health Care, Nashville Medical Center",,,4,"['32,614', '']","['32,614', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r302,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,,,,3,"['107,300', '']","['107,300', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r303,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Ann Arbor Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Ann Arbor Health Care System,,,4,"['31,274', '']","['31,274', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r304,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Battle Creek Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Battle Creek Medical Center,,,4,"['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r305,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Cincinnati Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Cincinnati Medical Center,,,4,"['7,700', '']","['7,700', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r306,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Dayton Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Dayton Medical Center,,,4,"['1,167', '']","['1,167', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r307,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Detroit Health Care, John D. Dingell Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Detroit Health Care, John D. Dingell Medical Center",,,4,"['9,562', '']","['9,562', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r308,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Indiana Health Care, Richard L. Roudebush Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Indiana Health Care, Richard L. Roudebush Medical Center",,,4,"['27,341', '']","['27,341', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r309,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",,,4,"['30,251', '']","['30,251', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r310,All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System,All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,,,,3,"['75,386', '']","['75,386', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r311,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Chicago Health Care, Jesse Brown Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Chicago Health Care, Jesse Brown Medical Center",,,4,"['19,642', '']","['19,642', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r312,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Hines Health Care, Edward Hines Junior Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Hines Health Care, Edward Hines Junior Hospital",,,4,"['29,727', '']","['29,727', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r313,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Madison Health Care, William S. Middleton Memorial Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Madison Health Care, William S. Middleton Memorial Veterans' Hospital",,,4,"['18,242', '']","['18,242', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r314,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Milwaukee Health Care, Clement J. Zablocki Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Milwaukee Health Care, Clement J. Zablocki Medical Center",,,4,"['7,776', '']","['7,776', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r315,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,,,,3,"['12,330', '']","['12,330', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r316,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> Kansas City Medical Center,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,Kansas City Medical Center,,,4,"['4,515', '']","['4,515', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r317,"All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> St. Louis Health Care, John J. Cochran Veterans Hospital",All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,"St. Louis Health Care, John J. Cochran Veterans Hospital",,,4,"['7,814', '']","['7,814', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r318,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,,,,3,"['47,956', '']","['47,956', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r319,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Central Arkansas Health Care, Eugene J. Towbin Health Care Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Central Arkansas Health Care, Eugene J. Towbin Health Care Center",,,4,"['13,208', '']","['13,208', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r320,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Houston Health Care, Michael E. DeBakey Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Houston Health Care, Michael E. DeBakey Medical Center",,,4,"['26,763', '']","['26,763', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r321,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",,,4,"['1,119', '']","['1,119', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r322,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Shreveport Health Care, Overton Brooks Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Shreveport Health Care, Overton Brooks Medical Center",,,4,"['497', '']","['497', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r323,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Southeast Louisiana Health Care System,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,Southeast Louisiana Health Care System,,,4,"['6,368', '']","['6,368', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r324,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,,,,3,"['27,491', '']","['27,491', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r325,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> Central Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,Central Texas Health Care,,,4,"['3,132', '']","['3,132', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r326,"All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> North Texas, Dallas Medical Center",All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,"North Texas, Dallas Medical Center",,,4,"['6,955', '']","['6,955', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r327,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> South Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,South Texas Health Care,,,4,"['17,403', '']","['17,403', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r328,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,,,,3,"['90,167', '']","['90,167', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r329,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Colorado, Rocky Mountain Regional Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Colorado, Rocky Mountain Regional Medical Center",,,4,"['33,422', '']","['33,422', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r330,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Oklahoma, Jack C. Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Oklahoma, Jack C. Montgomery Medical Center",,,4,"['436', '']","['436', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r331,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Oklahoma City Medical Center,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Oklahoma City Medical Center,,,4,"['8,676', '']","['8,676', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r332,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Salt Lake City Health Care,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Salt Lake City Health Care,,,4,"['47,633', '']","['47,633', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r333,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,,,,3,"['111,071', '']","['111,071', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r334,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Boise Medical Center,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Boise Medical Center,,,4,"['2,749', '']","['2,749', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r335,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Portland Health Care System,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Portland Health Care System,,,4,"['48,302', '']","['48,302', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r336,"All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Puget Sound Health Care, Seattle Medical Center",All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,"Puget Sound Health Care, Seattle Medical Center",,,4,"['60,019', '']","['60,019', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r337,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,,,,3,"['148,509', '']","['148,509', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r338,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Central California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Central California Health Care System,,,4,"['409', '']","['409', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r339,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Northern California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Northern California Health Care System,,,4,"['7,744', '']","['7,744', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r340,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Pacific Islands Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Pacific Islands Health Care System,,,4,"['2,180', '']","['2,180', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r341,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Palo Alto Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Palo Alto Health Care System,,,4,"['74,320', '']","['74,320', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r342,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> San Francisco Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,San Francisco Health Care System,,,4,"['62,638', '']","['62,638', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r343,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Sierra Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Sierra Nevada Health Care System,,,4,"['577', '']","['577', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r344,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Southern Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Southern Nevada Health Care System,,,4,"['640', '']","['640', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r345,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,,,,3,"['136,105', '']","['136,105', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r346,"All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Greater Los Angeles, West Los Angeles Medical Center",All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,"Greater Los Angeles, West Los Angeles Medical Center",,,4,"['31,993', '']","['31,993', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r347,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Loma Linda Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Loma Linda Health Care System,,,4,"['5,570', '']","['5,570', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r348,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Long Beach Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Long Beach Health Care System,,,4,"['8,534', '']","['8,534', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r349,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> New Mexico Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,New Mexico Health Care System,,,4,"['26,569', '']","['26,569', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r350,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Phoenix Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Phoenix Health Care System,,,4,"['3,448', '']","['3,448', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r351,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> San Diego Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,San Diego Health Care System,,,4,"['55,386', '']","['55,386', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r352,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Southern Arizona Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Southern Arizona Health Care System,,,4,"['4,606', '']","['4,606', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r353,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,,,,3,"['37,877', '']","['37,877', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r354,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Fargo Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Fargo Health Care System,,,4,"['144', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r355,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Minneapolis Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Minneapolis Health Care System,,,4,"['26,578', '']","['26,578', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r356,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Nebraska-Western Iowa Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Nebraska-Western Iowa Health Care System,,,4,"['10,283', '']","['10,283', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r357,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Sioux Falls Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Sioux Falls Health Care System,,,4,"['823', '']","['823', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r358,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> St. Cloud Health Care,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,St. Cloud Health Care,,,4,"['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r359,All agencies -> Other agencies,All agencies,Other agencies,,,,,2,"['4,245,202', ' ']","['4,245,118', ' ']","['0', ' ']","['0', ' ']","['84', ' ']","['0', ' ']",Yes
12493,r360,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,,3,"['292,399', '']","['292,399', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r361,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Computational Toxicology and Exposure,All agencies,Other agencies,Environmental Protection Agency,Center for Computational Toxicology and Exposure,,,4,"['54,685', '']","['54,685', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r362,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Measurement and Modeling,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Measurement and Modeling,,,4,"['84,799', '']","['84,799', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r363,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Solutions and Emergency Response,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Solutions and Emergency Response,,,4,"['52,849', '']","['52,849', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r364,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Public Health and Environmental Assessment,All agencies,Other agencies,Environmental Protection Agency,Center for Public Health and Environmental Assessment,,,4,"['82,802', '']","['82,802', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r365,"All agencies -> Other agencies -> Environmental Protection Agency -> Office of Science Advisor, Policy, and Engagement",All agencies,Other agencies,Environmental Protection Agency,"Office of Science Advisor, Policy, and Engagement",,,4,"['17,264', '']","['17,264', '']","['0', '']","['0', '']","['0', '']","['0', '']",No
12493,r366,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,,3,"['1,492', 'i']","['1,492', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r367,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,,3,"['2,902', '']","['2,818', '']","['0', '']","['0', '']","['84', '']","['0', '']",Yes
12493,r368,All agencies -> Other agencies -> Library of Congress -> Digital Services Directorate,All agencies,Other agencies,Library of Congress,Digital Services Directorate,,,4,"['433', '']","['433', '']","['0', '']","['0', '']","['0', '']","['0', '']",Yes
12493,r369,All agencies -> Other agencies -> Library of Congress -> Preservation Directorate,All agencies,Other agencies,Library of Congress,Preservation Directorate,,,4,"['2,469', '']","['2,385', '']","['0', '']","['0', '']","['84', '']","['0', '']",Yes
12493,r370,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA),All agencies,Other agencies,National Aeronautics and Space Administration (NASA),,,,3,"['3,764,686', '']","['3,764,686', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r371,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Ames Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Ames Research Center,,,4,"['276,848', '']","['276,848', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r372,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Armstrong (Dryden) Flight Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Armstrong (Dryden) Flight Research Center,,,4,"['28,301', '']","['28,301', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r373,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Glenn Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Glenn Research Center,,,4,"['240,357', '']","['240,357', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r374,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Goddard Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Goddard Space Flight Center,,,4,"['1,067,753', '']","['1,067,753', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r375,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Johnson Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Johnson Space Center,,,4,"['799,127', '']","['799,127', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r376,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Kennedy Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Kennedy Space Center,,,4,"['178,778', '']","['178,778', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
