table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r589,United States -> Pennsylvania -> Private -> Carnegie Mellon U.,United States,Pennsylvania,Private,Carnegie Mellon U.,4,"['4,493', '']","['2,859.7', 'i']","['2,575', '']","['1,850.2', 'i']","['1,675', '']","['841.3', 'i']","['243', '']","['168.2', 'i']"
10170,r590,United States -> Pennsylvania -> Private -> Drexel U.,United States,Pennsylvania,Private,Drexel U.,4,"['2,225', '']","['1,920.0', '']","['1,203', '']","['1,053.0', '']","['440', '']","['330.0', '']","['582', '']","['537.0', '']"
10170,r591,United States -> Pennsylvania -> Private -> Duquesne U.,United States,Pennsylvania,Private,Duquesne U.,4,"['394', '']","['247.2', 'i']","['51', '']","['36.6', 'i']","['141', '']","['70.8', 'i']","['202', '']","['139.8', 'i']"
10170,r592,United States -> Pennsylvania -> Private -> Franklin and Marshall C.,United States,Pennsylvania,Private,Franklin and Marshall C.,4,"['277', '']","['42.1', '']","['30', '']","['4.1', '']","['85', '']","['20.4', '']","['162', '']","['17.6', '']"
10170,r593,United States -> Pennsylvania -> Private -> Haverford C.,United States,Pennsylvania,Private,Haverford C.,4,"['7', '']","['6.8', '']","['NA', '']","['NA', '']","['6', '']","['5.8', '']","['1', '']","['1.0', '']"
10170,r594,United States -> Pennsylvania -> Private -> Lafayette C.,United States,Pennsylvania,Private,Lafayette C.,4,"['186', '']","['120.9', 'i']","['127', '']","['91.3', 'i']","['59', '']","['29.6', 'i']","['0', '']","['0.0', 'i']"
10170,r595,United States -> Pennsylvania -> Private -> Lehigh U.,United States,Pennsylvania,Private,Lehigh U.,4,"['995', '']","['378.0', '']","['222', '']","['83.4', '']","['623', '']","['249.7', '']","['150', '']","['44.9', '']"
10170,r596,United States -> Pennsylvania -> Private -> Mercyhurst U.,United States,Pennsylvania,Private,Mercyhurst U.,4,"['169', '']","['24.5', '']","['81', '']","['16.5', '']","['73', '']","['NA', '']","['15', '']","['8.0', '']"
10170,r597,United States -> Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,United States,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,4,"['33', '']","['24.3', '']","['8', '']","['0.2', '']","['21', '']","['20.4', '']","['4', '']","['3.7', '']"
10170,r598,United States -> Pennsylvania -> Private -> Robert Morris U.,United States,Pennsylvania,Private,Robert Morris U.,4,"['404', 'i']","['257.8', 'i']","['176', 'i']","['126.2', 'i']","['139', 'i']","['69.7', 'i']","['89', 'i']","['61.9', 'i']"
10170,r599,United States -> Pennsylvania -> Private -> Saint Joseph's U.,United States,Pennsylvania,Private,Saint Joseph's U.,4,"['154', '']","['30.9', '']","['77', '']","['9.2', '']","['50', '']","['19.4', '']","['27', '']","['2.3', '']"
10170,r600,United States -> Pennsylvania -> Private -> Swarthmore C.,United States,Pennsylvania,Private,Swarthmore C.,4,"['319', '']","['47.3', '']","['35', '']","['4.4', '']","['51', '']","['10.7', '']","['233', '']","['32.2', '']"
10170,r601,United States -> Pennsylvania -> Private -> Thomas Jefferson U.,United States,Pennsylvania,Private,Thomas Jefferson U.,4,"['1,681', '']","['706.0', '']","['697', '']","['209.0', '']","['873', '']","['471.0', '']","['111', '']","['26.0', '']"
10170,r602,United States -> Pennsylvania -> Private -> U. Pennsylvania,United States,Pennsylvania,Private,U. Pennsylvania,4,"['15,719', '']","['11,740.4', '']","['1,426', '']","['552.4', '']","['2,226', '']","['2,042.6', '']","['12,067', '']","['9,145.4', '']"
10170,r603,United States -> Pennsylvania -> Private -> Villanova U.,United States,Pennsylvania,Private,Villanova U.,4,"['418', '']","['91.3', '']","['143', '']","['31.9', '']","['250', '']","['49.9', '']","['25', '']","['9.5', '']"
10170,r604,United States -> Rhode Island,United States,Rhode Island,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r605,United States -> Rhode Island -> Public,United States,Rhode Island,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r606,United States -> Rhode Island -> Public -> Naval War C.,United States,Rhode Island,Public,Naval War C.,4,"['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r607,United States -> Rhode Island -> Public -> Rhode Island C.,United States,Rhode Island,Public,Rhode Island C.,4,"['250', '']","['104.4', 'i']","['58', '']","['26.7', 'i']","['192', '']","['77.7', 'i']","['0', '']","['0.0', 'i']"
10170,r608,United States -> Rhode Island -> Public -> U. Rhode Island,United States,Rhode Island,Public,U. Rhode Island,4,"['1,694', '']","['455.1', '']","['1,400', '']","['368.8', '']","['19', '']","['9.4', '']","['275', '']","['76.9', '']"
10170,r609,United States -> Rhode Island -> Private,United States,Rhode Island,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r610,United States -> Rhode Island -> Private -> Brown U.,United States,Rhode Island,Private,Brown U.,4,"['729', '']","['553.0', '']","['191', '']","['116.0', '']","['511', '']","['422.0', '']","['27', '']","['15.0', '']"
10170,r611,United States -> Rhode Island -> Private -> Roger Williams U.,United States,Rhode Island,Private,Roger Williams U.,4,"['117', '']","['12.3', '']","['33', '']","['3.8', '']","['63', '']","['7.1', '']","['21', '']","['1.4', '']"
10170,r612,United States -> South Carolina,United States,South Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r613,United States -> South Carolina -> Public,United States,South Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r614,United States -> South Carolina -> Public -> C. Charleston,United States,South Carolina,Public,C. Charleston,4,"['255', '']","['65.3', '']","['88', '']","['30.5', '']","['155', '']","['26.6', '']","['12', '']","['8.2', '']"
10170,r615,United States -> South Carolina -> Public -> Citadel Military C. South Carolina,United States,South Carolina,Public,Citadel Military C. South Carolina,4,"['84', '']","['13.9', '']","['34', '']","['6.2', '']","['49', '']","['7.2', '']","['1', '']","['0.5', '']"
10170,r616,United States -> South Carolina -> Public -> Clemson U.,United States,South Carolina,Public,Clemson U.,4,"['922', '']","['0.4', '']","['406', '']","['0.1', '']","['495', '']","['0.2', '']","['21', '']","['0.1', '']"
10170,r617,United States -> South Carolina -> Public -> Coastal Carolina U.,United States,South Carolina,Public,Coastal Carolina U.,4,"['153', '']","['35.2', '']","['32', '']","['4.6', '']","['117', '']","['29.8', '']","['4', '']","['0.8', '']"
10170,r618,United States -> South Carolina -> Public -> Medical U. South Carolina,United States,South Carolina,Public,Medical U. South Carolina,4,"['1,303', '']","['520.1', 'i']","['518', '']","['238.1', 'i']","['240', '']","['97.1', 'i']","['545', '']","['184.9', 'i']"
10170,r619,United States -> South Carolina -> Public -> South Carolina State U.,United States,South Carolina,Public,South Carolina State U.,4,"['405', 'i']","['NA', '']","['82', 'i']","['NA', '']","['248', 'i']","['NA', '']","['75', 'i']","['NA', '']"
10170,r620,"United States -> South Carolina -> Public -> U. South Carolina, Aiken",United States,South Carolina,Public,"U. South Carolina, Aiken",4,"['43', '']","['26.0', '']","['16', '']","['14.9', '']","['2', '']","['1.2', '']","['25', '']","['9.9', '']"
10170,r621,"United States -> South Carolina -> Public -> U. South Carolina, Columbia",United States,South Carolina,Public,"U. South Carolina, Columbia",4,"['2,183', '']","['1,432.0', '']","['567', '']","['552.0', '']","['351', '']","['262.0', '']","['1,265', '']","['618.0', '']"
10170,r622,United States -> South Carolina -> Public -> Winthrop U.,United States,South Carolina,Public,Winthrop U.,4,"['160', '']","['18.0', '']","['28', '']","['11.0', '']","['123', '']","['6.0', '']","['9', '']","['1.0', '']"
10170,r623,United States -> South Carolina -> Private,United States,South Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r624,United States -> South Carolina -> Private -> Claflin U.,United States,South Carolina,Private,Claflin U.,4,"['38', '']","['23.6', '']","['9', '']","['0.4', '']","['2', '']","['0.2', '']","['27', '']","['23.0', '']"
10170,r625,United States -> South Carolina -> Private -> Furman U.,United States,South Carolina,Private,Furman U.,4,"['96', '']","['16.0', '']","['29', '']","['3.2', '']","['7', '']","['1.9', '']","['60', '']","['10.9', '']"
10170,r626,United States -> South Dakota,United States,South Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r627,United States -> South Dakota -> Public,United States,South Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r628,United States -> South Dakota -> Public -> Black Hills State U.,United States,South Dakota,Public,Black Hills State U.,4,"['24', '']","['11.3', '']","['10', '']","['5.7', '']","['10', '']","['3.0', '']","['4', '']","['2.6', '']"
10170,r629,United States -> South Dakota -> Public -> Dakota State U.,United States,South Dakota,Public,Dakota State U.,4,"['24', '']","['16.0', '']","['19', '']","['14.0', '']","['0', '']","['0.0', '']","['5', '']","['2.0', '']"
10170,r630,United States -> South Dakota -> Public -> South Dakota School of Mines and Technology,United States,South Dakota,Public,South Dakota School of Mines and Technology,4,"['378', '']","['82.0', '']","['73', '']","['22.0', '']","['302', '']","['58.0', '']","['3', '']","['2.0', '']"
10170,r631,United States -> South Dakota -> Public -> South Dakota State U.,United States,South Dakota,Public,South Dakota State U.,4,"['1,237', '']","['329.7', '']","['287', '']","['99.7', '']","['921', '']","['219.9', '']","['29', '']","['10.1', '']"
10170,r632,United States -> South Dakota -> Public -> U. South Dakota,United States,South Dakota,Public,U. South Dakota,4,"['610', 'i']","['254.5', 'i']","['320', 'i']","['147.2', 'i']","['139', 'i']","['56.1', 'i']","['151', 'i']","['51.2', 'i']"
10170,r633,United States -> South Dakota -> Private,United States,South Dakota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r634,United States -> South Dakota -> Private -> Augustana U.,United States,South Dakota,Private,Augustana U.,4,"['81', '']","['44.5', 'i']","['17', '']","['12.2', 'i']","['63', '']","['31.6', 'i']","['1', '']","['0.7', 'i']"
10170,r635,United States -> Tennessee,United States,Tennessee,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r636,United States -> Tennessee -> Public,United States,Tennessee,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r637,United States -> Tennessee -> Public -> Austin Peay State U.,United States,Tennessee,Public,Austin Peay State U.,4,"['164', '']","['21.0', '']","['43', '']","['2.0', '']","['NA', '']","['NA', '']","['121', '']","['19.0', '']"
10170,r638,United States -> Tennessee -> Public -> East Tennessee State U.,United States,Tennessee,Public,East Tennessee State U.,4,"['399', '']","['260.0', '']","['95', '']","['62.0', '']","['217', '']","['141.0', '']","['87', '']","['57.0', '']"
10170,r639,United States -> Tennessee -> Public -> Middle Tennessee State U.,United States,Tennessee,Public,Middle Tennessee State U.,4,"['445', 'i']","['182.0', 'i']","['189', 'i']","['86.9', 'i']","['127', 'i']","['51.3', 'i']","['129', 'i']","['43.8', 'i']"
10170,r640,United States -> Tennessee -> Public -> Tennessee State U.,United States,Tennessee,Public,Tennessee State U.,4,"['119', '']","['51.3', 'i']","['80', '']","['36.8', 'i']","['19', '']","['7.7', 'i']","['20', '']","['6.8', 'i']"
10170,r641,United States -> Tennessee -> Public -> Tennessee Technological U.,United States,Tennessee,Public,Tennessee Technological U.,4,"['387', '']","['56.5', '']","['74', '']","['8.5', '']","['313', '']","['48.0', '']","['0', '']","['0.0', '']"
10170,r642,United States -> Tennessee -> Public -> U. Memphis,United States,Tennessee,Public,U. Memphis,4,"['1,876', '']","['155.3', '']","['132', '']","['30.8', '']","['NA', '']","['NA', '']","['1,744', '']","['124.5', '']"
10170,r643,"United States -> Tennessee -> Public -> U. Tennessee, Chattanooga",United States,Tennessee,Public,"U. Tennessee, Chattanooga",4,"['420', '']","['118.0', '']","['157', '']","['31.0', '']","['234', '']","['66.0', '']","['29', '']","['21.0', '']"
10170,r644,"United States -> Tennessee -> Public -> U. Tennessee, Health Science Center",United States,Tennessee,Public,"U. Tennessee, Health Science Center",4,"['1,184', '']","['666.0', '']","['615', '']","['362.0', '']","['488', '']","['254.0', '']","['81', '']","['50.0', '']"
10170,r645,"United States -> Tennessee -> Public -> U. Tennessee, Knoxville",United States,Tennessee,Public,"U. Tennessee, Knoxville",4,"['5,688', '']","['2,552.1', '']","['1,894', '']","['1,058.3', '']","['3,252', '']","['1,170.0', '']","['542', '']","['323.8', '']"
10170,r646,United States -> Tennessee -> Private,United States,Tennessee,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r647,United States -> Tennessee -> Private -> Fisk U.,United States,Tennessee,Private,Fisk U.,4,"['140', '']","['14.5', '']","['136', '']","['12.7', '']","['2', '']","['1.5', '']","['2', '']","['0.3', '']"
10170,r648,United States -> Tennessee -> Private -> Meharry Medical C.,United States,Tennessee,Private,Meharry Medical C.,4,"['126', '']","['70.0', '']","['69', '']","['28.0', '']","['36', '']","['30.0', '']","['21', '']","['12.0', '']"
10170,r649,United States -> Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,United States,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,4,"['8,190', 'i']","['5,087.6', 'i']","['2,964', 'i']","['2,129.0', 'i']","['3,467', 'i']","['1,741.1', 'i']","['1,759', 'i']","['1,217.5', 'i']"
10170,r650,United States -> Texas,United States,Texas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r651,United States -> Texas -> Public,United States,Texas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r652,United States -> Texas -> Public -> Lamar U.,United States,Texas,Public,Lamar U.,4,"['214', '']","['86.4', 'i']","['71', '']","['32.6', 'i']","['81', '']","['32.8', 'i']","['62', '']","['21.0', 'i']"
10170,r653,United States -> Texas -> Public -> Prairie View A&M U.,United States,Texas,Public,Prairie View A&M U.,4,"['543', '']","['330.0', '']","['202', '']","['159.8', '']","['12', '']","['12.0', '']","['329', '']","['158.2', '']"
10170,r654,United States -> Texas -> Public -> Sam Houston State U.,United States,Texas,Public,Sam Houston State U.,4,"['414', '']","['175.2', 'i']","['284', '']","['130.5', 'i']","['9', '']","['3.6', 'i']","['121', '']","['41.1', 'i']"
10170,r655,United States -> Texas -> Public -> Stephen F. Austin State U.,United States,Texas,Public,Stephen F. Austin State U.,4,"['243', '']","['101.6', 'i']","['75', '']","['34.5', 'i']","['154', '']","['62.3', 'i']","['14', '']","['4.8', 'i']"
10170,r656,United States -> Texas -> Public -> Sul Ross State U.,United States,Texas,Public,Sul Ross State U.,4,"['293', 'i']","['117.8', 'i']","['90', 'i']","['41.2', 'i']","['115', 'i']","['46.6', 'i']","['88', 'i']","['30.0', 'i']"
10170,r657,United States -> Texas -> Public -> Tarleton State U.,United States,Texas,Public,Tarleton State U.,4,"['379', '']","['246.0', '']","['77', '']","['75.0', '']","['67', '']","['46.0', '']","['235', '']","['125.0', '']"
10170,r658,United States -> Texas -> Public -> Texas A&M International U.,United States,Texas,Public,Texas A&M International U.,4,"['274', 'i']","['110.5', 'i']","['123', 'i']","['56.7', 'i']","['38', 'i']","['15.5', 'i']","['113', 'i']","['38.3', 'i']"
10170,r659,"United States -> Texas -> Public -> Texas A&M U., College Station and Health Science Center",United States,Texas,Public,"Texas A&M U., College Station and Health Science Center",4,"['15,158', '']","['5,074.7', '']","['2,624', '']","['917.4', '']","['8,326', '']","['2,793.9', '']","['4,208', '']","['1,363.4', '']"
10170,r660,United States -> Texas -> Public -> Texas A&M U.-Commerce,United States,Texas,Public,Texas A&M U.-Commerce,4,"['259', '']","['107.5', 'i']","['65', '']","['29.9', 'i']","['180', '']","['72.8', 'i']","['14', '']","['4.8', 'i']"
10170,r661,United States -> Texas -> Public -> Texas A&M U.-Corpus Christi,United States,Texas,Public,Texas A&M U.-Corpus Christi,4,"['654', '']","['199.1', '']","['192', '']","['74.1', '']","['291', '']","['82.6', '']","['171', '']","['42.4', '']"
10170,r662,United States -> Texas -> Public -> Texas A&M U.-Kingsville,United States,Texas,Public,Texas A&M U.-Kingsville,4,"['628', '']","['389.3', '']","['130', '']","['108.5', '']","['155', '']","['86.8', '']","['343', '']","['194.0', '']"
10170,r663,United States -> Texas -> Public -> Texas A&M U.-San Antonio,United States,Texas,Public,Texas A&M U.-San Antonio,4,"['74', '']","['41.0', '']","['33', '']","['14.0', '']","['33', '']","['20.0', '']","['8', '']","['7.0', '']"
10170,r664,United States -> Texas -> Public -> Texas Southern U.,United States,Texas,Public,Texas Southern U.,4,"['113', '']","['69.1', '']","['51', '']","['36.8', '']","['30', '']","['20.0', '']","['32', '']","['12.3', '']"
10170,r665,United States -> Texas -> Public -> Texas State U.,United States,Texas,Public,Texas State U.,4,"['1,458', '']","['1,233.0', '']","['277', '']","['229.0', '']","['0', '']","['0.0', '']","['1,181', '']","['1,004.0', '']"
10170,r666,United States -> Texas -> Public -> Texas Tech U.,United States,Texas,Public,Texas Tech U.,4,"['3,845', '']","['1,374.5', '']","['1,394', '']","['623.5', '']","['1,564', '']","['494.5', '']","['887', '']","['256.5', '']"
10170,r667,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center",United States,Texas,Public,"Texas Tech U., Health Sciences Center",4,"['599', '']","['242.2', '']","['228', '']","['73.3', '']","['261', '']","['92.8', '']","['110', '']","['76.1', '']"
10170,r668,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",United States,Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",4,"['158', '']","['99.6', '']","['25', '']","['15.6', '']","['90', '']","['54.4', '']","['43', '']","['29.6', '']"
10170,r669,United States -> Texas -> Public -> Texas Woman's U.,United States,Texas,Public,Texas Woman's U.,4,"['310', 'i']","['124.1', 'i']","['120', 'i']","['55.3', 'i']","['61', 'i']","['24.9', 'i']","['129', 'i']","['43.9', 'i']"
10170,r670,United States -> Texas -> Public -> U. Houston,United States,Texas,Public,U. Houston,4,"['2,149', '']","['1,529.3', '']","['1,278', '']","['995.9', '']","['44', '']","['43.5', '']","['827', '']","['489.9', '']"
10170,r671,United States -> Texas -> Public -> U. Houston-Clear Lake,United States,Texas,Public,U. Houston-Clear Lake,4,"['82', '']","['49.4', '']","['81', '']","['48.5', '']","['1', '']","['0.9', '']","['0', '']","['0.0', '']"
10170,r672,United States -> Texas -> Public -> U. Houston-Downtown,United States,Texas,Public,U. Houston-Downtown,4,"['94', '']","['37.2', 'i']","['44', '']","['20.2', 'i']","['0', '']","['0.0', 'i']","['50', '']","['17.0', 'i']"
10170,r673,"United States -> Texas -> Public -> U. North Texas, Denton",United States,Texas,Public,"U. North Texas, Denton",4,"['1,492', '']","['742.4', '']","['918', '']","['451.3', '']","['510', '']","['238.3', '']","['64', '']","['52.8', '']"
10170,r674,"United States -> Texas -> Public -> U. North Texas, Health Science Center",United States,Texas,Public,"U. North Texas, Health Science Center",4,"['743', 'i']","['309.2', 'i']","['308', 'i']","['141.5', 'i']","['307', 'i']","['124.1', 'i']","['128', 'i']","['43.6', 'i']"
10170,r675,"United States -> Texas -> Public -> U. Texas Health Science Center, Houston",United States,Texas,Public,"U. Texas Health Science Center, Houston",4,"['4,492', '']","['2,547.8', '']","['1,020', '']","['533.0', '']","['2,585', '']","['1,453.1', '']","['887', '']","['561.7', '']"
10170,r676,"United States -> Texas -> Public -> U. Texas Health Science Center, San Antonio",United States,Texas,Public,"U. Texas Health Science Center, San Antonio",4,"['2,030', '']","['1,331.2', '']","['588', '']","['290.5', '']","['1,220', '']","['897.3', '']","['222', '']","['143.4', '']"
10170,r677,"United States -> Texas -> Public -> U. Texas Health Science Center, Tyler",United States,Texas,Public,"U. Texas Health Science Center, Tyler",4,"['431', 'i']","['163.4', 'i']","['122', 'i']","['56.0', 'i']","['39', 'i']","['15.8', 'i']","['270', 'i']","['91.6', 'i']"
10170,r678,United States -> Texas -> Public -> U. Texas M. D. Anderson Cancer Center,United States,Texas,Public,U. Texas M. D. Anderson Cancer Center,4,"['7,583', '']","['4,018.0', '']","['1,878', '']","['927.0', '']","['4,701', '']","['2,564.0', '']","['1,004', '']","['527.0', '']"
10170,r679,United States -> Texas -> Public -> U. Texas Medical Branch,United States,Texas,Public,U. Texas Medical Branch,4,"['1,504', '']","['698.5', '']","['212', '']","['82.3', '']","['988', '']","['506.6', '']","['304', '']","['109.6', '']"
10170,r680,United States -> Texas -> Public -> U. Texas of the Permian Basin,United States,Texas,Public,U. Texas of the Permian Basin,4,"['429', 'i']","['166.5', 'i']","['125', 'i']","['57.4', 'i']","['92', 'i']","['37.0', 'i']","['212', 'i']","['72.1', 'i']"
10170,r681,United States -> Texas -> Public -> U. Texas Rio Grande Valley,United States,Texas,Public,U. Texas Rio Grande Valley,4,"['1,469', '']","['1,186.7', '']","['846', '']","['830.8', '']","['539', '']","['276.9', '']","['84', '']","['79.0', '']"
10170,r682,United States -> Texas -> Public -> U. Texas Southwestern Medical Center,United States,Texas,Public,U. Texas Southwestern Medical Center,4,"['5,850', '']","['2,926.5', '']","['1,741', '']","['1,071.1', '']","['1,860', '']","['896.6', '']","['2,249', '']","['958.8', '']"
10170,r683,"United States -> Texas -> Public -> U. Texas, Arlington",United States,Texas,Public,"U. Texas, Arlington",4,"['2,147', '']","['1,247.9', '']","['653', '']","['614.4', '']","['1,037', '']","['438.9', '']","['457', '']","['194.6', '']"
10170,r684,"United States -> Texas -> Public -> U. Texas, Austin",United States,Texas,Public,"U. Texas, Austin",4,"['10,624', '']","['4,923.0', '']","['2,457', '']","['1,176.0', '']","['5,182', '']","['1,781.0', '']","['2,985', '']","['1,966.0', '']"
10170,r685,"United States -> Texas -> Public -> U. Texas, Dallas",United States,Texas,Public,"U. Texas, Dallas",4,"['2,330', '']","['736.7', '']","['665', '']","['278.8', '']","['1,603', '']","['416.9', '']","['62', '']","['41.0', '']"
10170,r686,"United States -> Texas -> Public -> U. Texas, El Paso",United States,Texas,Public,"U. Texas, El Paso",4,"['2,200', '']","['838.0', '']","['772', '']","['279.0', '']","['729', '']","['309.0', '']","['699', '']","['250.0', '']"
10170,r687,"United States -> Texas -> Public -> U. Texas, San Antonio",United States,Texas,Public,"U. Texas, San Antonio",4,"['1,866', '']","['1,240.2', '']","['552', '']","['507.7', '']","['1,049', '']","['501.8', '']","['265', '']","['230.7', '']"
10170,r688,"United States -> Texas -> Public -> U. Texas, Tyler",United States,Texas,Public,"U. Texas, Tyler",4,"['85', '']","['21.1', '']","['24', '']","['3.1', '']","['46', '']","['17.2', '']","['15', '']","['0.8', '']"
10170,r689,United States -> Texas -> Public -> West Texas A&M U.,United States,Texas,Public,West Texas A&M U.,4,"['266', '']","['57.0', '']","['54', '']","['13.0', '']","['76', '']","['21.0', '']","['136', '']","['23.0', '']"
10170,r690,United States -> Texas -> Private,United States,Texas,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r691,United States -> Texas -> Private -> Abilene Christian U.,United States,Texas,Private,Abilene Christian U.,4,"['209', '']","['57.7', '']","['55', '']","['24.4', '']","['2', '']","['1.0', '']","['152', '']","['32.3', '']"
10170,r692,United States -> Texas -> Private -> Baylor C. of Medicine,United States,Texas,Private,Baylor C. of Medicine,4,"['5,391', 'i']","['3,557.5', 'i']","['2,684', 'i']","['1,928.6', 'i']","['1,288', 'i']","['646.8', 'i']","['1,419', 'i']","['982.1', 'i']"
10170,r693,United States -> Texas -> Private -> Baylor U.,United States,Texas,Private,Baylor U.,4,"['1,529', '']","['1,124.2', '']","['1,081', '']","['774.7', '']","['12', '']","['10.6', '']","['436', '']","['338.9', '']"
10170,r694,United States -> Texas -> Private -> Rice U.,United States,Texas,Private,Rice U.,4,"['2,560', '']","['784.3', '']","['267', '']","['73.3', '']","['1,751', '']","['586.9', '']","['542', '']","['124.1', '']"
10170,r695,United States -> Texas -> Private -> Southern Methodist U.,United States,Texas,Private,Southern Methodist U.,4,"['1,496', '']","['346.0', '']","['321', '']","['103.0', '']","['1,139', '']","['233.0', '']","['36', '']","['10.0', '']"
10170,r696,United States -> Texas -> Private -> St. Edward's U.,United States,Texas,Private,St. Edward's U.,4,"['41', '']","['21.0', '']","['26', '']","['13.0', '']","['3', '']","['2.0', '']","['12', '']","['6.0', '']"
10170,r697,United States -> Texas -> Private -> Texas Christian U.,United States,Texas,Private,Texas Christian U.,4,"['390', '']","['120.0', '']","['83', '']","['31.0', '']","['264', '']","['61.0', '']","['43', '']","['28.0', '']"
10170,r698,United States -> Texas -> Private -> Trinity U.,United States,Texas,Private,Trinity U.,4,"['350', '']","['71.0', '']","['23', '']","['4.0', '']","['22', '']","['9.0', '']","['305', '']","['58.0', '']"
10170,r699,United States -> Texas -> Private -> U. of the Incarnate Word,United States,Texas,Private,U. of the Incarnate Word,4,"['42', '']","['10.2', '']","['12', '']","['2.3', '']","['9', '']","['3.0', '']","['21', '']","['4.9', '']"
10170,r700,United States -> Utah,United States,Utah,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r701,United States -> Utah -> Public,United States,Utah,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r702,United States -> Utah -> Public -> U. Utah,United States,Utah,Public,U. Utah,4,"['8,898', '']","['3,707.7', '']","['3,844', '']","['2,211.4', '']","['4,446', '']","['1,242.9', '']","['608', '']","['253.4', '']"
10170,r703,United States -> Utah -> Public -> Utah State U.,United States,Utah,Public,Utah State U.,4,"['809', '']","['599.5', '']","['592', '']","['475.3', '']","['38', '']","['23.9', '']","['179', '']","['100.3', '']"
10170,r704,United States -> Utah -> Public -> Utah Valley U.,United States,Utah,Public,Utah Valley U.,4,"['408', 'i']","['171.1', 'i']","['235', 'i']","['108.2', 'i']","['64', 'i']","['25.9', 'i']","['109', 'i']","['37.0', 'i']"
10170,r705,United States -> Utah -> Private,United States,Utah,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r706,"United States -> Utah -> Private -> Brigham Young U., Provo",United States,Utah,Private,"Brigham Young U., Provo",4,"['1,786', '']","['1,241.5', 'i']","['211', '']","['151.6', 'i']","['NA', '']","['0.0', 'i']","['1,575', '']","['1,089.9', 'i']"
10170,r707,United States -> Vermont,United States,Vermont,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r708,United States -> Vermont -> Public,United States,Vermont,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r709,United States -> Vermont -> Public -> U. Vermont,United States,Vermont,Public,U. Vermont,4,"['2,608', '']","['912.4', '']","['952', '']","['406.9', '']","['876', '']","['369.1', '']","['780', '']","['136.4', '']"
10170,r710,United States -> Vermont -> Private,United States,Vermont,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r711,United States -> Vermont -> Private -> Middlebury C.,United States,Vermont,Private,Middlebury C.,4,"['158', '']","['23.8', '']","['37', '']","['6.2', '']","['12', '']","['2.0', '']","['109', '']","['15.6', '']"
