table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_federally_funded_r_d_expenditures,field_funding_agency_department_of_agriculture,field_funding_agency_department_of_commerce,field_funding_agency_department_of_defense,field_funding_agency_department_of_energy,field_funding_agency_department_of_health_and_human_services,field_funding_agency_department_of_homeland_security,field_funding_agency_department_of_the_interior,field_funding_agency_department_of_transportation,field_funding_agency_department_of_veterans_affairs,field_funding_agency_environmental_protection_agency,field_funding_agency_national_aeronautics_and_space_administration,field_funding_agency_other_federal_agencies
12494,r219,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> National Urban Security Technology Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,National Urban Security Technology Laboratory,,5,"['3,480', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,480', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r220,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Plum Island Animal Disease Center,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Plum Island Animal Disease Center,,5,"['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r221,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Transportation Security Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Transportation Security Laboratory,,5,"['10,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r222,All agencies -> Department of the Interior,All agencies,Department of the Interior,,,,,2,"['1,033,063', '']","['14,073', '']","['2,098', '']","['57,605', '']","['6,569', '']","['502', '']","['0', '']","['894,953', '']","['235', '']","['178', '']","['23,126', '']","['12,429', '']","['21,296', '']"
12494,r223,All agencies -> Department of the Interior -> Bureau of Land Management,All agencies,Department of the Interior,Bureau of Land Management,,,,3,"['301', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['301', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r224,All agencies -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Department of the Interior,Bureau of Ocean Energy Management,,,,3,"['36,016', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['36,016', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r225,All agencies -> Department of the Interior -> Bureau of Reclamation,All agencies,Department of the Interior,Bureau of Reclamation,,,,3,"['16,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16,124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r226,All agencies -> Department of the Interior -> Fish and Wildlife Service,All agencies,Department of the Interior,Fish and Wildlife Service,,,,3,"['24,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r227,All agencies -> Department of the Interior -> Geological Survey,All agencies,Department of the Interior,Geological Survey,,,,3,"['941,284', '']","['14,073', '']","['2,098', '']","['57,605', '']","['6,569', '']","['502', '']","['0', '']","['803,173', '']","['235', '']","['178', '']","['23,126', '']","['12,429', '']","['21,296', '']"
12494,r228,All agencies -> Department of the Interior -> Geological Survey -> Core Science Systems Mission Area,All agencies,Department of the Interior,Geological Survey,Core Science Systems Mission Area,,,4,"['121,638', '']","['11,549', '']","['114', '']","['451', '']","['161', '']","['18', '']","['0', '']","['100,852', '']","['18', '']","['9', '']","['622', '']","['5,065', '']","['2,779', '']"
12494,r229,All agencies -> Department of the Interior -> Geological Survey -> Ecosystems Mission Area,All agencies,Department of the Interior,Geological Survey,Ecosystems Mission Area,,,4,"['369,430', '']","['2,003', '']","['1,662', '']","['26,723', '']","['2,348', '']","['267', '']","['0', '']","['319,259', '']","['55', '']","['0', '']","['10,976', '']","['100', '']","['6,037', '']"
12494,r230,All agencies -> Department of the Interior -> Geological Survey -> Energy and Minerals Mission Area,All agencies,Department of the Interior,Geological Survey,Energy and Minerals Mission Area,,,4,"['87,623', '']","['0', '']","['0', '']","['3,246', '']","['161', '']","['0', '']","['0', '']","['83,042', '']","['0', '']","['0', '']","['50', '']","['66', '']","['1,059', '']"
12494,r231,All agencies -> Department of the Interior -> Geological Survey -> Natural Hazards Mission Area,All agencies,Department of the Interior,Geological Survey,Natural Hazards Mission Area,,,4,"['152,145', '']","['23', '']","['205', '']","['1,307', '']","['264', '']","['0', '']","['0', '']","['137,426', '']","['0', '']","['169', '']","['134', '']","['6,861', '']","['5,755', '']"
12494,r232,All agencies -> Department of the Interior -> Geological Survey -> Water Resources Mission Area,All agencies,Department of the Interior,Geological Survey,Water Resources Mission Area,,,4,"['210,448', '']","['498', '']","['117', '']","['25,878', '']","['3,634', '']","['217', '']","['0', '']","['162,594', '']","['162', '']","['0', '']","['11,345', '']","['338', '']","['5,666', '']"
12494,r233,All agencies -> Department of the Interior -> National Park Service,All agencies,Department of the Interior,National Park Service,,,,3,"['15,339', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,339', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r234,All agencies -> Department of Transportation,All agencies,Department of Transportation,,,,,2,"['85,372', ' ']","['0', 'i']","['92', ' ']","['5,172', ' ']","['0', 'i']","['485', ' ']","['0', 'i']","['0', 'i']","['70,143', 'i']","['0', 'i']","['0', 'i']","['2,519', ' ']","['6,962', ' ']"
12494,r235,All agencies -> Department of Transportation -> Federal Aviation Administration,All agencies,Department of Transportation,Federal Aviation Administration,,,,3,"['31,529', '']","['0', '']","['92', '']","['5,172', '']","['0', '']","['485', '']","['0', '']","['0', '']","['16,299', '']","['0', '']","['0', '']","['2,519', '']","['6,962', '']"
12494,r236,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of Aerospace Medicine,All agencies,Department of Transportation,Federal Aviation Administration,Office of Aerospace Medicine,,,4,"['16,319', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16,299', '']","['0', '']","['0', '']","['0', '']","['20', '']"
12494,r237,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of NextGen,All agencies,Department of Transportation,Federal Aviation Administration,Office of NextGen,,,4,"['15,210', '']","['0', '']","['92', '']","['5,172', '']","['0', '']","['485', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,519', '']","['6,942', '']"
12494,r238,All agencies -> Department of Transportation -> Federal Highway Administration,All agencies,Department of Transportation,Federal Highway Administration,,,,3,"['31,067', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['31,067', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r239,All agencies -> Department of Transportation -> Federal Highway Administration -> Intelligence Transportation Systems Joint Program Office,All agencies,Department of Transportation,Federal Highway Administration,Intelligence Transportation Systems Joint Program Office,,,4,"['14,888', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['14,888', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r240,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Administrations,All agencies,Department of Transportation,Federal Highway Administration,Office of Administrations,,,4,"['10,509', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['10,509', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r241,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Operations,All agencies,Department of Transportation,Federal Highway Administration,Office of Operations,,,4,"['1,910', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,910', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r242,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Planning,All agencies,Department of Transportation,Federal Highway Administration,Office of Planning,,,4,"['623', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['623', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r243,"All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Research, Development, and Technology",All agencies,Department of Transportation,Federal Highway Administration,"Office of Research, Development, and Technology",,,4,"['3,137', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3,137', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r244,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Department of Transportation,National Highway Traffic Safety Administration,,,,3,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r245,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,,,4,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r246,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research -> Vehicle Research and Test Center,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,Vehicle Research and Test Center,,5,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12494,r247,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,,,,3,"['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r248,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology -> John A. Volpe National Transportation Systems Center,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,John A. Volpe National Transportation Systems Center,,,4,"['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12494,r249,All agencies -> Department of Veterans Affairs,All agencies,Department of Veterans Affairs,,,,,2,"['1,529,302', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,529,302', '']","['0', '']","['0', '']","['0', '']"
12494,r250,All agencies -> Department of Veterans Affairs -> Office of Research and Development Central Office,All agencies,Department of Veterans Affairs,Office of Research and Development Central Office,,,,3,"['113,943', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['113,943', '']","['0', '']","['0', '']","['0', '']"
12494,r251,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,,,,3,"['248,067', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['248,067', '']","['0', '']","['0', '']","['0', '']"
12494,r252,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Bedford Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Bedford Health Care System,,,4,"['12,543', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,543', '']","['0', '']","['0', '']","['0', '']"
12494,r253,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Boston Health Care System, Jamaica Plain Campus",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Boston Health Care System, Jamaica Plain Campus",,,4,"['159,315', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['159,315', '']","['0', '']","['0', '']","['0', '']"
12494,r254,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Central Western Massachusetts Health Care,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Central Western Massachusetts Health Care,,,4,"['1,613', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,613', '']","['0', '']","['0', '']","['0', '']"
12494,r255,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Connecticut Health Care System, West Haven Medical Center",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Connecticut Health Care System, West Haven Medical Center",,,4,"['45,873', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45,873', '']","['0', '']","['0', '']","['0', '']"
12494,r256,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Manchester Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Manchester Medical Center,,,4,"['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']"
12494,r257,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Providence Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Providence Medical Center,,,4,"['19,570', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,570', '']","['0', '']","['0', '']","['0', '']"
12494,r258,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Togus Maine Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Togus Maine Health Care System,,,4,"['292', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['292', '']","['0', '']","['0', '']","['0', '']"
12494,r259,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> White River Junction Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,White River Junction Medical Center,,,4,"['8,717', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,717', '']","['0', '']","['0', '']","['0', '']"
12494,r260,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,,,,3,"['53,168', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['53,168', '']","['0', '']","['0', '']","['0', '']"
12494,r261,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Bronx Health Care, James J. Peters Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Bronx Health Care, James J. Peters Medical Center",,,4,"['27,179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27,179', '']","['0', '']","['0', '']","['0', '']"
12494,r262,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New Jersey Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New Jersey Health Care,,,4,"['6,282', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,282', '']","['0', '']","['0', '']","['0', '']"
12494,r263,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New York Harbor Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New York Harbor Health Care,,,4,"['7,626', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,626', '']","['0', '']","['0', '']","['0', '']"
12494,r264,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Northport Medical Center,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,Northport Medical Center,,,4,"['4,139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,139', '']","['0', '']","['0', '']","['0', '']"
12494,r265,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Western New York Health Care, Buffalo Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Western New York Health Care, Buffalo Medical Center",,,4,"['7,942', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,942', '']","['0', '']","['0', '']","['0', '']"
12494,r266,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care,All agencies,Department of Veterans Affairs,VISN 4: Health Care,,,,3,"['44,924', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['44,924', '']","['0', '']","['0', '']","['0', '']"
12494,r267,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Coatesville Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Coatesville Medical Center,,,4,"['154', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']"
12494,r268,"All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",All agencies,Department of Veterans Affairs,VISN 4: Health Care,"Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",,,4,"['20,663', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20,663', '']","['0', '']","['0', '']","['0', '']"
12494,r269,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Pittsburgh Medical Center-University Drive,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Pittsburgh Medical Center-University Drive,,,4,"['24,093', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24,093', '']","['0', '']","['0', '']","['0', '']"
12494,r270,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Wilkes-Barre Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Wilkes-Barre Medical Center,,,4,"['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']"
12494,r271,All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network,All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,,,,3,"['40,732', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['40,732', '']","['0', '']","['0', '']","['0', '']"
12494,r272,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Huntington Health Care, Hershel (Woody) Williams Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Huntington Health Care, Hershel (Woody) Williams Medical Center",,,4,"['1,223', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,223', '']","['0', '']","['0', '']","['0', '']"
12494,r273,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Maryland Health Care, Baltimore Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Maryland Health Care, Baltimore Medical Center",,,4,"['23,383', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,383', '']","['0', '']","['0', '']","['0', '']"
12494,r274,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Washington DC Health Care, Washington Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Washington DC Health Care, Washington Medical Center",,,4,"['16,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16,126', '']","['0', '']","['0', '']","['0', '']"
12494,r275,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,,,,3,"['55,346', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['55,346', '']","['0', '']","['0', '']","['0', '']"
12494,r276,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Asheville Health Care, Charles George Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Asheville Health Care, Charles George Medical Center",,,4,"['778', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['778', '']","['0', '']","['0', '']","['0', '']"
12494,r277,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Durham Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Durham Medical Center,,,4,"['33,256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33,256', '']","['0', '']","['0', '']","['0', '']"
12494,r278,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Hampton Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Hampton Medical Center,,,4,"['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']"
12494,r279,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Richmond Health Care, Hunter Holmes McGuire Hospital",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Richmond Health Care, Hunter Holmes McGuire Hospital",,,4,"['13,915', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,915', '']","['0', '']","['0', '']","['0', '']"
12494,r280,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salem Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Salem Medical Center,,,4,"['3,703', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,703', '']","['0', '']","['0', '']","['0', '']"
12494,r281,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",,,4,"['3,443', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,443', '']","['0', '']","['0', '']","['0', '']"
12494,r282,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,,,,3,"['88,038', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['88,038', '']","['0', '']","['0', '']","['0', '']"
12494,r283,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Atlanta Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Atlanta Medical Center,,,4,"['33,002', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33,002', '']","['0', '']","['0', '']","['0', '']"
12494,r284,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Augusta Health Care, Charlie Norwood Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Augusta Health Care, Charlie Norwood Medical Center",,,4,"['5,240', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,240', '']","['0', '']","['0', '']","['0', '']"
12494,r285,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Birmingham Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Birmingham Medical Center,,,4,"['11,113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11,113', '']","['0', '']","['0', '']","['0', '']"
12494,r286,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Charleston Health Care, Ralph H. Johnson Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Charleston Health Care, Ralph H. Johnson Medical Center",,,4,"['31,940', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,940', '']","['0', '']","['0', '']","['0', '']"
12494,r287,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",,,4,"['4,253', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,253', '']","['0', '']","['0', '']","['0', '']"
12494,r288,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Tuscaloosa Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Tuscaloosa Medical Center,,,4,"['2,490', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,490', '']","['0', '']","['0', '']","['0', '']"
12494,r289,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,,,,3,"['39,065', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['39,065', '']","['0', '']","['0', '']","['0', '']"
12494,r290,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Bay Pines Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Bay Pines Health Care System,,,4,"['2,316', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,316', '']","['0', '']","['0', '']","['0', '']"
12494,r291,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Caribbean Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Caribbean Health Care System,,,4,"['526', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['526', '']","['0', '']","['0', '']","['0', '']"
