table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6341,r767,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Not in labor force in 2017,Number,3,25150
6341,r768,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Not in labor force in 2017,SE,3,750
6341,r769,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Employed in 2019,Number,3,11200
6341,r770,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Employed in 2019,SE,3,550
6341,r771,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Unemployed in 2019,Number,3,1850
6341,r772,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Unemployed in 2019,SE,3,250
6341,r773,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Not in labor force in 2019,Number,3,24950
6341,r774,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Not in labor force in 2019,SE,3,700
6341,r775,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Total,Number,3,561000
6341,r776,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Total,SE,3,2100
6341,r777,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Employed in 2017,Number,3,538550
6341,r778,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Employed in 2017,SE,3,2200
6341,r779,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Unemployed in 2017,Number,3,6550
6341,r780,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Unemployed in 2017,SE,3,575
6341,r781,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Not in labor force in 2017,Number,3,15850
6341,r782,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Not in labor force in 2017,SE,3,600
6341,r783,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Employed in 2019,Number,3,521300
6341,r784,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Employed in 2019,SE,3,2075
6341,r785,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Unemployed in 2019,Number,3,6000
6341,r786,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Unemployed in 2019,SE,3,550
6341,r787,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Not in labor force in 2019,Number,3,33650
6341,r788,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Working in 2015,Not in labor force in 2019,SE,3,925
6341,r789,Total -> Citizenship at graduation -> Temporary visa holder,All doctoral scientists and engineers,Total,,2,257100
6341,r790,Total -> Citizenship at graduation -> Temporary visa holder,All doctoral scientists and engineers,SE,,2,1600
6341,r791,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Total,Number,3,10750
6341,r792,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Total,SE,3,550
6341,r793,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Employed in 2017,Number,3,5150
6341,r794,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Employed in 2017,SE,3,375
6341,r795,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Unemployed in 2017,Number,3,1250
6341,r796,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Unemployed in 2017,SE,3,200
6341,r797,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Not in labor force in 2017,Number,3,4350
6341,r798,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Not in labor force in 2017,SE,3,450
6341,r799,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Employed in 2019,Number,3,5950
6341,r800,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Employed in 2019,SE,3,425
6341,r801,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Unemployed in 2019,Number,3,900
6341,r802,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Unemployed in 2019,SE,3,175
6341,r803,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Not in labor force in 2019,Number,3,3900
6341,r804,Total -> Citizenship at graduation -> Temporary visa holder,Not working in 2015,Not in labor force in 2019,SE,3,375
6341,r805,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Total,Number,3,246350
6341,r806,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Total,SE,3,1575
6341,r807,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Employed in 2017,Number,3,238850
6341,r808,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Employed in 2017,SE,3,1550
6341,r809,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Unemployed in 2017,Number,3,2950
6341,r810,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Unemployed in 2017,SE,3,325
6341,r811,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Not in labor force in 2017,Number,3,4500
6341,r812,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Not in labor force in 2017,SE,3,400
6341,r813,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Employed in 2019,Number,3,235150
6341,r814,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Employed in 2019,SE,3,1625
6341,r815,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Unemployed in 2019,Number,3,2500
6341,r816,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Unemployed in 2019,SE,3,275
6341,r817,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Not in labor force in 2019,Number,3,8700
6341,r818,Total -> Citizenship at graduation -> Temporary visa holder,Working in 2015,Not in labor force in 2019,SE,3,550
