table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12845,r329,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,328,"['102', 'i']","['0', 'i']","['20', 'i']","['3', 'i']","['22', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['5', 'i']","['0', 'i']"
12845,r330,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,329,"['102', '']","['*', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
12845,r331,"All institutions -> California State Polytechnic U., Humboldt",All institutions,"California State Polytechnic U., Humboldt",2,330,"['101', '']","['0', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['29', '']","['7', '']","['4', '']","['4', '']","['0', '']"
12845,r332,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,331,"['101', '']","['0', '']","['49', '']","['0', '']","['40', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r333,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,332,"['101', '']","['0', '']","['28', '']","['2', '']","['24', '']","['5', '']","['1', '']","['0', '']","['4', '']","['17', '']","['5', '']","['2', '']","['13', '']"
12845,r334,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,333,"['100', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['2', '']","['3', '']","['0', '']"
12845,r335,All institutions -> Lake Superior State U.,All institutions,Lake Superior State U.,2,334,"['100', 'i']","['0', 'i']","['21', 'i']","['3', 'i']","['18', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['8', 'i']","['15', 'i']","['6', 'i']","['5', 'i']","['0', 'i']"
12845,r336,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,335,"['99', '']","['5', '']","['38', '']","['0', '']","['14', '']","['1', '']","['11', '']","['2', '']","['2', '']","['10', '']","['9', '']","['6', '']","['1', '']"
12845,r337,All institutions -> Ball State U.,All institutions,Ball State U.,2,336,"['98', '']","['11', '']","['24', '']","['4', '']","['0', '']","['7', '']","['19', '']","['1', '']","['3', '']","['16', '']","['4', '']","['9', '']","['0', '']"
12845,r338,All institutions -> Smith C.,All institutions,Smith C.,2,337,"['98', '']","['0', '']","['39', '']","['5', '']","['7', '']","['7', '']","['3', '']","['2', '']","['2', '']","['17', '']","['11', '']","['3', '']","['4', '']"
12845,r339,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,338,"['98', '']","['3', '']","['27', '']","['15', '']","['18', '']","['0', '']","['7', '']","['2', '']","['3', '']","['12', '']","['6', '']","['4', '']","['0', '']"
12845,r340,All institutions -> Nevada State C.,All institutions,Nevada State C.,2,339,"['97', 'i']","['0', 'i']","['21', 'i']","['3', 'i']","['17', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['5', 'i']","['0', 'i']"
12845,r341,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,340,"['97', '']","['0', '']","['41', '']","['1', '']","['28', '']","['5', '']","['10', '']","['*', '']","['0', '']","['9', '']","['1', '']","['*', '']","['0', '']"
12845,r342,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,341,"['97', 'i']","['0', 'i']","['20', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['6', 'i']","['0', 'i']"
12845,r343,All institutions -> Hope C.,All institutions,Hope C.,2,342,"['97', '']","['0', '']","['21', '']","['2', '']","['9', '']","['4', '']","['7', '']","['3', '']","['0', '']","['19', '']","['8', '']","['0', '']","['25', '']"
12845,r344,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,343,"['96', '']","['4', '']","['28', '']","['1', '']","['9', '']","['6', '']","['5', '']","['*', '']","['5', '']","['14', '']","['8', '']","['15', '']","['3', '']"
12845,r345,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,344,"['96', '']","['2', '']","['33', '']","['2', '']","['1', '']","['2', '']","['5', '']","['1', '']","['10', '']","['4', '']","['5', '']","['30', '']","['0', '']"
12845,r346,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,345,"['95', '']","['8', '']","['3', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['4', '']","['42', '']","['0', '']","['2', '']","['0', '']"
12845,r347,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,346,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r348,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,347,"['94', '']","['54', '']","['12', '']","['1', '']","['16', '']","['1', '']","['1', '']","['*', '']","['4', '']","['3', '']","['2', '']","['0', '']","['0', '']"
12845,r349,All institutions -> Langston U.,All institutions,Langston U.,2,348,"['94', 'i']","['73', 'i']","['12', 'i']","['*', 'i']","['2', 'i']","['*', 'i']","['2', 'i']","['*', 'i']","['1', 'i']","['2', 'i']","['*', 'i']","['1', 'i']","['0', 'i']"
12845,r350,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,349,"['94', '']","['50', '']","['9', '']","['2', '']","['1', '']","['3', '']","['21', '']","['0', '']","['3', '']","['2', '']","['2', '']","['2', '']","['0', '']"
12845,r351,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,350,"['93', '']","['0', '']","['3', '']","['1', '']","['71', '']","['5', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']"
12845,r352,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,351,"['92', '']","['0', '']","['12', '']","['3', '']","['26', '']","['21', '']","['1', '']","['2', '']","['0', '']","['18', '']","['3', '']","['4', '']","['3', '']"
12845,r353,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,352,"['92', '']","['2', '']","['35', '']","['2', '']","['0', '']","['0', '']","['16', '']","['15', '']","['0', '']","['17', '']","['4', '']","['0', '']","['0', '']"
12845,r354,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,353,"['91', '']","['13', '']","['24', '']","['5', '']","['0', '']","['1', '']","['0', '']","['2', '']","['3', '']","['23', '']","['10', '']","['11', '']","['0', '']"
12845,r355,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,354,"['90', '']","['0', '']","['37', '']","['4', '']","['4', '']","['3', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
12845,r356,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,355,"['90', '']","['0', '']","['26', '']","['5', '']","['31', '']","['4', '']","['2', '']","['*', '']","['3', '']","['6', '']","['3', '']","['10', '']","['0', '']"
12845,r357,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,356,"['90', 'i']","['0', 'i']","['19', 'i']","['16', 'i']","['0', 'i']","['0', 'i']","['*', 'i']","['15', 'i']","['0', 'i']","['21', 'i']","['10', 'i']","['10', 'i']","['0', 'i']"
12845,r358,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,357,"['89', '']","['0', '']","['32', '']","['11', '']","['14', '']","['2', '']","['5', '']","['0', '']","['0', '']","['4', '']","['5', '']","['17', '']","['0', '']"
12845,r359,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,358,"['89', '']","['0', '']","['5', '']","['20', '']","['28', '']","['2', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['8', '']","['5', '']"
12845,r360,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,359,"['88', '']","['0', '']","['2', '']","['*', '']","['52', '']","['27', '']","['0', '']","['1', '']","['0', '']","['4', '']","['0', '']","['0', '']","['1', '']"
12845,r361,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,360,"['87', '']","['0', '']","['51', '']","['*', '']","['3', '']","['4', '']","['0', '']","['1', '']","['3', '']","['18', '']","['9', '']","['*', '']","['0', '']"
12845,r362,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,361,"['87', '']","['0', '']","['40', '']","['0', '']","['12', '']","['0', '']","['12', '']","['0', '']","['0', '']","['18', '']","['4', '']","['0', '']","['0', '']"
12845,r363,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,362,"['87', '']","['0', '']","['35', '']","['2', '']","['17', '']","['0', '']","['0', '']","['1', '']","['0', '']","['17', '']","['12', '']","['2', '']","['0', '']"
12845,r364,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,363,"['86', '']","['0', '']","['4', '']","['4', '']","['25', '']","['25', '']","['0', '']","['*', '']","['0', '']","['27', '']","['1', '']","['0', '']","['0', '']"
12845,r365,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,364,"['86', '']","['0', '']","['24', '']","['10', '']","['8', '']","['8', '']","['2', '']","['5', '']","['1', '']","['15', '']","['5', '']","['8', '']","['0', '']"
12845,r366,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,365,"['85', '']","['1', '']","['7', '']","['14', '']","['16', '']","['1', '']","['26', '']","['0', '']","['1', '']","['13', '']","['2', '']","['3', '']","['3', '']"
12845,r367,"All institutions -> Union C., Schenectady",All institutions,"Union C., Schenectady",2,366,"['85', '']","['0', '']","['17', '']","['2', '']","['27', '']","['6', '']","['0', '']","['1', '']","['4', '']","['17', '']","['4', '']","['3', '']","['4', '']"
12845,r368,All institutions -> Vassar C.,All institutions,Vassar C.,2,367,"['85', '']","['18', '']","['16', '']","['3', '']","['0', '']","['4', '']","['0', '']","['7', '']","['10', '']","['13', '']","['10', '']","['5', '']","['0', '']"
12845,r369,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,368,"['85', '']","['0', '']","['17', '']","['9', '']","['1', '']","['2', '']","['7', '']","['3', '']","['1', '']","['33', '']","['8', '']","['1', '']","['2', '']"
12845,r370,All institutions -> Spelman C.,All institutions,Spelman C.,2,369,"['84', '']","['1', '']","['16', '']","['5', '']","['1', '']","['0', '']","['0', '']","['6', '']","['1', '']","['52', '']","['1', '']","['0', '']","['0', '']"
12845,r371,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,370,"['84', '']","['0', '']","['15', '']","['4', '']","['33', '']","['18', '']","['1', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['1', '']"
12845,r372,All institutions -> Fordham U.,All institutions,Fordham U.,2,371,"['83', '']","['0', '']","['27', '']","['5', '']","['2', '']","['0', '']","['0', '']","['2', '']","['21', '']","['13', '']","['6', '']","['7', '']","['0', '']"
12845,r373,All institutions -> Towson U.,All institutions,Towson U.,2,372,"['82', '']","['0', '']","['19', '']","['7', '']","['0', '']","['1', '']","['15', '']","['2', '']","['2', '']","['21', '']","['14', '']","['2', '']","['0', '']"
12845,r374,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,373,"['82', '']","['0', '']","['28', '']","['7', '']","['5', '']","['0', '']","['1', '']","['1', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']"
12845,r375,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,374,"['81', '']","['0', '']","['26', '']","['2', '']","['1', '']","['5', '']","['4', '']","['3', '']","['2', '']","['9', '']","['9', '']","['21', '']","['0', '']"
12845,r376,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,375,"['81', '']","['65', '']","['4', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['10', '']","['2', '']","['0', '']","['0', '']","['0', '']"
12845,r377,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,376,"['81', '']","['0', '']","['19', '']","['0', '']","['22', '']","['7', '']","['0', '']","['*', '']","['1', '']","['20', '']","['12', '']","['*', '']","['0', '']"
12845,r378,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,377,"['81', '']","['3', '']","['17', '']","['3', '']","['0', '']","['0', '']","['26', '']","['2', '']","['3', '']","['14', '']","['10', '']","['3', '']","['*', '']"
12845,r379,All institutions -> Amherst C.,All institutions,Amherst C.,2,378,"['80', '']","['0', '']","['29', '']","['3', '']","['0', '']","['4', '']","['0', '']","['2', '']","['4', '']","['27', '']","['4', '']","['6', '']","['0', '']"
12845,r380,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,379,"['79', '']","['0', '']","['65', '']","['0', '']","['1', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r381,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,380,"['76', '']","['0', '']","['25', '']","['1', '']","['18', '']","['7', '']","['2', '']","['0', '']","['3', '']","['15', '']","['1', '']","['6', '']","['0', '']"
12845,r382,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,381,"['76', '']","['5', '']","['15', '']","['7', '']","['32', '']","['0', '']","['5', '']","['1', '']","['1', '']","['1', '']","['1', '']","['3', '']","['5', '']"
12845,r383,All institutions -> American U.,All institutions,American U.,2,382,"['75', '']","['0', '']","['10', '']","['1', '']","['0', '']","['0', '']","['1', '']","['2', '']","['6', '']","['22', '']","['15', '']","['19', '']","['0', '']"
12845,r384,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,383,"['75', '']","['0', '']","['15', '']","['2', '']","['3', '']","['5', '']","['13', '']","['4', '']","['1', '']","['18', '']","['7', '']","['7', '']","['0', '']"
12845,r385,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,384,"['75', '']","['0', '']","['22', '']","['*', '']","['0', '']","['0', '']","['40', '']","['0', '']","['0', '']","['1', '']","['0', '']","['9', '']","['3', '']"
12845,r386,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,385,"['74', '']","['0', '']","['7', '']","['17', '']","['19', '']","['0', '']","['10', '']","['0', '']","['0', '']","['22', '']","['*', '']","['*', '']","['0', '']"
12845,r387,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,386,"['74', '']","['0', '']","['33', '']","['1', '']","['0', '']","['0', '']","['24', '']","['1', '']","['0', '']","['5', '']","['5', '']","['2', '']","['2', '']"
12845,r388,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,387,"['74', '']","['0', '']","['0', '']","['0', '']","['68', '']","['0', '']","['4', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']"
12845,r389,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,388,"['73', '']","['0', '']","['3', '']","['2', '']","['58', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['4', '']","['0', '']"
12845,r390,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,389,"['73', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['13', '']","['5', '']","['*', '']","['0', '']"
12845,r391,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,390,"['72', '']","['0', '']","['16', '']","['2', '']","['21', '']","['1', '']","['6', '']","['0', '']","['0', '']","['17', '']","['7', '']","['2', '']","['0', '']"
12845,r392,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,391,"['71', '']","['0', '']","['10', '']","['1', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['25', '']","['15', '']","['0', '']"
12845,r393,All institutions -> Western New England U.,All institutions,Western New England U.,2,392,"['70', 'i']","['0', 'i']","['13', 'i']","['5', 'i']","['24', 'i']","['0', 'i']","['*', 'i']","['2', 'i']","['0', 'i']","['15', 'i']","['5', 'i']","['5', 'i']","['0', 'i']"
12845,r394,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,393,"['70', '']","['2', '']","['11', '']","['2', '']","['5', '']","['0', '']","['36', '']","['1', '']","['0', '']","['13', '']","['1', '']","['1', '']","['0', '']"
12845,r395,All institutions -> U. Scranton,All institutions,U. Scranton,2,394,"['70', 'i']","['11', 'i']","['13', 'i']","['5', 'i']","['0', 'i']","['6', 'i']","['*', 'i']","['2', 'i']","['5', 'i']","['16', 'i']","['5', 'i']","['5', 'i']","['0', 'i']"
12845,r396,All institutions -> Kean U.,All institutions,Kean U.,2,395,"['69', '']","['0', '']","['18', '']","['5', '']","['0', '']","['0', '']","['17', '']","['1', '']","['1', '']","['11', '']","['4', '']","['5', '']","['6', '']"
12845,r397,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,396,"['68', '']","['20', '']","['13', '']","['2', '']","['5', '']","['0', '']","['0', '']","['3', '']","['15', '']","['*', '']","['*', '']","['10', '']","['0', '']"
12845,r398,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,397,"['68', '']","['0', '']","['8', '']","['15', '']","['23', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
12845,r399,All institutions -> Willamette U.,All institutions,Willamette U.,2,398,"['68', '']","['4', '']","['17', '']","['3', '']","['0', '']","['2', '']","['5', '']","['3', '']","['2', '']","['21', '']","['2', '']","['8', '']","['1', '']"
12845,r400,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,399,"['67', '']","['5', '']","['8', '']","['1', '']","['6', '']","['1', '']","['7', '']","['2', '']","['19', '']","['5', '']","['1', '']","['11', '']","['0', '']"
12845,r401,All institutions -> DePaul U.,All institutions,DePaul U.,2,400,"['67', '']","['2', '']","['19', '']","['7', '']","['0', '']","['2', '']","['0', '']","['4', '']","['3', '']","['17', '']","['6', '']","['10', '']","['0', '']"
12845,r402,All institutions -> Colby C.,All institutions,Colby C.,2,401,"['67', '']","['0', '']","['25', '']","['3', '']","['0', '']","['6', '']","['0', '']","['1', '']","['3', '']","['21', '']","['6', '']","['2', '']","['0', '']"
12845,r403,All institutions -> Furman U.,All institutions,Furman U.,2,402,"['67', '']","['0', '']","['15', '']","['0', '']","['0', '']","['7', '']","['3', '']","['*', '']","['0', '']","['36', '']","['5', '']","['0', '']","['0', '']"
12845,r404,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,403,"['66', '']","['0', '']","['11', '']","['4', '']","['17', '']","['0', '']","['4', '']","['0', '']","['0', '']","['28', '']","['1', '']","['2', '']","['0', '']"
12845,r405,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,404,"['66', '']","['0', '']","['38', '']","['0', '']","['10', '']","['1', '']","['0', '']","['0', '']","['1', '']","['12', '']","['0', '']","['3', '']","['0', '']"
12845,r406,All institutions -> Central State U.,All institutions,Central State U.,2,405,"['65', '']","['9', '']","['6', '']","['5', '']","['29', '']","['4', '']","['0', '']","['*', '']","['12', '']","['*', '']","['0', '']","['*', '']","['0', '']"
12845,r407,All institutions -> U. West Florida,All institutions,U. West Florida,2,406,"['64', '']","['0', '']","['16', '']","['2', '']","['5', '']","['4', '']","['1', '']","['*', '']","['10', '']","['10', '']","['3', '']","['11', '']","['1', '']"
12845,r408,All institutions -> Chapman U.,All institutions,Chapman U.,2,407,"['64', '']","['4', '']","['30', '']","['2', '']","['2', '']","['1', '']","['3', '']","['*', '']","['*', '']","['6', '']","['7', '']","['8', '']","['0', '']"
12845,r409,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,408,"['63', '']","['*', '']","['11', '']","['2', '']","['7', '']","['4', '']","['6', '']","['1', '']","['3', '']","['8', '']","['2', '']","['19', '']","['0', '']"
12845,r410,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,409,"['63', '']","['*', '']","['25', '']","['0', '']","['5', '']","['3', '']","['2', '']","['0', '']","['0', '']","['17', '']","['3', '']","['2', '']","['4', '']"
12845,r411,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,410,"['62', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
12845,r412,All institutions -> Pacific U.,All institutions,Pacific U.,2,411,"['62', '']","['0', '']","['9', '']","['4', '']","['0', '']","['0', '']","['22', '']","['3', '']","['2', '']","['14', '']","['7', '']","['*', '']","['2', '']"
12845,r413,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,412,"['62', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
12845,r414,All institutions -> U. of the Pacific,All institutions,U. of the Pacific,2,413,"['61', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['2', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
12845,r415,All institutions -> Whitman C.,All institutions,Whitman C.,2,414,"['61', '']","['0', '']","['16', '']","['2', '']","['0', '']","['6', '']","['0', '']","['2', '']","['1', '']","['23', '']","['4', '']","['7', '']","['0', '']"
12845,r416,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,415,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
12845,r417,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,416,"['60', '']","['7', '']","['12', '']","['3', '']","['11', '']","['0', '']","['9', '']","['5', '']","['1', '']","['9', '']","['4', '']","['0', '']","['0', '']"
12845,r418,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,417,"['60', 'i']","['0', 'i']","['14', 'i']","['3', 'i']","['6', 'i']","['2', 'i']","['4', 'i']","['1', 'i']","['0', 'i']","['15', 'i']","['9', 'i']","['6', 'i']","['0', 'i']"
12845,r419,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,418,"['59', '']","['38', '']","['6', '']","['5', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['2', '']","['0', '']","['0', '']"
12845,r420,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,419,"['59', '']","['0', '']","['10', '']","['*', '']","['19', '']","['7', '']","['4', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
12845,r421,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,420,"['58', '']","['0', '']","['20', '']","['1', '']","['0', '']","['6', '']","['0', '']","['1', '']","['2', '']","['13', '']","['10', '']","['5', '']","['*', '']"
12845,r422,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,421,"['58', '']","['3', '']","['8', '']","['3', '']","['10', '']","['*', '']","['23', '']","['1', '']","['*', '']","['2', '']","['4', '']","['3', '']","['0', '']"
12845,r423,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,422,"['58', '']","['5', '']","['14', '']","['1', '']","['8', '']","['3', '']","['1', '']","['3', '']","['3', '']","['11', '']","['3', '']","['6', '']","['0', '']"
12845,r424,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,423,"['58', '']","['0', '']","['14', '']","['1', '']","['13', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['8', '']","['7', '']","['0', '']"
12845,r425,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,424,"['57', '']","['3', '']","['15', '']","['5', '']","['8', '']","['0', '']","['4', '']","['0', '']","['1', '']","['14', '']","['6', '']","['0', '']","['2', '']"
12845,r426,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,425,"['57', '']","['2', '']","['4', '']","['1', '']","['*', '']","['2', '']","['0', '']","['6', '']","['2', '']","['5', '']","['8', '']","['28', '']","['0', '']"
12845,r427,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,426,"['57', '']","['0', '']","['17', '']","['2', '']","['0', '']","['13', '']","['0', '']","['1', '']","['1', '']","['13', '']","['3', '']","['5', '']","['2', '']"
12845,r428,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,427,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
12845,r429,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,428,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12845,r430,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,429,"['56', '']","['1', '']","['5', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']"
12845,r431,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,430,"['55', '']","['0', '']","['26', '']","['1', '']","['0', '']","['2', '']","['13', '']","['0', '']","['0', '']","['7', '']","['4', '']","['2', '']","['0', '']"
12845,r432,All institutions -> Virginia Military Institute,All institutions,Virginia Military Institute,2,431,"['55', '']","['2', '']","['4', '']","['10', '']","['19', '']","['1', '']","['0', '']","['2', '']","['0', '']","['13', '']","['3', '']","['1', '']","['0', '']"
12845,r433,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,432,"['55', '']","['0', '']","['4', '']","['1', '']","['44', '']","['1', '']","['0', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']"
12845,r434,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,433,"['55', '']","['0', '']","['7', '']","['0', '']","['2', '']","['19', '']","['14', '']","['1', '']","['*', '']","['7', '']","['2', '']","['3', '']","['0', '']"
12845,r435,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,434,"['54', '']","['51', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
12845,r436,All institutions -> Clark U.,All institutions,Clark U.,2,435,"['54', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['24', '']","['7', '']","['13', '']","['0', '']"
12845,r437,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,436,"['53', '']","['0', '']","['17', '']","['1', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
12845,r438,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,437,"['53', '']","['0', '']","['11', '']","['*', '']","['27', '']","['0', '']","['4', '']","['1', '']","['0', '']","['5', '']","['2', '']","['2', '']","['0', '']"
