table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_r_d_field_agricultural_sciences_and_natural_resources_and_conservation,field_r_d_field_biological_biomedical_and_health_sciences,field_r_d_field_computer_and_information_sciences,field_r_d_field_geosciences_atmospheric_sciences_and_ocean_sciences,field_r_d_field_mathematics_and_statistics,field_r_d_field_physical_sciences,field_r_d_field_psychology,field_r_d_field_social_sciences,field_r_d_field_engineering,field_r_d_field_other_fields
12495,r234,All agencies -> Department of Transportation,All agencies,Department of Transportation,,,,,2,"['129,610', ' ']","['0', ' ']","['16,319', ' ']","['5,250', ' ']","['10,527', ' ']","['4,409', ' ']","['0', ' ']","['7,852', ' ']","['134', ' ']","['75,029', ' ']","['10,090', ' ']"
12495,r235,All agencies -> Department of Transportation -> Federal Aviation Administration,All agencies,Department of Transportation,Federal Aviation Administration,,,,3,"['74,873', '']","['0', '']","['16,319', '']","['5,250', '']","['10,527', '']","['4,409', '']","['0', '']","['7,852', '']","['134', '']","['20,292', '']","['10,090', '']"
12495,r236,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of Aerospace Medicine,All agencies,Department of Transportation,Federal Aviation Administration,Office of Aerospace Medicine,,,4,"['16,319', '']","['0', '']","['16,319', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r237,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of NextGen,All agencies,Department of Transportation,Federal Aviation Administration,Office of NextGen,,,4,"['58,554', '']","['0', '']","['0', '']","['5,250', '']","['10,527', '']","['4,409', '']","['0', '']","['7,852', '']","['134', '']","['20,292', '']","['10,090', '']"
12495,r238,All agencies -> Department of Transportation -> Federal Highway Administration,All agencies,Department of Transportation,Federal Highway Administration,,,,3,"['31,961', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,961', '']","['0', '']"
12495,r239,All agencies -> Department of Transportation -> Federal Highway Administration -> Intelligence Transportation Systems Joint Program Office,All agencies,Department of Transportation,Federal Highway Administration,Intelligence Transportation Systems Joint Program Office,,,4,"['15,026', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,026', '']","['0', '']"
12495,r240,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Administrations,All agencies,Department of Transportation,Federal Highway Administration,Office of Administrations,,,4,"['11,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11,000', '']","['0', '']"
12495,r241,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Operations,All agencies,Department of Transportation,Federal Highway Administration,Office of Operations,,,4,"['1,999', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,999', '']","['0', '']"
12495,r242,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Planning,All agencies,Department of Transportation,Federal Highway Administration,Office of Planning,,,4,"['653', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['653', '']","['0', '']"
12495,r243,"All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Research, Development, and Technology",All agencies,Department of Transportation,Federal Highway Administration,"Office of Research, Development, and Technology",,,4,"['3,283', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,283', '']","['0', '']"
12495,r244,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Department of Transportation,National Highway Traffic Safety Administration,,,,3,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']"
12495,r245,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,,,4,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']"
12495,r246,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research -> Vehicle Research and Test Center,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,Vehicle Research and Test Center,,5,"['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,634', '']","['0', '']"
12495,r247,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,,,,3,"['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']"
12495,r248,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology -> John A. Volpe National Transportation Systems Center,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,John A. Volpe National Transportation Systems Center,,,4,"['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']"
12495,r249,All agencies -> Department of Veterans Affairs,All agencies,Department of Veterans Affairs,,,,,2,"['1,529,302', '']","['0', '']","['1,529,302', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r250,All agencies -> Department of Veterans Affairs -> Office of Research and Development Central Office,All agencies,Department of Veterans Affairs,Office of Research and Development Central Office,,,,3,"['113,943', '']","['0', '']","['113,943', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r251,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,,,,3,"['248,067', '']","['0', '']","['248,067', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r252,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Bedford Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Bedford Health Care System,,,4,"['12,543', '']","['0', '']","['12,543', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r253,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Boston Health Care System, Jamaica Plain Campus",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Boston Health Care System, Jamaica Plain Campus",,,4,"['159,315', '']","['0', '']","['159,315', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r254,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Central Western Massachusetts Health Care,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Central Western Massachusetts Health Care,,,4,"['1,613', '']","['0', '']","['1,613', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r255,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Connecticut Health Care System, West Haven Medical Center",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Connecticut Health Care System, West Haven Medical Center",,,4,"['45,873', '']","['0', '']","['45,873', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r256,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Manchester Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Manchester Medical Center,,,4,"['144', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r257,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Providence Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Providence Medical Center,,,4,"['19,570', '']","['0', '']","['19,570', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r258,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Togus Maine Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Togus Maine Health Care System,,,4,"['292', '']","['0', '']","['292', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r259,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> White River Junction Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,White River Junction Medical Center,,,4,"['8,717', '']","['0', '']","['8,717', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r260,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,,,,3,"['53,168', '']","['0', '']","['53,168', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r261,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Bronx Health Care, James J. Peters Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Bronx Health Care, James J. Peters Medical Center",,,4,"['27,179', '']","['0', '']","['27,179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r262,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New Jersey Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New Jersey Health Care,,,4,"['6,282', '']","['0', '']","['6,282', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r263,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New York Harbor Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New York Harbor Health Care,,,4,"['7,626', '']","['0', '']","['7,626', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r264,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Northport Medical Center,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,Northport Medical Center,,,4,"['4,139', '']","['0', '']","['4,139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r265,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Western New York Health Care, Buffalo Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Western New York Health Care, Buffalo Medical Center",,,4,"['7,942', '']","['0', '']","['7,942', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r266,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care,All agencies,Department of Veterans Affairs,VISN 4: Health Care,,,,3,"['44,924', '']","['0', '']","['44,924', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r267,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Coatesville Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Coatesville Medical Center,,,4,"['154', '']","['0', '']","['154', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r268,"All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",All agencies,Department of Veterans Affairs,VISN 4: Health Care,"Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",,,4,"['20,663', '']","['0', '']","['20,663', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r269,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Pittsburgh Medical Center-University Drive,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Pittsburgh Medical Center-University Drive,,,4,"['24,093', '']","['0', '']","['24,093', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r270,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Wilkes-Barre Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Wilkes-Barre Medical Center,,,4,"['14', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r271,All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network,All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,,,,3,"['40,732', '']","['0', '']","['40,732', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r272,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Huntington Health Care, Hershel (Woody) Williams Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Huntington Health Care, Hershel (Woody) Williams Medical Center",,,4,"['1,223', '']","['0', '']","['1,223', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r273,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Maryland Health Care, Baltimore Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Maryland Health Care, Baltimore Medical Center",,,4,"['23,383', '']","['0', '']","['23,383', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r274,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Washington DC Health Care, Washington Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Washington DC Health Care, Washington Medical Center",,,4,"['16,126', '']","['0', '']","['16,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r275,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,,,,3,"['55,346', '']","['0', '']","['55,346', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r276,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Asheville Health Care, Charles George Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Asheville Health Care, Charles George Medical Center",,,4,"['778', '']","['0', '']","['778', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r277,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Durham Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Durham Medical Center,,,4,"['33,256', '']","['0', '']","['33,256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r278,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Hampton Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Hampton Medical Center,,,4,"['250', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r279,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Richmond Health Care, Hunter Holmes McGuire Hospital",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Richmond Health Care, Hunter Holmes McGuire Hospital",,,4,"['13,915', '']","['0', '']","['13,915', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r280,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salem Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Salem Medical Center,,,4,"['3,703', '']","['0', '']","['3,703', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r281,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",,,4,"['3,443', '']","['0', '']","['3,443', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r282,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,,,,3,"['88,038', '']","['0', '']","['88,038', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r283,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Atlanta Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Atlanta Medical Center,,,4,"['33,002', '']","['0', '']","['33,002', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r284,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Augusta Health Care, Charlie Norwood Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Augusta Health Care, Charlie Norwood Medical Center",,,4,"['5,240', '']","['0', '']","['5,240', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r285,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Birmingham Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Birmingham Medical Center,,,4,"['11,113', '']","['0', '']","['11,113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r286,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Charleston Health Care, Ralph H. Johnson Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Charleston Health Care, Ralph H. Johnson Medical Center",,,4,"['31,940', '']","['0', '']","['31,940', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r287,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",,,4,"['4,253', '']","['0', '']","['4,253', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r288,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Tuscaloosa Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Tuscaloosa Medical Center,,,4,"['2,490', '']","['0', '']","['2,490', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r289,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,,,,3,"['39,065', '']","['0', '']","['39,065', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r290,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Bay Pines Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Bay Pines Health Care System,,,4,"['2,316', '']","['0', '']","['2,316', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r291,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Caribbean Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Caribbean Health Care System,,,4,"['526', '']","['0', '']","['526', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r292,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Miami Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Miami Health Care System,,,4,"['11,126', '']","['0', '']","['11,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r293,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> North Florida/ South Georgia Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,North Florida/ South Georgia Health Care System,,,4,"['12,506', '']","['0', '']","['12,506', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r294,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Orlando Medical Center,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Orlando Medical Center,,,4,"['592', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r295,"All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Tampa Health Care, James A. Haley Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,"Tampa Health Care, James A. Haley Veterans' Hospital",,,4,"['11,999', '']","['0', '']","['11,999', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r296,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,,,,3,"['51,828', '']","['0', '']","['51,828', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r297,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Lexington Medical Center (Troy Bowling Campus),All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Lexington Medical Center (Troy Bowling Campus),,,4,"['5,146', '']","['0', '']","['5,146', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r298,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Louisville Health Care, Robley Rex Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Louisville Health Care, Robley Rex Medical Center",,,4,"['3,476', '']","['0', '']","['3,476', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r299,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Memphis Medical Center,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Memphis Medical Center,,,4,"['7,373', '']","['0', '']","['7,373', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r300,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Mountain Home Health Care, James H. Quillen Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Mountain Home Health Care, James H. Quillen Medical Center",,,4,"['3,218', '']","['0', '']","['3,218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r301,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Tennessee Valley Health Care, Nashville Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Tennessee Valley Health Care, Nashville Medical Center",,,4,"['32,614', '']","['0', '']","['32,614', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r302,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,,,,3,"['107,300', '']","['0', '']","['107,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r303,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Ann Arbor Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Ann Arbor Health Care System,,,4,"['31,274', '']","['0', '']","['31,274', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r304,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Battle Creek Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Battle Creek Medical Center,,,4,"['5', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r305,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Cincinnati Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Cincinnati Medical Center,,,4,"['7,700', '']","['0', '']","['7,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r306,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Dayton Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Dayton Medical Center,,,4,"['1,167', '']","['0', '']","['1,167', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r307,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Detroit Health Care, John D. Dingell Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Detroit Health Care, John D. Dingell Medical Center",,,4,"['9,562', '']","['0', '']","['9,562', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r308,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Indiana Health Care, Richard L. Roudebush Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Indiana Health Care, Richard L. Roudebush Medical Center",,,4,"['27,341', '']","['0', '']","['27,341', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r309,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",,,4,"['30,251', '']","['0', '']","['30,251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
