table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_total_r_d_expenditures_all_r_d,field_total_r_d_expenditures_basic_research,field_total_r_d_expenditures_applied_research,field_total_r_d_expenditures_experimental_development,field_federally_funded_all_federal_r_d,field_federally_funded_basic_research,field_federally_funded_applied_research,field_federally_funded_experimental_development,field_nonfederally_funded_all_nonfederal_r_d,field_nonfederally_funded_basic_research,field_nonfederally_funded_applied_research,field_nonfederally_funded_experimental_development
12491,r218,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Chemical Security Analysis Center,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Chemical Security Analysis Center,,5,"['4,390', '']","['4,390', '']","['0', '']","['0', '']","['4,390', '']","['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r219,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> National Urban Security Technology Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,National Urban Security Technology Laboratory,,5,"['3,480', '']","['3,480', '']","['0', '']","['0', '']","['3,480', '']","['3,480', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r220,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Plum Island Animal Disease Center,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Plum Island Animal Disease Center,,5,"['1,550', '']","['1,550', '']","['0', '']","['0', '']","['1,550', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r221,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Transportation Security Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Transportation Security Laboratory,,5,"['10,880', '']","['10,880', '']","['0', '']","['0', '']","['10,880', '']","['10,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r222,All agencies -> Department of the Interior,All agencies,Department of the Interior,,,,,2,"['1,170,882', ' ']","['132,230', ' ']","['841,112', ' ']","['197,540', ' ']","['1,033,063', ' ']","['112,574', ' ']","['750,482', ' ']","['170,007', ' ']","['137,818', ' ']","['19,655', ' ']","['90,631', ' ']","['27,532', ' ']"
12491,r223,All agencies -> Department of the Interior -> Bureau of Land Management,All agencies,Department of the Interior,Bureau of Land Management,,,,3,"['301', '']","['130', '']","['171', '']","['0', '']","['301', '']","['130', '']","['171', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r224,All agencies -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Department of the Interior,Bureau of Ocean Energy Management,,,,3,"['36,016', '']","['0', '']","['24,706', '']","['11,310', '']","['36,016', '']","['0', '']","['24,706', '']","['11,310', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r225,All agencies -> Department of the Interior -> Bureau of Reclamation,All agencies,Department of the Interior,Bureau of Reclamation,,,,3,"['16,124', '']","['0', '']","['9,674', '']","['6,450', '']","['16,124', '']","['0', '']","['9,674', '']","['6,450', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r226,All agencies -> Department of the Interior -> Fish and Wildlife Service,All agencies,Department of the Interior,Fish and Wildlife Service,,,,3,"['24,000', '']","['0', '']","['24,000', '']","['0', '']","['24,000', '']","['0', '']","['24,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r227,All agencies -> Department of the Interior -> Geological Survey,All agencies,Department of the Interior,Geological Survey,,,,3,"['1,079,102', '']","['132,100', '']","['767,822', '']","['179,180', '']","['941,284', '']","['112,444', '']","['677,192', '']","['151,648', '']","['137,818', '']","['19,655', '']","['90,631', '']","['27,532', '']"
12491,r228,All agencies -> Department of the Interior -> Geological Survey -> Core Science Systems Mission Area,All agencies,Department of the Interior,Geological Survey,Core Science Systems Mission Area,,,4,"['126,178', '']","['5,878', '']","['102,687', '']","['17,613', '']","['121,638', '']","['5,632', '']","['99,006', '']","['17,000', '']","['4,540', '']","['245', '']","['3,681', '']","['614', '']"
12491,r229,All agencies -> Department of the Interior -> Geological Survey -> Ecosystems Mission Area,All agencies,Department of the Interior,Geological Survey,Ecosystems Mission Area,,,4,"['387,056', '']","['27,214', '']","['321,937', '']","['37,906', '']","['369,430', '']","['25,980', '']","['307,307', '']","['36,143', '']","['17,626', '']","['1,234', '']","['14,630', '']","['1,763', '']"
12491,r230,All agencies -> Department of the Interior -> Geological Survey -> Energy and Minerals Mission Area,All agencies,Department of the Interior,Geological Survey,Energy and Minerals Mission Area,,,4,"['88,126', '']","['24,757', '']","['51,835', '']","['11,534', '']","['87,623', '']","['24,616', '']","['51,537', '']","['11,470', '']","['503', '']","['140', '']","['298', '']","['64', '']"
12491,r231,All agencies -> Department of the Interior -> Geological Survey -> Natural Hazards Mission Area,All agencies,Department of the Interior,Geological Survey,Natural Hazards Mission Area,,,4,"['156,535', '']","['23,109', '']","['90,832', '']","['42,594', '']","['152,145', '']","['22,448', '']","['88,306', '']","['41,391', '']","['4,391', '']","['662', '']","['2,526', '']","['1,203', '']"
12491,r232,All agencies -> Department of the Interior -> Geological Survey -> Water Resources Mission Area,All agencies,Department of the Interior,Geological Survey,Water Resources Mission Area,,,4,"['321,206', '']","['51,142', '']","['200,531', '']","['69,534', '']","['210,448', '']","['33,768', '']","['131,035', '']","['45,645', '']","['110,758', '']","['17,374', '']","['69,495', '']","['23,889', '']"
12491,r233,All agencies -> Department of the Interior -> National Park Service,All agencies,Department of the Interior,National Park Service,,,,3,"['15,339', '']","['0', '']","['14,739', '']","['600', '']","['15,339', '']","['0', '']","['14,739', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r234,All agencies -> Department of Transportation,All agencies,Department of Transportation,,,,,2,"['129,610', ' ']","['0', ' ']","['129,610', ' ']","['0', ' ']","['85,372', ' ']","['0', ' ']","['85,372', ' ']","['0', ' ']","['44,238', ' ']","['0', ' ']","['44,238', ' ']","['0', ' ']"
12491,r235,All agencies -> Department of Transportation -> Federal Aviation Administration,All agencies,Department of Transportation,Federal Aviation Administration,,,,3,"['74,873', '']","['0', '']","['74,873', '']","['0', '']","['31,529', '']","['0', '']","['31,529', '']","['0', '']","['43,344', '']","['0', '']","['43,344', '']","['0', '']"
12491,r236,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of Aerospace Medicine,All agencies,Department of Transportation,Federal Aviation Administration,Office of Aerospace Medicine,,,4,"['16,319', '']","['0', '']","['16,319', '']","['0', '']","['16,319', '']","['0', '']","['16,319', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r237,All agencies -> Department of Transportation -> Federal Aviation Administration -> Office of NextGen,All agencies,Department of Transportation,Federal Aviation Administration,Office of NextGen,,,4,"['58,554', '']","['0', '']","['58,554', '']","['0', '']","['15,210', '']","['0', '']","['15,210', '']","['0', '']","['43,344', '']","['0', '']","['43,344', '']","['0', '']"
12491,r238,All agencies -> Department of Transportation -> Federal Highway Administration,All agencies,Department of Transportation,Federal Highway Administration,,,,3,"['31,961', '']","['0', '']","['31,961', '']","['0', '']","['31,067', '']","['0', '']","['31,067', '']","['0', '']","['894', '']","['0', '']","['894', '']","['0', '']"
12491,r239,All agencies -> Department of Transportation -> Federal Highway Administration -> Intelligence Transportation Systems Joint Program Office,All agencies,Department of Transportation,Federal Highway Administration,Intelligence Transportation Systems Joint Program Office,,,4,"['15,026', '']","['0', '']","['15,026', '']","['0', '']","['14,888', '']","['0', '']","['14,888', '']","['0', '']","['137', '']","['0', '']","['137', '']","['0', '']"
12491,r240,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Administrations,All agencies,Department of Transportation,Federal Highway Administration,Office of Administrations,,,4,"['11,000', '']","['0', '']","['11,000', '']","['0', '']","['10,509', '']","['0', '']","['10,509', '']","['0', '']","['491', '']","['0', '']","['491', '']","['0', '']"
12491,r241,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Operations,All agencies,Department of Transportation,Federal Highway Administration,Office of Operations,,,4,"['1,999', '']","['0', '']","['1,999', '']","['0', '']","['1,910', '']","['0', '']","['1,910', '']","['0', '']","['89', '']","['0', '']","['89', '']","['0', '']"
12491,r242,All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Planning,All agencies,Department of Transportation,Federal Highway Administration,Office of Planning,,,4,"['653', '']","['0', '']","['653', '']","['0', '']","['623', '']","['0', '']","['623', '']","['0', '']","['29', '']","['0', '']","['29', '']","['0', '']"
12491,r243,"All agencies -> Department of Transportation -> Federal Highway Administration -> Office of Research, Development, and Technology",All agencies,Department of Transportation,Federal Highway Administration,"Office of Research, Development, and Technology",,,4,"['3,283', '']","['0', '']","['3,283', '']","['0', '']","['3,137', '']","['0', '']","['3,137', '']","['0', '']","['147', '']","['0', '']","['147', '']","['0', '']"
12491,r244,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Department of Transportation,National Highway Traffic Safety Administration,,,,3,"['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r245,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,,,4,"['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r246,All agencies -> Department of Transportation -> National Highway Traffic Safety Administration -> Office of Vehicle Safety Research -> Vehicle Research and Test Center,All agencies,Department of Transportation,National Highway Traffic Safety Administration,Office of Vehicle Safety Research,Vehicle Research and Test Center,,5,"['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['3,634', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r247,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,,,,3,"['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r248,All agencies -> Department of Transportation -> Office of the Assistant Secretary for Research and Technology -> John A. Volpe National Transportation Systems Center,All agencies,Department of Transportation,Office of the Assistant Secretary for Research and Technology,John A. Volpe National Transportation Systems Center,,,4,"['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['19,142', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12491,r249,All agencies -> Department of Veterans Affairs,All agencies,Department of Veterans Affairs,,,,,2,"['1,529,302', '']","['578,452', '']","['918,189', '']","['32,662', '']","['1,529,302', '']","['578,452', '']","['918,189', '']","['32,662', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r250,All agencies -> Department of Veterans Affairs -> Office of Research and Development Central Office,All agencies,Department of Veterans Affairs,Office of Research and Development Central Office,,,,3,"['113,943', '']","['78,726', '']","['35,100', '']","['117', '']","['113,943', '']","['78,726', '']","['35,100', '']","['117', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r251,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,,,,3,"['248,067', '']","['26,306', '']","['217,432', '']","['4,330', '']","['248,067', '']","['26,306', '']","['217,432', '']","['4,330', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r252,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Bedford Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Bedford Health Care System,,,4,"['12,543', '']","['2,449', '']","['9,833', '']","['261', '']","['12,543', '']","['2,449', '']","['9,833', '']","['261', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r253,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Boston Health Care System, Jamaica Plain Campus",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Boston Health Care System, Jamaica Plain Campus",,,4,"['159,315', '']","['13,629', '']","['143,993', '']","['1,693', '']","['159,315', '']","['13,629', '']","['143,993', '']","['1,693', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r254,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Central Western Massachusetts Health Care,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Central Western Massachusetts Health Care,,,4,"['1,613', '']","['182', '']","['1,431', '']","['0', '']","['1,613', '']","['182', '']","['1,431', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r255,"All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Connecticut Health Care System, West Haven Medical Center",All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,"Connecticut Health Care System, West Haven Medical Center",,,4,"['45,873', '']","['5,736', '']","['38,926', '']","['1,211', '']","['45,873', '']","['5,736', '']","['38,926', '']","['1,211', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r256,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Manchester Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Manchester Medical Center,,,4,"['144', '']","['144', '']","['0', '']","['0', '']","['144', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r257,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Providence Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Providence Medical Center,,,4,"['19,570', '']","['1,910', '']","['16,621', '']","['1,039', '']","['19,570', '']","['1,910', '']","['16,621', '']","['1,039', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r258,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> Togus Maine Health Care System,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,Togus Maine Health Care System,,,4,"['292', '']","['0', '']","['292', '']","['0', '']","['292', '']","['0', '']","['292', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r259,All agencies -> Department of Veterans Affairs -> Veterans Integrated Services Network (VISN) 1: New England Health Care System -> White River Junction Medical Center,All agencies,Department of Veterans Affairs,Veterans Integrated Services Network (VISN) 1: New England Health Care System,White River Junction Medical Center,,,4,"['8,717', '']","['2,256', '']","['6,336', '']","['124', '']","['8,717', '']","['2,256', '']","['6,336', '']","['124', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r260,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,,,,3,"['53,168', '']","['27,051', '']","['24,166', '']","['1,951', '']","['53,168', '']","['27,051', '']","['24,166', '']","['1,951', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r261,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Bronx Health Care, James J. Peters Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Bronx Health Care, James J. Peters Medical Center",,,4,"['27,179', '']","['11,481', '']","['14,282', '']","['1,416', '']","['27,179', '']","['11,481', '']","['14,282', '']","['1,416', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r262,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New Jersey Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New Jersey Health Care,,,4,"['6,282', '']","['3,317', '']","['2,824', '']","['140', '']","['6,282', '']","['3,317', '']","['2,824', '']","['140', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r263,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> New York Harbor Health Care,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,New York Harbor Health Care,,,4,"['7,626', '']","['4,328', '']","['3,131', '']","['167', '']","['7,626', '']","['4,328', '']","['3,131', '']","['167', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r264,All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Northport Medical Center,All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,Northport Medical Center,,,4,"['4,139', '']","['3,155', '']","['984', '']","['0', '']","['4,139', '']","['3,155', '']","['984', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r265,"All agencies -> Department of Veterans Affairs -> VISN 2: New York/ New Jersey Veterans Health Care Network -> Western New York Health Care, Buffalo Medical Center",All agencies,Department of Veterans Affairs,VISN 2: New York/ New Jersey Veterans Health Care Network,"Western New York Health Care, Buffalo Medical Center",,,4,"['7,942', '']","['4,771', '']","['2,944', '']","['227', '']","['7,942', '']","['4,771', '']","['2,944', '']","['227', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r266,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care,All agencies,Department of Veterans Affairs,VISN 4: Health Care,,,,3,"['44,924', '']","['14,197', '']","['28,719', '']","['2,008', '']","['44,924', '']","['14,197', '']","['28,719', '']","['2,008', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r267,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Coatesville Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Coatesville Medical Center,,,4,"['154', '']","['0', '']","['153', '']","['1', '']","['154', '']","['0', '']","['153', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r268,"All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",All agencies,Department of Veterans Affairs,VISN 4: Health Care,"Philadelphia Health Care, Corporal Michael J. Crescenz Medical Center",,,4,"['20,663', '']","['5,528', '']","['14,260', '']","['875', '']","['20,663', '']","['5,528', '']","['14,260', '']","['875', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r269,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Pittsburgh Medical Center-University Drive,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Pittsburgh Medical Center-University Drive,,,4,"['24,093', '']","['8,669', '']","['14,294', '']","['1,130', '']","['24,093', '']","['8,669', '']","['14,294', '']","['1,130', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r270,All agencies -> Department of Veterans Affairs -> VISN 4: Health Care -> Wilkes-Barre Medical Center,All agencies,Department of Veterans Affairs,VISN 4: Health Care,Wilkes-Barre Medical Center,,,4,"['14', '']","['0', '']","['12', '']","['2', '']","['14', '']","['0', '']","['12', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r271,All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network,All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,,,,3,"['40,732', '']","['29,178', '']","['10,890', '']","['664', '']","['40,732', '']","['29,178', '']","['10,890', '']","['664', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r272,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Huntington Health Care, Hershel (Woody) Williams Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Huntington Health Care, Hershel (Woody) Williams Medical Center",,,4,"['1,223', '']","['1,141', '']","['82', '']","['0', '']","['1,223', '']","['1,141', '']","['82', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r273,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Maryland Health Care, Baltimore Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Maryland Health Care, Baltimore Medical Center",,,4,"['23,383', '']","['16,550', '']","['6,228', '']","['605', '']","['23,383', '']","['16,550', '']","['6,228', '']","['605', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r274,"All agencies -> Department of Veterans Affairs -> VISN 5: Capitol Health Care Network -> Washington DC Health Care, Washington Medical Center",All agencies,Department of Veterans Affairs,VISN 5: Capitol Health Care Network,"Washington DC Health Care, Washington Medical Center",,,4,"['16,126', '']","['11,487', '']","['4,581', '']","['58', '']","['16,126', '']","['11,487', '']","['4,581', '']","['58', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r275,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,,,,3,"['55,346', '']","['15,969', '']","['37,955', '']","['1,422', '']","['55,346', '']","['15,969', '']","['37,955', '']","['1,422', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r276,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Asheville Health Care, Charles George Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Asheville Health Care, Charles George Medical Center",,,4,"['778', '']","['275', '']","['503', '']","['0', '']","['778', '']","['275', '']","['503', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r277,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Durham Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Durham Medical Center,,,4,"['33,256', '']","['2,552', '']","['29,644', '']","['1,060', '']","['33,256', '']","['2,552', '']","['29,644', '']","['1,060', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r278,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Hampton Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Hampton Medical Center,,,4,"['250', '']","['130', '']","['121', '']","['0', '']","['250', '']","['130', '']","['121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r279,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Richmond Health Care, Hunter Holmes McGuire Hospital",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Richmond Health Care, Hunter Holmes McGuire Hospital",,,4,"['13,915', '']","['9,317', '']","['4,363', '']","['235', '']","['13,915', '']","['9,317', '']","['4,363', '']","['235', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r280,All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salem Medical Center,All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,Salem Medical Center,,,4,"['3,703', '']","['1,838', '']","['1,738', '']","['127', '']","['3,703', '']","['1,838', '']","['1,738', '']","['127', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r281,"All agencies -> Department of Veterans Affairs -> VISN 6: Mid-Atlantic Health Care Network -> Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",All agencies,Department of Veterans Affairs,VISN 6: Mid-Atlantic Health Care Network,"Salisbury Health Care, W.G. (Bill) Hefner Salisbury Medical Center",,,4,"['3,443', '']","['1,857', '']","['1,586', '']","['0', '']","['3,443', '']","['1,857', '']","['1,586', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r282,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,,,,3,"['88,038', '']","['45,034', '']","['40,205', '']","['2,799', '']","['88,038', '']","['45,034', '']","['40,205', '']","['2,799', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r283,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Atlanta Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Atlanta Medical Center,,,4,"['33,002', '']","['16,662', '']","['14,644', '']","['1,696', '']","['33,002', '']","['16,662', '']","['14,644', '']","['1,696', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r284,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Augusta Health Care, Charlie Norwood Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Augusta Health Care, Charlie Norwood Medical Center",,,4,"['5,240', '']","['4,339', '']","['900', '']","['0', '']","['5,240', '']","['4,339', '']","['900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r285,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Birmingham Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Birmingham Medical Center,,,4,"['11,113', '']","['5,602', '']","['5,352', '']","['158', '']","['11,113', '']","['5,602', '']","['5,352', '']","['158', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r286,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Charleston Health Care, Ralph H. Johnson Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Charleston Health Care, Ralph H. Johnson Medical Center",,,4,"['31,940', '']","['14,712', '']","['16,345', '']","['883', '']","['31,940', '']","['14,712', '']","['16,345', '']","['883', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r287,"All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,"Columbia South Carolina Health Care, William Jennings Bryan Dorn Medical Center",,,4,"['4,253', '']","['2,909', '']","['1,306', '']","['38', '']","['4,253', '']","['2,909', '']","['1,306', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r288,All agencies -> Department of Veterans Affairs -> VISN 7: Southeast Network -> Tuscaloosa Medical Center,All agencies,Department of Veterans Affairs,VISN 7: Southeast Network,Tuscaloosa Medical Center,,,4,"['2,490', '']","['809', '']","['1,658', '']","['23', '']","['2,490', '']","['809', '']","['1,658', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r289,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,,,,3,"['39,065', '']","['18,953', '']","['18,582', '']","['1,530', '']","['39,065', '']","['18,953', '']","['18,582', '']","['1,530', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r290,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Bay Pines Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Bay Pines Health Care System,,,4,"['2,316', '']","['1,498', '']","['818', '']","['0', '']","['2,316', '']","['1,498', '']","['818', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
