table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7843,r331,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,330,"['99', '']","['5', '']","['38', '']","['0', '']","['14', '']","['1', '']","['11', '']","['2', '']","['2', '']","['10', '']","['9', '']","['6', '']","['1', '']"
7843,r332,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,331,"['98', '']","['43', '']","['32', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['12', '']","['5', '']","['1', '']","['4', '']","['0', '']"
7843,r333,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,332,"['98', '']","['2', '']","['20', '']","['15', '']","['0', '']","['2', '']","['0', '']","['15', '']","['4', '']","['20', '']","['10', '']","['10', '']","['0', '']"
7843,r334,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,333,"['97', '']","['4', '']","['31', '']","['1', '']","['7', '']","['6', '']","['5', '']","['*', '']","['5', '']","['13', '']","['8', '']","['15', '']","['3', '']"
7843,r335,All institutions -> Hope C.,All institutions,Hope C.,2,334,"['97', '']","['0', '']","['21', '']","['2', '']","['9', '']","['4', '']","['7', '']","['3', '']","['0', '']","['19', '']","['8', '']","['0', '']","['25', '']"
7843,r336,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,335,"['97', '']","['16', '']","['11', '']","['11', '']","['12', '']","['1', '']","['4', '']","['0', '']","['6', '']","['19', '']","['6', '']","['11', '']","['0', '']"
7843,r337,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,336,"['97', '']","['0', '']","['41', '']","['1', '']","['28', '']","['5', '']","['10', '']","['*', '']","['0', '']","['9', '']","['1', '']","['*', '']","['0', '']"
7843,r338,All institutions -> Smith C.,All institutions,Smith C.,2,337,"['96', '']","['0', '']","['38', '']","['4', '']","['7', '']","['8', '']","['2', '']","['3', '']","['1', '']","['16', '']","['11', '']","['3', '']","['4', '']"
7843,r339,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,338,"['95', '']","['8', '']","['3', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['4', '']","['42', '']","['0', '']","['2', '']","['0', '']"
7843,r340,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,339,"['95', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['8', 'i']","['3', 'i']","['10', 'i']","['15', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7843,r341,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,340,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r342,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,341,"['94', 'i']","['0', 'i']","['21', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['8', 'i']","['3', 'i']","['7', 'i']","['15', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7843,r343,All institutions -> Chapman U.,All institutions,Chapman U.,2,342,"['94', '']","['3', '']","['21', '']","['7', '']","['5', '']","['5', '']","['19', '']","['1', '']","['0', '']","['5', '']","['10', '']","['18', '']","['0', '']"
7843,r344,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,343,"['94', '']","['50', '']","['9', '']","['2', '']","['1', '']","['3', '']","['21', '']","['0', '']","['3', '']","['2', '']","['2', '']","['2', '']","['0', '']"
7843,r345,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,344,"['93', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['10', 'i']","['3', 'i']","['7', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7843,r346,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,345,"['93', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['8', 'i']","['3', 'i']","['7', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7843,r347,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,346,"['93', '']","['2', '']","['33', '']","['4', '']","['4', '']","['2', '']","['5', '']","['1', '']","['10', '']","['4', '']","['5', '']","['23', '']","['0', '']"
7843,r348,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,347,"['92', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['9', 'i']","['3', 'i']","['7', 'i']","['15', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
7843,r349,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,348,"['92', '']","['0', '']","['12', '']","['3', '']","['26', '']","['21', '']","['1', '']","['2', '']","['0', '']","['18', '']","['3', '']","['4', '']","['3', '']"
7843,r350,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,349,"['92', '']","['52', '']","['12', '']","['1', '']","['16', '']","['1', '']","['1', '']","['*', '']","['4', '']","['3', '']","['2', '']","['0', '']","['0', '']"
7843,r351,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,350,"['90', '']","['0', '']","['26', '']","['5', '']","['31', '']","['4', '']","['2', '']","['*', '']","['3', '']","['6', '']","['3', '']","['10', '']","['0', '']"
7843,r352,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,351,"['90', '']","['0', '']","['37', '']","['4', '']","['3', '']","['3', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
7843,r353,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,352,"['89', '']","['0', '']","['5', '']","['20', '']","['28', '']","['2', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['8', '']","['5', '']"
7843,r354,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,353,"['88', '']","['13', '']","['24', '']","['5', '']","['0', '']","['1', '']","['0', '']","['2', '']","['0', '']","['23', '']","['10', '']","['11', '']","['0', '']"
7843,r355,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,354,"['88', '']","['0', '']","['40', '']","['0', '']","['12', '']","['0', '']","['13', '']","['0', '']","['0', '']","['18', '']","['4', '']","['0', '']","['0', '']"
7843,r356,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,355,"['87', '']","['0', '']","['35', '']","['2', '']","['17', '']","['0', '']","['0', '']","['1', '']","['0', '']","['17', '']","['12', '']","['2', '']","['0', '']"
7843,r357,All institutions -> Langston U.,All institutions,Langston U.,2,356,"['87', '']","['75', '']","['11', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
7843,r358,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,357,"['86', '']","['1', '']","['13', '']","['4', '']","['40', '']","['17', '']","['1', '']","['0', '']","['*', '']","['10', '']","['0', '']","['0', '']","['*', '']"
7843,r359,All institutions -> Towson U.,All institutions,Towson U.,2,358,"['86', '']","['0', '']","['19', '']","['7', '']","['0', '']","['1', '']","['13', '']","['2', '']","['7', '']","['22', '']","['14', '']","['2', '']","['0', '']"
7843,r360,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,359,"['86', '']","['0', '']","['4', '']","['4', '']","['25', '']","['25', '']","['0', '']","['*', '']","['0', '']","['27', '']","['1', '']","['0', '']","['0', '']"
7843,r361,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,360,"['86', '']","['0', '']","['25', '']","['8', '']","['15', '']","['10', '']","['6', '']","['2', '']","['3', '']","['17', '']","['0', '']","['0', '']","['0', '']"
7843,r362,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,361,"['85', '']","['0', '']","['24', '']","['10', '']","['8', '']","['8', '']","['2', '']","['5', '']","['0', '']","['15', '']","['5', '']","['8', '']","['0', '']"
7843,r363,All institutions -> Vassar C.,All institutions,Vassar C.,2,362,"['85', '']","['18', '']","['16', '']","['3', '']","['0', '']","['4', '']","['0', '']","['7', '']","['10', '']","['13', '']","['10', '']","['5', '']","['0', '']"
7843,r364,All institutions -> Spelman C.,All institutions,Spelman C.,2,363,"['84', '']","['1', '']","['16', '']","['5', '']","['1', '']","['0', '']","['0', '']","['6', '']","['1', '']","['52', '']","['1', '']","['0', '']","['0', '']"
7843,r365,All institutions -> Fordham U.,All institutions,Fordham U.,2,364,"['83', '']","['0', '']","['27', '']","['5', '']","['2', '']","['0', '']","['0', '']","['2', '']","['21', '']","['13', '']","['6', '']","['7', '']","['0', '']"
7843,r366,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,365,"['83', '']","['0', '']","['3', '']","['1', '']","['60', '']","['5', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']"
7843,r367,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,366,"['82', '']","['0', '']","['23', '']","['8', '']","['3', '']","['11', '']","['4', '']","['4', '']","['1', '']","['17', '']","['8', '']","['2', '']","['2', '']"
7843,r368,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,367,"['81', '']","['65', '']","['4', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['10', '']","['2', '']","['0', '']","['0', '']","['0', '']"
7843,r369,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,368,"['81', '']","['0', '']","['20', '']","['1', '']","['20', '']","['7', '']","['0', '']","['*', '']","['1', '']","['20', '']","['12', '']","['0', '']","['0', '']"
7843,r370,All institutions -> Amherst C.,All institutions,Amherst C.,2,369,"['80', '']","['0', '']","['29', '']","['3', '']","['0', '']","['4', '']","['0', '']","['2', '']","['4', '']","['27', '']","['4', '']","['6', '']","['0', '']"
7843,r371,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,370,"['80', '']","['45', '']","['10', '']","['0', '']","['13', '']","['4', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']"
7843,r372,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,371,"['78', '']","['0', '']","['17', '']","['3', '']","['0', '']","['0', '']","['26', '']","['2', '']","['3', '']","['14', '']","['10', '']","['3', '']","['*', '']"
7843,r373,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,372,"['77', '']","['1', '']","['25', '']","['10', '']","['1', '']","['0', '']","['5', '']","['3', '']","['2', '']","['20', '']","['10', '']","['2', '']","['0', '']"
7843,r374,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,373,"['75', '']","['0', '']","['15', '']","['2', '']","['3', '']","['5', '']","['13', '']","['4', '']","['1', '']","['18', '']","['7', '']","['7', '']","['0', '']"
7843,r375,All institutions -> American U.,All institutions,American U.,2,374,"['75', '']","['0', '']","['10', '']","['1', '']","['0', '']","['0', '']","['1', '']","['2', '']","['6', '']","['22', '']","['15', '']","['19', '']","['0', '']"
7843,r376,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,375,"['73', '']","['0', '']","['3', '']","['2', '']","['58', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['4', '']","['0', '']"
7843,r377,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,376,"['73', '']","['0', '']","['26', '']","['11', '']","['7', '']","['0', '']","['9', '']","['1', '']","['0', '']","['14', '']","['4', '']","['3', '']","['0', '']"
7843,r378,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,377,"['73', '']","['0', '']","['22', '']","['*', '']","['0', '']","['0', '']","['38', '']","['0', '']","['0', '']","['1', '']","['0', '']","['9', '']","['3', '']"
7843,r379,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,378,"['73', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['13', '']","['5', '']","['*', '']","['0', '']"
7843,r380,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,379,"['73', '']","['0', '']","['25', '']","['1', '']","['0', '']","['9', '']","['0', '']","['1', '']","['3', '']","['18', '']","['11', '']","['6', '']","['0', '']"
7843,r381,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,380,"['73', '']","['5', '']","['15', '']","['6', '']","['30', '']","['0', '']","['5', '']","['1', '']","['1', '']","['1', '']","['1', '']","['3', '']","['5', '']"
7843,r382,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,381,"['71', '']","['0', '']","['37', '']","['0', '']","['7', '']","['7', '']","['0', '']","['0', '']","['0', '']","['11', '']","['6', '']","['4', '']","['0', '']"
7843,r383,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,382,"['71', '']","['0', '']","['10', '']","['1', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['25', '']","['15', '']","['0', '']"
7843,r384,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,383,"['70', '']","['57', '']","['3', '']","['1', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['4', '']","['0', '']","['0', '']"
7843,r385,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,384,"['69', '']","['0', '']","['7', '']","['8', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']"
7843,r386,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,385,"['68', '']","['20', '']","['13', '']","['2', '']","['5', '']","['0', '']","['0', '']","['3', '']","['15', '']","['*', '']","['*', '']","['10', '']","['0', '']"
7843,r387,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,386,"['68', '']","['0', '']","['30', '']","['*', '']","['0', '']","['0', '']","['25', '']","['*', '']","['0', '']","['3', '']","['5', '']","['2', '']","['2', '']"
7843,r388,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,387,"['68', '']","['0', '']","['8', '']","['14', '']","['23', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
7843,r389,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,388,"['68', '']","['0', '']","['23', '']","['2', '']","['0', '']","['4', '']","['8', '']","['2', '']","['2', '']","['15', '']","['6', '']","['6', '']","['0', '']"
7843,r390,All institutions -> DePaul U.,All institutions,DePaul U.,2,389,"['67', '']","['3', '']","['19', '']","['7', '']","['0', '']","['0', '']","['0', '']","['4', '']","['3', '']","['17', '']","['6', '']","['10', '']","['0', '']"
7843,r391,All institutions -> Colby C.,All institutions,Colby C.,2,390,"['67', '']","['0', '']","['25', '']","['3', '']","['0', '']","['6', '']","['0', '']","['1', '']","['3', '']","['21', '']","['6', '']","['2', '']","['0', '']"
7843,r392,All institutions -> Furman U.,All institutions,Furman U.,2,391,"['67', '']","['0', '']","['15', '']","['0', '']","['0', '']","['7', '']","['3', '']","['*', '']","['0', '']","['36', '']","['5', '']","['0', '']","['0', '']"
7843,r393,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,392,"['67', '']","['5', '']","['8', '']","['1', '']","['6', '']","['1', '']","['7', '']","['2', '']","['19', '']","['5', '']","['1', '']","['11', '']","['0', '']"
7843,r394,All institutions -> U. of the Sciences Philadelphia,All institutions,U. of the Sciences Philadelphia,2,393,"['66', '']","['0', '']","['25', '']","['2', '']","['0', '']","['0', '']","['16', '']","['15', '']","['0', '']","['7', '']","['1', '']","['0', '']","['0', '']"
7843,r395,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,394,"['66', '']","['0', '']","['11', '']","['2', '']","['2', '']","['0', '']","['36', '']","['1', '']","['0', '']","['13', '']","['1', '']","['1', '']","['0', '']"
7843,r396,All institutions -> Central State U.,All institutions,Central State U.,2,395,"['65', '']","['9', '']","['6', '']","['5', '']","['29', '']","['4', '']","['0', '']","['*', '']","['12', '']","['*', '']","['0', '']","['*', '']","['0', '']"
7843,r397,All institutions -> U. of the Pacific,All institutions,U. of the Pacific,2,396,"['63', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['4', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
7843,r398,All institutions -> Pacific U.,All institutions,Pacific U.,2,397,"['62', '']","['0', '']","['9', '']","['4', '']","['0', '']","['0', '']","['22', '']","['3', '']","['2', '']","['14', '']","['7', '']","['*', '']","['2', '']"
7843,r399,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,398,"['62', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
7843,r400,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,399,"['61', '']","['0', '']","['22', '']","['8', '']","['12', '']","['0', '']","['3', '']","['0', '']","['0', '']","['3', '']","['8', '']","['2', '']","['4', '']"
7843,r401,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,400,"['61', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
7843,r402,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,401,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
7843,r403,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,402,"['60', '']","['0', '']","['23', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['28', '']","['0', '']","['0', '']","['0', '']"
7843,r404,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,403,"['59', '']","['5', '']","['14', '']","['1', '']","['8', '']","['3', '']","['1', '']","['3', '']","['3', '']","['11', '']","['3', '']","['6', '']","['0', '']"
7843,r405,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,404,"['59', '']","['0', '']","['10', '']","['*', '']","['19', '']","['7', '']","['4', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
7843,r406,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,405,"['58', '']","['0', '']","['7', '']","['1', '']","['24', '']","['6', '']","['5', '']","['0', '']","['2', '']","['12', '']","['*', '']","['2', '']","['0', '']"
7843,r407,All institutions -> Kettering U.,All institutions,Kettering U.,2,406,"['58', '']","['0', '']","['5', '']","['3', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']"
7843,r408,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,407,"['58', '']","['3', '']","['24', '']","['0', '']","['3', '']","['2', '']","['2', '']","['0', '']","['0', '']","['17', '']","['3', '']","['2', '']","['2', '']"
7843,r409,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,408,"['57', '']","['3', '']","['15', '']","['5', '']","['8', '']","['0', '']","['4', '']","['0', '']","['1', '']","['14', '']","['6', '']","['0', '']","['2', '']"
7843,r410,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,409,"['57', '']","['3', '']","['8', '']","['3', '']","['10', '']","['*', '']","['22', '']","['1', '']","['*', '']","['2', '']","['4', '']","['3', '']","['0', '']"
7843,r411,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,410,"['57', '']","['0', '']","['2', '']","['4', '']","['29', '']","['3', '']","['0', '']","['4', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']"
7843,r412,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,411,"['57', '']","['0', '']","['17', '']","['2', '']","['0', '']","['13', '']","['0', '']","['1', '']","['1', '']","['13', '']","['3', '']","['5', '']","['2', '']"
7843,r413,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,412,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
7843,r414,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,413,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
7843,r415,All institutions -> Kean U.,All institutions,Kean U.,2,414,"['55', '']","['0', '']","['18', '']","['2', '']","['0', '']","['0', '']","['17', '']","['*', '']","['1', '']","['11', '']","['0', '']","['0', '']","['6', '']"
7843,r416,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,415,"['55', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r417,All institutions -> Ithaca C.,All institutions,Ithaca C.,2,416,"['55', '']","['3', '']","['11', '']","['1', '']","['2', '']","['1', '']","['20', '']","['0', '']","['2', '']","['7', '']","['8', '']","['1', '']","['0', '']"
7843,r418,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,417,"['55', '']","['0', '']","['4', '']","['1', '']","['44', '']","['1', '']","['0', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']"
7843,r419,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,418,"['54', '']","['51', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
7843,r420,All institutions -> Clark U.,All institutions,Clark U.,2,419,"['54', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['24', '']","['7', '']","['13', '']","['0', '']"
7843,r421,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,420,"['54', '']","['0', '']","['14', '']","['1', '']","['12', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['5', '']","['7', '']","['0', '']"
7843,r422,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,421,"['54', '']","['0', '']","['4', '']","['1', '']","['*', '']","['2', '']","['0', '']","['6', '']","['0', '']","['5', '']","['8', '']","['28', '']","['0', '']"
7843,r423,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,422,"['53', '']","['0', '']","['16', '']","['1', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
7843,r424,All institutions -> U. of the Incarnate Word,All institutions,U. of the Incarnate Word,2,423,"['52', 'i']","['0', 'i']","['19', 'i']","['5', 'i']","['0', 'i']","['0', 'i']","['*', 'i']","['3', 'i']","['0', 'i']","['15', 'i']","['5', 'i']","['6', 'i']","['0', 'i']"
7843,r425,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,424,"['52', '']","['*', '']","['11', '']","['2', '']","['7', '']","['4', '']","['6', '']","['1', '']","['3', '']","['8', '']","['3', '']","['7', '']","['0', '']"
7843,r426,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,425,"['52', '']","['0', '']","['9', '']","['3', '']","['31', '']","['1', '']","['0', '']","['*', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']"
7843,r427,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,426,"['52', '']","['24', '']","['6', '']","['0', '']","['14', '']","['2', '']","['1', '']","['0', '']","['0', '']","['3', '']","['0', '']","['3', '']","['0', '']"
7843,r428,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,427,"['52', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r429,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,428,"['51', '']","['0', '']","['13', '']","['2', '']","['3', '']","['2', '']","['2', '']","['1', '']","['0', '']","['14', '']","['8', '']","['5', '']","['0', '']"
7843,r430,All institutions -> Trinity U.,All institutions,Trinity U.,2,429,"['50', '']","['7', '']","['15', '']","['1', '']","['5', '']","['3', '']","['0', '']","['*', '']","['*', '']","['11', '']","['4', '']","['4', '']","['0', '']"
7843,r431,All institutions -> U. West Florida,All institutions,U. West Florida,2,430,"['50', '']","['0', '']","['13', '']","['2', '']","['4', '']","['0', '']","['2', '']","['*', '']","['11', '']","['7', '']","['*', '']","['10', '']","['1', '']"
7843,r432,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,431,"['50', '']","['3', '']","['21', '']","['0', '']","['0', '']","['2', '']","['0', '']","['*', '']","['3', '']","['20', '']","['1', '']","['0', '']","['0', '']"
7843,r433,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,432,"['50', '']","['6', '']","['25', '']","['*', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r434,All institutions -> U. Hartford,All institutions,U. Hartford,2,433,"['49', '']","['0', '']","['2', '']","['0', '']","['28', '']","['0', '']","['5', '']","['0', '']","['0', '']","['4', '']","['1', '']","['0', '']","['9', '']"
7843,r435,All institutions -> Calvin U.,All institutions,Calvin U.,2,434,"['49', '']","['0', '']","['9', '']","['5', '']","['13', '']","['2', '']","['6', '']","['*', '']","['*', '']","['9', '']","['2', '']","['2', '']","['0', '']"
7843,r436,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,435,"['48', '']","['0', '']","['8', '']","['2', '']","['1', '']","['10', '']","['1', '']","['0', '']","['0', '']","['8', '']","['10', '']","['7', '']","['0', '']"
7843,r437,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,436,"['48', 'i']","['0', 'i']","['10', 'i']","['6', 'i']","['20', 'i']","['2', 'i']","['*', 'i']","['1', 'i']","['0', 'i']","['6', 'i']","['1', 'i']","['2', 'i']","['0', 'i']"
7843,r438,All institutions -> C. Charleston,All institutions,C. Charleston,2,437,"['48', '']","['0', '']","['14', '']","['2', '']","['0', '']","['8', '']","['1', '']","['0', '']","['1', '']","['13', '']","['7', '']","['1', '']","['0', '']"
7843,r439,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,438,"['48', '']","['33', '']","['9', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['*', '']","['0', '']","['0', '']"
7843,r440,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,439,"['47', '']","['0', '']","['7', '']","['*', '']","['25', '']","['11', '']","['0', '']","['2', '']","['3', '']","['1', '']","['0', '']","['0', '']","['0', '']"
