table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10153,r359,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,358,"['18', 'i']","['0', 'i']","['0', 'i']","['16', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']"
10153,r360,All institutions -> Spelman C.,All institutions,Spelman C.,2,359,"['16', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r361,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,360,"['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r362,All institutions -> Davidson C.,All institutions,Davidson C.,2,361,"['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r363,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,361,"['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r364,All institutions -> James Madison U.,All institutions,James Madison U.,2,363,"['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r365,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,363,"['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']"
10153,r366,All institutions -> Albion C.,All institutions,Albion C.,2,365,"['10', 'i']","['5', 'i']","['1', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']"
10153,r367,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,366,"['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
10153,r368,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,366,"['7', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r369,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,366,"['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
10153,r370,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,369,"['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']"
10153,r371,All institutions -> Robert Morris U.,All institutions,Robert Morris U.,2,369,"['6', 'i']","['1', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['5', 'i']","['0', 'i']"
10153,r372,All institutions -> Rowan U.,All institutions,Rowan U.,2,369,"['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']"
10153,r373,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,369,"['6', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']"
10153,r374,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,373,"['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']"
10153,r375,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,374,"['4', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r376,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,375,"['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']"
10153,r377,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,376,"['2', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r378,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,376,"['2', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r379,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,378,"['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
