table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12859,r583,South Carolina -> Public -> Clemson U.,South Carolina,Public,Clemson U.,3,"['9,870', '']","['0', '']","['47,000', '']","['0', '']","['0', '']","['6,540', '']","['0', '']","['5,000', '']","['79,300', '']","['336,375', '']","['0', '']","['0', '']"
12859,r584,South Carolina -> Public -> Coastal Carolina U.,South Carolina,Public,Coastal Carolina U.,3,"['0', '']","['0', '']","['3,950', '']","['0', '']","['7,638', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r585,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['0', '']","['112,251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r586,South Carolina -> Public -> South Carolina State U.,South Carolina,Public,South Carolina State U.,3,"['0', '']","['2,500', '']","['50,000', '']","['0', '']","['21,000', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['6,000', '']","['12,000', '']","['0', '']"
12859,r587,"South Carolina -> Public -> U. South Carolina, Aiken",South Carolina,Public,"U. South Carolina, Aiken",3,"['na', '']","['na', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r588,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300,000', '']","['0', '']","['0', '']"
12859,r589,South Carolina -> Public -> Winthrop U.,South Carolina,Public,Winthrop U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r590,South Carolina -> Private,South Carolina,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r591,South Carolina -> Private -> Benedict C.,South Carolina,Private,Benedict C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r592,South Carolina -> Private -> Claflin U.,South Carolina,Private,Claflin U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r593,South Carolina -> Private -> Furman U.,South Carolina,Private,Furman U.,3,"['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r594,South Dakota,South Dakota,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r595,South Dakota -> Public,South Dakota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r596,South Dakota -> Public -> Black Hills State U.,South Dakota,Public,Black Hills State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r597,South Dakota -> Public -> Dakota State U.,South Dakota,Public,Dakota State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['6,500', '']","['0', '']","['0', '']","['60,000', '']","['0', '']","['0', '']"
12859,r598,South Dakota -> Public -> South Dakota School of Mines and Technology,South Dakota,Public,South Dakota School of Mines and Technology,3,"['0', '']","['7,100', '']","['15,387', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,730', '']","['0', '']","['0', '']","['0', '']"
12859,r599,South Dakota -> Public -> South Dakota State U.,South Dakota,Public,South Dakota State U.,3,"['0', '']","['11,467', '']","['1,874', '']","['854', '']","['10,000', '']","['4,325', '']","['0', '']","['8,124', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r600,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r601,Tennessee,Tennessee,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r602,Tennessee -> Public,Tennessee,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r603,Tennessee -> Public -> Austin Peay State U.,Tennessee,Public,Austin Peay State U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['112,000', '']","['0', '']","['0', '']"
12859,r604,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['1,820', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r605,Tennessee -> Public -> Middle Tennessee State U.,Tennessee,Public,Middle Tennessee State U.,3,"['0', '']","['0', '']","['0', '']","['10,400', '']","['0', '']","['0', '']","['0', '']","['292', '']","['1,940', '']","['0', '']","['0', '']","['0', '']"
12859,r606,Tennessee -> Public -> Tennessee State U.,Tennessee,Public,Tennessee State U.,3,"['0', '']","['0', '']","['1,287', '']","['8,000', '']","['500', '']","['39,987', '']","['10,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r607,Tennessee -> Public -> Tennessee Technological U.,Tennessee,Public,Tennessee Technological U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22,077', '']","['0', '']","['60,000', '']","['0', '']","['0', '']","['0', '']"
12859,r608,Tennessee -> Public -> U. Memphis,Tennessee,Public,U. Memphis,3,"['0', '']","['0', '']","['0', '']","['0', '']","['7,389', '']","['650', '']","['0', '']","['0', '']","['22,000', '']","['0', '']","['269,300', '']","['0', '']"
12859,r609,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r610,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['na', '']","['na', '']","['na', '']","['49,000', '']","['0', '']","['0', '']","['0', '']","['13,560', '']","['0', '']","['29,454', '']","['0', '']","['0', '']"
12859,r611,"Tennessee -> Public -> U. Tennessee, Knoxville<sup>h</sup>",Tennessee,Public,"U. Tennessee, Knoxville<sup>h</sup>",3,"['10,000', '']","['0', '']","['11,600', '']","['28,388', '']","['71,464', '']","['0', '']","['56,163', '']","['26,910', '']","['2,390', '']","['199,000', '']","['0', '']","['0', '']"
12859,r612,Tennessee -> Private,Tennessee,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r613,Tennessee -> Private -> Fisk U.,Tennessee,Private,Fisk U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,000', '']","['0', '']","['0', '']"
12859,r614,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r615,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center<sup>l</sup>,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center<sup>l</sup>,3,"['54,710', '']","['0', '']","['775', '']","['0', '']","['26,948', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r616,Texas,Texas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r617,Texas -> Public,Texas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r618,Texas -> Public -> Lamar U.,Texas,Public,Lamar U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r619,Texas -> Public -> Prairie View A&M U.,Texas,Public,Prairie View A&M U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,195', '']","['0', '']","['16,287', '']","['0', '']","['15,100', '']","['0', '']"
12859,r620,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['351', '']","['17,900', '']","['3,731', '']","['0', '']","['373', '']","['0', '']","['0', '']","['0', '']"
12859,r621,Texas -> Public -> Stephen F. Austin State U.,Texas,Public,Stephen F. Austin State U.,3,"['0', '']","['300', '']","['0', '']","['0', '']","['0', '']","['46,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r622,Texas -> Public -> Sul Ross State U.,Texas,Public,Sul Ross State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,000', '']","['0', '']","['0', '']"
12859,r623,Texas -> Public -> Tarleton State U.,Texas,Public,Tarleton State U.,3,"['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['27,837', '']","['10,000', '']","['0', '']","['1,390', '']","['80,000', '']","['7,000', '']","['3,500', '']"
12859,r624,Texas -> Public -> Texas A&M International U.,Texas,Public,Texas A&M International U.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['25,000', '']","['0', '']","['0', '']","['0', '']","['53,000', '']","['0', '']","['0', '']"
12859,r625,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['NA', '']","['244,089', 'i']","['0', '']","['0', '']","['8,708', '']","['289,281', '']","['17,752', '']","['144,034', '']","['118,688', '']","['49,400', '']","['0', '']","['0', '']"
12859,r626,Texas -> Public -> Texas A&M U.-Commerce,Texas,Public,Texas A&M U.-Commerce,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r627,Texas -> Public -> Texas A&M U.-Corpus Christi,Texas,Public,Texas A&M U.-Corpus Christi,3,"['0', '']","['0', '']","['0', '']","['413', '']","['0', '']","['25,737', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r628,Texas -> Public -> Texas A&M U.-Kingsville,Texas,Public,Texas A&M U.-Kingsville,3,"['826', '']","['1,089', '']","['434', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['400', '']","['0', '']","['0', '']"
12859,r629,Texas -> Public -> Texas A&M U.-San Antonio,Texas,Public,Texas A&M U.-San Antonio,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['55,000', '']","['0', '']","['0', '']"
12859,r630,Texas -> Public -> Texas Southern U.,Texas,Public,Texas Southern U.,3,"['0', '']","['0', '']","['0', '']","['3,734', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r631,Texas -> Public -> Texas State U.,Texas,Public,Texas State U.,3,"['1,398', '']","['1,070', '']","['2,067', '']","['0', '']","['0', '']","['51,700', '']","['0', '']","['14,027', '']","['0', '']","['17,751', '']","['0', '']","['0', '']"
12859,r632,Texas -> Public -> Texas Tech U.,Texas,Public,Texas Tech U.,3,"['10,000', '']","['0', '']","['0', '']","['5,197', '']","['3,016', '']","['77,000', '']","['7,200', '']","['10,445', '']","['26,114', '']","['1,500', '']","['0', '']","['0', '']"
12859,r633,"Texas -> Public -> Texas Tech U., Health Sciences Center<sup>m</sup>",Texas,Public,"Texas Tech U., Health Sciences Center<sup>m</sup>",3,"['11,603', '']","['0', '']","['5,023', '']","['0', '']","['334', '']","['1,215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r634,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['30,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r635,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['54,000', '']","['0', '']","['0', '']","['107,000', '']","['0', '']","['0', '']"
12859,r636,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['0', '']","['15,053', '']","['34,953', 'i']","['0', '']","['41,845', '']","['102,000', '']","['3,733', '']","['0', '']","['19,200', '']","['19,000', '']","['66,400', '']","['0', '']"
12859,r637,Texas -> Public -> U. Houston-Clear Lake,Texas,Public,U. Houston-Clear Lake,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['10,632', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r638,"Texas -> Public -> U. North Texas, Denton",Texas,Public,"U. North Texas, Denton",3,"['NA', '']","['33,658', '']","['1,150', '']","['6,052', '']","['0', '']","['0', '']","['5,294', '']","['0', '']","['0', '']","['100,000', '']","['0', '']","['0', '']"
12859,r639,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['3,003', '']","['0', '']","['0', '']","['0', '']","['0', '']","['47,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r640,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['0', '']","['76,022', '']","['2,861', '']","['0', '']","['0', '']","['10,622', '']","['0', '']","['0', '']","['0', '']","['300,000', '']","['172,000', '']","['0', '']"
12859,r641,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['0', '']","['150,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['51,700', '']","['19,550', '']","['79,535', '']","['79,170', '']","['0', '']","['0', '']"
12859,r642,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r643,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['136,630', '']","['0', '']","['0', '']","['282,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['772,011', '']","['0', '']","['0', '']"
12859,r644,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['6,221', '']","['0', '']","['0', '']","['0', '']","['0', '']","['54,110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r645,Texas -> Public -> U. Texas of the Permian Basin,Texas,Public,U. Texas of the Permian Basin,3,"['ne', '']","['18,099', '']","['0', '']","['ne', '']","['0', '']","['51,219', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r646,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['38,956', '']","['984', '']","['6,550', '']","['0', '']","['12,500', '']","['0', '']","['0', '']"
12859,r647,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['21,960', '']","['195,700', '']","['820,137', '']","['0', '']","['3,487', '']","['0', '']","['215,922', '']","['120,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r648,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['0', '']","['57,881', '']","['0', '']","['0', '']","['0', '']","['71,000', '']","['0', '']","['0', '']","['65,560', '']","['0', '']","['0', '']","['0', '']"
12859,r649,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['0', '']","['0', '']","['155,152', '']","['40,000', '']","['105,324', '']","['0', '']","['96,011', '']","['3,209', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r650,"Texas -> Public -> U. Texas, Dallas",Texas,Public,"U. Texas, Dallas",3,"['0', '']","['0', '']","['0', '']","['143,000', '']","['21,496', '']","['45,377', '']","['13,261', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r651,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['25,762', '']","['28,199', '']","['27,000', '']","['0', '']","['0', '']","['85,424', '']","['0', '']","['27,911', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r652,"Texas -> Public -> U. Texas, San Antonio",Texas,Public,"U. Texas, San Antonio",3,"['22,342', '']","['0', '']","['0', '']","['9,269', '']","['0', '']","['18,060', '']","['0', '']","['57,602', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r653,"Texas -> Public -> U. Texas, Tyler",Texas,Public,"U. Texas, Tyler",3,"['ne', '']","['0', '']","['0', '']","['860', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,150', '']","['0', '']","['0', '']"
12859,r654,Texas -> Public -> West Texas A&M U.,Texas,Public,West Texas A&M U.,3,"['0', '']","['0', '']","['3,103', '']","['700', '']","['0', '']","['0', 'i']","['0', 'i']","['493', '']","['1,087', '']","['0', '']","['0', '']","['0', '']"
12859,r655,Texas -> Private,Texas,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r656,Texas -> Private -> Abilene Christian U.,Texas,Private,Abilene Christian U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r657,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['50,732', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,982', '']","['0', '']","['0', '']","['39,000', '']","['100,000', '']","['0', '']","['0', '']"
12859,r658,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['0', '']","['792', '']","['0', '']","['0', '']","['526', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r659,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['46,400', '']","['24,696', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['73,450', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r660,Texas -> Private -> Southern Methodist U.,Texas,Private,Southern Methodist U.,3,"['7,200', '']","['2,383', '']","['0', '']","['9,800', '']","['0', '']","['0', '']","['11,762', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r661,Texas -> Private -> St. Edward's U.,Texas,Private,St. Edward's U.,3,"['ne', '']","['ne', '']","['ne', '']","['35,000', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r662,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r663,Texas -> Private -> Trinity U.,Texas,Private,Trinity U.,3,"['0', '']","['0', '']","['14,420', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r664,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['120,000', '']","['0', '']","['0', '']","['0', '']"
12859,r665,Utah,Utah,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r666,Utah -> Public,Utah,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r667,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['19,858', '']","['131,920', '']","['75,104', '']","['274', '']","['112,571', '']","['53,145', '']","['3,385', '']","['9,685', '']","['128,487', '']","['205,000', '']","['0', '']","['0', '']"
12859,r668,Utah -> Public -> Utah State U.,Utah,Public,Utah State U.,3,"['22,586', '']","['82,720', '']","['5,064', '']","['0', '']","['2,320', '']","['39,038', '']","['32,000', '']","['35,996', '']","['0', '']","['14,000', '']","['0', '']","['0', '']"
12859,r669,Utah -> Public -> Utah Valley U.,Utah,Public,Utah Valley U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,306', '']","['0', '']","['0', '']","['0', '']"
12859,r670,Utah -> Private,Utah,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r671,"Utah -> Private -> Brigham Young U., Provo",Utah,Private,"Brigham Young U., Provo",3,"['0', '']","['0', '']","['89,269', 'i']","['250', 'i']","['0', '']","['35,940', 'i']","['3,675', 'i']","['0', '']","['0', '']","['900', 'i']","['0', '']","['0', '']"
12859,r672,Vermont,Vermont,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r673,Vermont -> Public,Vermont,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r674,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['520', '']","['46,985', '']","['0', '']","['2,311', '']","['1,673', '']","['11,177', '']","['0', '']","['44,882', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r675,Vermont -> Private,Vermont,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
