table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r602,Pennsylvania -> Private -> Gettysburg C.,Pennsylvania,Private,Gettysburg C.,3,"['814', '']","['669', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,318', '']","['1,539', '']","['1,664', '']"
3180,r603,Pennsylvania -> Private -> Haverford C.,Pennsylvania,Private,Haverford C.,3,"['3,620', '']","['2,765', '']","['2,588', '']","['2,769', '']","['2,546', '']","['2,633', '']","['2,173', '']","['2,442', '']","['3,041', '']","['3,752', '']"
3180,r604,Pennsylvania -> Private -> Lafayette C.,Pennsylvania,Private,Lafayette C.,3,"['2,089', '']","['2,426', '']","['1,864', '']","['1,947', '']","['1,915', '']","['1,693', '']","['1,553', '']","['1,831', '']","['1,815', '']","['1,554', '']"
3180,r605,Pennsylvania -> Private -> Lehigh U.,Pennsylvania,Private,Lehigh U.,3,"['37,332', '']","['32,086', '']","['31,992', '']","['35,220', '']","['37,066', '']","['36,788', '']","['32,941', '']","['36,969', '']","['38,674', '']","['38,185', '']"
3180,r606,Pennsylvania -> Private -> Mercyhurst U.,Pennsylvania,Private,Mercyhurst U.,3,"['2,040', '']","['1,206', '']","['1,539', '']","['1,414', '']","['1,914', '']","['1,987', '']","['1,647', '']","['1,669', 'i']","['ne', '']","['1,801', 'i']"
3180,r607,Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,3,"['1,278', '']","['2,401', '']","['1,898', '']","['2,614', '']","['2,209', '']","['2,561', '']","['2,458', '']","['2,969', '']","['3,059', '']","['3,162', '']"
3180,r608,Pennsylvania -> Private -> Saint Joseph's U.,Pennsylvania,Private,Saint Joseph's U.,3,"['2,918', '']","['3,073', '']","['2,955', '']","['2,921', '']","['1,988', '']","['2,093', '']","['2,171', '']","['2,409', '']","['2,151', '']","['2,851', '']"
3180,r609,Pennsylvania -> Private -> Salus U.,Pennsylvania,Private,Salus U.,3,"['1,359', '']","['1,493', '']","['1,337', '']","['1,368', '']","['1,190', '']","['1,257', '']","['1,641', '']","['1,566', '']","['1,286', '']","['854', '']"
3180,r610,Pennsylvania -> Private -> Swarthmore C.,Pennsylvania,Private,Swarthmore C.,3,"['2,984', '']","['2,994', '']","['3,281', '']","['3,415', '']","['3,528', '']","['2,943', '']","['3,211', '']","['3,569', '']","['3,921', '']","['4,203', '']"
3180,r611,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['103,064', '']","['104,923', '']","['100,506', '']","['89,273', '']","['118,378', '']","['119,631', '']","['122,396', '']","['142,569', '']","['148,573', '']","['170,458', '']"
3180,r612,Pennsylvania -> Private -> U. of the Sciences Philadelphia,Pennsylvania,Private,U. of the Sciences Philadelphia,3,"['1,964', '']","['3,504', '']","['3,610', '']","['3,765', '']","['2,922', '']","['4,076', '']","['3,308', '']","['3,980', '']","['3,671', '']","['3,740', '']"
3180,r613,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['836,322', '']","['886,036', '']","['847,077', '']","['828,422', '']","['828,350', '']","['864,068', '']","['1,296,429', '']","['1,374,293', '']","['1,441,931', '']","['1,506,285', '']"
3180,r614,Pennsylvania -> Private -> Villanova U.,Pennsylvania,Private,Villanova U.,3,"['10,066', 'i']","['10,044', '']","['8,547', 'i']","['7,049', '']","['13,700', '']","['14,512', '']","['14,903', '']","['19,037', '']","['20,730', '']","['22,837', '']"
3180,r615,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r616,Rhode Island -> Public,Rhode Island,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r617,Rhode Island -> Public -> Naval War C.,Rhode Island,Public,Naval War C.,3,"['ne', '']","['ne', '']","['2,938', 'i']","['2,700', 'i']","['2,736', 'i']","['2,653', '']","['3,210', '']","['4,240', 'i']","['5,270', '']","['5,060', '']"
3180,r618,Rhode Island -> Public -> Rhode Island C.,Rhode Island,Public,Rhode Island C.,3,"['ne', '']","['8,027', '']","['10,389', '']","['10,385', '']","['8,938', '']","['10,080', '']","['9,943', '']","['9,030', '']","['9,287', '']","['9,480', '']"
3180,r619,Rhode Island -> Public -> U. Rhode Island,Rhode Island,Public,U. Rhode Island,3,"['90,016', '']","['102,630', '']","['114,323', '']","['101,898', '']","['91,706', '']","['93,828', '']","['97,900', '']","['101,871', '']","['104,490', '']","['115,160', '']"
3180,r620,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r621,Rhode Island -> Private -> Brown U.,Rhode Island,Private,Brown U.,3,"['335,838', '']","['344,090', '']","['365,120', '']","['361,010', '']","['341,531', '']","['342,040', '']","['347,016', '']","['212,290', '']","['244,838', '']","['256,954', '']"
3180,r622,Rhode Island -> Private -> Providence C.,Rhode Island,Private,Providence C.,3,"['917', '']","['758', '']","['ne', '']","['983', '']","['ne', '']","['1,329', '']","['1,196', '']","['1,014', '']","['1,215', '']","['1,042', '']"
3180,r623,Rhode Island -> Private -> Rhode Island School of Design,Rhode Island,Private,Rhode Island School of Design,3,"['ne', '']","['551', '']","['ne', '']","['ne', '']","['ne', '']","['1,013', '']","['1,071', 'i']","['1,086', 'i']","['1,042', 'i']","['1,027', 'i']"
3180,r624,Rhode Island -> Private -> Roger Williams U.,Rhode Island,Private,Roger Williams U.,3,"['1,967', '']","['2,627', '']","['2,596', '']","['2,186', '']","['2,558', '']","['2,348', '']","['2,441', '']","['2,952', '']","['1,937', '']","['1,852', '']"
3180,r625,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r626,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r627,South Carolina -> Public -> C. Charleston,South Carolina,Public,C. Charleston,3,"['14,218', '']","['8,320', '']","['9,579', '']","['10,224', '']","['10,034', '']","['10,607', '']","['10,189', '']","['8,927', '']","['7,375', '']","['7,610', '']"
3180,r628,South Carolina -> Public -> Clemson U.,South Carolina,Public,Clemson U.,3,"['174,693', '']","['166,350', '']","['142,096', '']","['152,444', '']","['161,070', '']","['171,215', '']","['183,965', '']","['193,268', '']","['213,458', '']","['218,760', '']"
3180,r629,South Carolina -> Public -> Coastal Carolina U.,South Carolina,Public,Coastal Carolina U.,3,"['2,404', '']","['2,162', '']","['2,412', '']","['2,516', '']","['2,166', '']","['1,862', '']","['1,779', '']","['1,893', '']","['1,631', '']","['2,042', '']"
3180,r630,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['224,632', '']","['213,346', '']","['236,586', '']","['245,451', '']","['242,594', '']","['243,534', '']","['260,098', '']","['262,267', '']","['282,253', '']","['295,600', '']"
3180,r631,South Carolina -> Public -> South Carolina State U.,South Carolina,Public,South Carolina State U.,3,"['7,167', '']","['10,037', 'i']","['12,909', '']","['12,809', 'i']","['12,709', 'i']","['12,607', '']","['13,076', 'i']","['14,300', '']","['15,130', 'i']","['3,659', '']"
3180,r632,"South Carolina -> Public -> U. South Carolina, Aiken",South Carolina,Public,"U. South Carolina, Aiken",3,"['337', '']","['750', '']","['ne', '']","['1,309', '']","['1,133', '']","['1,154', '']","['1,445', '']","['2,961', '']","['2,602', '']","['2,481', '']"
3180,r633,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['229,145', '']","['201,592', '']","['214,901', '']","['203,365', '']","['206,173', '']","['208,736', '']","['209,271', '']","['208,670', '']","['206,355', '']","['205,940', '']"
3180,r634,South Carolina -> Public -> Winthrop U.,South Carolina,Public,Winthrop U.,3,"['ne', '']","['5,089', '']","['7,993', '']","['12,495', '']","['13,981', '']","['10,156', '']","['1,993', '']","['1,826', '']","['2,007', '']","['2,189', '']"
3180,r635,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r636,South Carolina -> Private -> Benedict C.,South Carolina,Private,Benedict C.,3,"['1,533', '']","['3,009', '']","['2,754', '']","['2,664', '']","['2,479', '']","['1,373', '']","['1,653', '']","['1,676', '']","['1,934', '']","['1,269', '']"
3180,r637,South Carolina -> Private -> Claflin U.,South Carolina,Private,Claflin U.,3,"['3,252', '']","['5,439', '']","['5,255', '']","['2,661', '']","['1,818', '']","['1,255', '']","['1,772', '']","['1,360', '']","['1,509', '']","['1,746', '']"
3180,r638,South Carolina -> Private -> Furman U.,South Carolina,Private,Furman U.,3,"['2,311', '']","['2,184', '']","['2,049', '']","['2,199', '']","['1,600', '']","['1,928', '']","['1,869', '']","['2,051', '']","['2,064', '']","['1,628', '']"
3180,r639,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r640,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r641,South Dakota -> Public -> Black Hills State U.,South Dakota,Public,Black Hills State U.,3,"['2,883', '']","['1,643', '']","['2,466', '']","['3,061', '']","['2,380', '']","['2,430', '']","['2,833', '']","['2,109', '']","['1,571', '']","['2,031', '']"
3180,r642,South Dakota -> Public -> Dakota State U.,South Dakota,Public,Dakota State U.,3,"['ne', '']","['1,015', '']","['5,709', '']","['1,574', '']","['1,446', '']","['1,152', '']","['2,171', '']","['2,284', '']","['3,619', '']","['3,710', '']"
3180,r643,South Dakota -> Public -> South Dakota School of Mines and Technology,South Dakota,Public,South Dakota School of Mines and Technology,3,"['28,572', '']","['32,070', '']","['19,140', '']","['12,156', '']","['10,524', '']","['14,970', '']","['15,396', '']","['15,541', '']","['15,092', '']","['12,973', '']"
3180,r644,South Dakota -> Public -> South Dakota State U.,South Dakota,Public,South Dakota State U.,3,"['67,552', '']","['69,680', '']","['68,743', '']","['63,843', '']","['58,334', '']","['58,373', '']","['60,677', '']","['63,412', '']","['63,465', '']","['66,794', '']"
3180,r645,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['30,616', '']","['28,959', '']","['31,982', '']","['33,187', '']","['30,700', '']","['25,661', '']","['25,864', '']","['28,358', '']","['30,943', '']","['32,028', '']"
3180,r646,South Dakota -> Private,South Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r647,South Dakota -> Private -> Augustana U.,South Dakota,Private,Augustana U.,3,"['912', '']","['1,578', '']","['1,160', '']","['1,045', '']","['1,106', '']","['782', '']","['ne', '']","['1,212', '']","['1,170', '']","['841', '']"
3180,r648,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r649,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r650,Tennessee -> Public -> Austin Peay State U.,Tennessee,Public,Austin Peay State U.,3,"['ne', '']","['2,180', '']","['2,124', '']","['2,067', '']","['2,002', '']","['2,113', '']","['1,823', '']","['2,134', '']","['2,644', '']","['2,285', '']"
3180,r651,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['9,869', '']","['10,249', '']","['11,213', '']","['8,919', '']","['7,836', '']","['6,930', '']","['7,982', '']","['9,493', '']","['14,043', '']","['14,197', '']"
3180,r652,Tennessee -> Public -> Middle Tennessee State U.,Tennessee,Public,Middle Tennessee State U.,3,"['4,793', '']","['4,969', '']","['7,108', '']","['5,718', '']","['4,334', '']","['4,350', '']","['6,164', '']","['4,714', '']","['7,132', '']","['7,673', '']"
3180,r653,Tennessee -> Public -> Tennessee State U.,Tennessee,Public,Tennessee State U.,3,"['12,432', '']","['13,468', '']","['15,439', '']","['16,177', '']","['20,068', '']","['19,955', '']","['19,520', '']","['18,108', '']","['17,681', '']","['15,236', '']"
3180,r654,Tennessee -> Public -> Tennessee Technological U.,Tennessee,Public,Tennessee Technological U.,3,"['16,754', '']","['13,247', '']","['10,233', '']","['9,715', '']","['10,097', '']","['11,082', '']","['11,528', '']","['12,079', '']","['12,765', '']","['13,801', '']"
3180,r655,Tennessee -> Public -> U. Memphis,Tennessee,Public,U. Memphis,3,"['49,517', '']","['48,321', '']","['51,194', '']","['48,141', '']","['55,566', '']","['46,675', '']","['48,321', '']","['49,695', '']","['64,297', '']","['58,700', '']"
3180,r656,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['10,749', '']","['9,251', '']","['10,896', '']","['7,844', '']","['6,239', '']","['6,817', '']","['5,600', '']","['6,352', '']","['7,585', '']","['9,280', '']"
3180,r657,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['81,904', '']","['81,220', '']","['77,754', '']","['71,902', '']","['67,841', '']","['65,771', '']","['71,547', '']","['73,393', '']","['79,460', '']","['96,979', '']"
3180,r658,"Tennessee -> Public -> U. Tennessee, Knoxville",Tennessee,Public,"U. Tennessee, Knoxville",3,"['150,671', '']","['167,456', '']","['179,252', '']","['193,054', '']","['179,041', '']","['173,533', '']","['183,268', '']","['203,800', '']","['259,607', '']","['247,693', '']"
3180,r659,"Tennessee -> Public -> U. Tennessee, Knoxville, Institute of Agriculture",Tennessee,Public,"U. Tennessee, Knoxville, Institute of Agriculture",3,"['59,212', '']","['62,786', '']","['68,480', '']","['67,887', '']","['67,171', '']","['67,059', '']","['69,136', '']","['70,192', '']","['70,305', '']","['71,396', '']"
3180,r660,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r661,Tennessee -> Private -> Fisk U.,Tennessee,Private,Fisk U.,3,"['7,700', '']","['4,849', '']","['4,058', '']","['6,565', 'i']","['9,073', '']","['9,854', 'i']","['10,635', '']","['5,017', '']","['2,790', '']","['4,748', '']"
3180,r662,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['27,001', '']","['29,055', '']","['25,559', '']","['22,532', '']","['18,997', '']","['13,998', '']","['14,768', '']","['16,782', '']","['16,980', '']","['18,286', '']"
3180,r663,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['504,959', '']","['566,031', '']","['560,466', '']","['571,603', '']","['683,890', '']","['647,816', '']","['640,842', '']","['712,036', '']","['738,620', '']","['776,937', '']"
3180,r664,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r665,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r666,Texas -> Public -> Lamar U.,Texas,Public,Lamar U.,3,"['5,829', '']","['4,762', '']","['3,589', '']","['2,605', '']","['2,447', '']","['2,824', '']","['2,783', '']","['3,883', '']","['3,595', '']","['4,848', '']"
3180,r667,Texas -> Public -> Prairie View A&M U.,Texas,Public,Prairie View A&M U.,3,"['12,565', '']","['15,243', '']","['14,552', '']","['13,198', '']","['12,292', '']","['13,123', '']","['12,616', '']","['13,982', '']","['17,278', '']","['18,018', '']"
3180,r668,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['7,555', '']","['5,816', '']","['4,349', '']","['4,608', '']","['3,996', '']","['3,086', '']","['3,266', '']","['3,658', '']","['7,152', '']","['9,445', '']"
3180,r669,Texas -> Public -> Stephen F. Austin State U.,Texas,Public,Stephen F. Austin State U.,3,"['9,127', '']","['6,046', '']","['5,495', '']","['4,612', '']","['4,298', '']","['5,170', '']","['4,749', '']","['3,677', '']","['3,336', '']","['3,679', '']"
3180,r670,Texas -> Public -> Sul Ross State U.,Texas,Public,Sul Ross State U.,3,"['3,039', '']","['3,183', '']","['2,375', '']","['2,159', '']","['2,528', '']","['2,204', '']","['2,015', '']","['2,500', '']","['2,934', '']","['2,352', '']"
3180,r671,Texas -> Public -> Tarleton State U.,Texas,Public,Tarleton State U.,3,"['10,763', '']","['10,426', '']","['9,393', '']","['9,722', '']","['10,996', '']","['9,825', '']","['9,404', '']","['10,893', '']","['12,503', '']","['13,171', '']"
3180,r672,Texas -> Public -> Texas A&M International U.,Texas,Public,Texas A&M International U.,3,"['2,428', '']","['3,121', '']","['3,344', '']","['3,674', '']","['3,441', '']","['2,917', '']","['3,742', '']","['4,745', '']","['5,735', '']","['6,068', '']"
3180,r673,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['689,624', '']","['705,720', '']","['693,421', '']","['820,015', '']","['854,214', '']","['866,678', '']","['892,718', '']","['905,474', '']","['922,178', '']","['952,156', '']"
3180,r674,Texas -> Public -> Texas A&M U.-Central Texas,Texas,Public,Texas A&M U.-Central Texas,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,122', '']","['428', '']"
3180,r675,Texas -> Public -> Texas A&M U.-Commerce,Texas,Public,Texas A&M U.-Commerce,3,"['2,679', '']","['2,242', '']","['2,279', '']","['2,541', '']","['2,833', '']","['3,755', '']","['2,943', '']","['4,227', '']","['3,431', '']","['3,403', '']"
3180,r676,Texas -> Public -> Texas A&M U.-Corpus Christi,Texas,Public,Texas A&M U.-Corpus Christi,3,"['17,266', '']","['17,509', '']","['15,776', '']","['17,418', '']","['21,321', '']","['24,507', '']","['24,786', '']","['27,993', '']","['30,253', '']","['32,944', '']"
3180,r677,Texas -> Public -> Texas A&M U.-Kingsville,Texas,Public,Texas A&M U.-Kingsville,3,"['17,378', '']","['17,114', '']","['17,419', '']","['18,653', '']","['21,819', '']","['20,894', '']","['21,309', '']","['22,633', '']","['21,150', '']","['22,268', '']"
3180,r678,Texas -> Public -> Texas Southern U.,Texas,Public,Texas Southern U.,3,"['7,003', '']","['6,318', '']","['6,380', '']","['6,548', '']","['6,038', '']","['5,005', '']","['4,495', '']","['4,722', '']","['3,740', '']","['4,893', '']"
3180,r679,Texas -> Public -> Texas State U.,Texas,Public,Texas State U.,3,"['30,560', '']","['33,487', '']","['36,664', '']","['37,053', '']","['39,265', '']","['47,694', '']","['54,298', '']","['60,741', '']","['64,322', '']","['64,554', '']"
3180,r680,Texas -> Public -> Texas Tech U.,Texas,Public,Texas Tech U.,3,"['133,360', '']","['149,399', '']","['138,026', '']","['142,676', '']","['159,308', '']","['163,897', '']","['172,521', '']","['191,482', '']","['185,742', '']","['193,923', '']"
3180,r681,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['51,282', '']","['58,774', '']","['61,219', '']","['61,412', '']","['38,015', '']","['40,438', '']","['40,235', '']","['39,767', '']","['37,819', '']","['44,072', '']"
3180,r682,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['23,282', '']","['18,889', '']","['17,391', '']","['16,479', '']","['12,556', '']","['11,883', '']"
3180,r683,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['2,271', '']","['2,919', '']","['4,129', '']","['2,704', '']","['2,650', '']","['2,310', '']","['3,014', '']","['4,073', '']","['4,822', '']","['4,477', '']"
3180,r684,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['119,811', '']","['113,709', '']","['116,288', '']","['130,844', '']","['140,597', '']","['150,628', '']","['162,049', '']","['169,431', '']","['177,484', '']","['195,398', '']"
3180,r685,Texas -> Public -> U. Houston-Clear Lake,Texas,Public,U. Houston-Clear Lake,3,"['1,279', '']","['1,746', '']","['1,769', '']","['1,542', '']","['1,716', '']","['1,535', '']","['1,578', '']","['1,779', '']","['1,251', '']","['1,370', '']"
3180,r686,Texas -> Public -> U. Houston-Downtown,Texas,Public,U. Houston-Downtown,3,"['1,013', '']","['1,351', '']","['2,267', '']","['1,444', '']","['2,414', '']","['2,459', '']","['1,784', '']","['2,397', '']","['2,508', '']","['2,216', '']"
3180,r687,"Texas -> Public -> U. North Texas, Denton",Texas,Public,"U. North Texas, Denton",3,"['31,496', '']","['42,475', '']","['46,943', '']","['49,518', '']","['44,180', '']","['43,628', '']","['37,106', '']","['43,789', '']","['44,025', '']","['78,691', '']"
3180,r688,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['38,862', '']","['45,943', '']","['46,865', '']","['44,904', '']","['47,002', '']","['46,335', '']","['50,567', '']","['48,476', '']","['49,503', '']","['50,124', '']"
3180,r689,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['240,772', '']","['261,172', '']","['236,250', '']","['233,256', '']","['233,737', '']","['234,299', '']","['237,016', '']","['246,060', '']","['258,411', '']","['271,525', '']"
3180,r690,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['207,115', '']","['198,655', '']","['184,298', '']","['175,983', '']","['172,716', '']","['170,277', '']","['194,885', '']","['169,200', '']","['179,219', '']","['188,483', '']"
3180,r691,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,191', '']","['11,799', '']","['16,292', '']","['15,451', 'i']","['16,538', 'i']"
3180,r692,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['599,529', '']","['663,279', '']","['685,814', '']","['718,096', '']","['794,980', '']","['833,406', '']","['852,095', '']","['888,029', '']","['929,710', '']","['969,496', '']"
3180,r693,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['188,399', '']","['193,555', '']","['180,888', '']","['180,198', '']","['178,014', '']","['173,506', '']","['179,541', '']","['185,106', '']","['181,831', '']","['175,372', '']"
3180,r694,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['31,007', '']","['29,500', '']","['27,125', '']","['52,016', '']"
3180,r695,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['419,220', '']","['431,883', '']","['435,085', '']","['440,620', '']","['434,627', '']","['438,824', '']","['442,666', '']","['461,797', '']","['474,260', '']","['496,697', '']"
3180,r696,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['71,414', '']","['72,483', '']","['78,556', '']","['86,735', '']","['89,175', '']","['77,798', '']","['87,386', '']","['97,197', '']","['105,688', '']","['123,207', '']"
3180,r697,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['589,502', '']","['632,171', '']","['621,538', '']","['634,132', '']","['585,251', '']","['604,376', '']","['621,692', '']","['652,187', '']","['679,781', '']","['696,111', '']"
3180,r698,"Texas -> Public -> U. Texas, Dallas",Texas,Public,"U. Texas, Dallas",3,"['82,044', '']","['93,230', '']","['90,700', '']","['98,842', '']","['99,727', '']","['98,551', '']","['106,205', '']","['113,205', '']","['113,315', '']","['126,661', '']"
3180,r699,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['68,870', '']","['74,069', '']","['79,649', '']","['83,249', '']","['79,537', '']","['89,418', '']","['91,330', '']","['94,565', '']","['91,032', '']","['106,809', '']"
3180,r700,"Texas -> Public -> U. Texas, San Antonio",Texas,Public,"U. Texas, San Antonio",3,"['56,279', '']","['58,667', '']","['57,233', '']","['53,626', '']","['47,061', '']","['54,949', '']","['59,831', '']","['70,163', '']","['72,682', '']","['84,326', '']"
3180,r701,"Texas -> Public -> U. Texas, Tyler",Texas,Public,"U. Texas, Tyler",3,"['5,679', '']","['2,766', '']","['8,520', '']","['5,317', '']","['6,894', '']","['4,610', '']","['2,844', '']","['1,837', '']","['1,828', '']","['2,063', '']"
3180,r702,Texas -> Public -> West Texas A&M U.,Texas,Public,West Texas A&M U.,3,"['7,346', '']","['5,847', '']","['6,937', '']","['5,510', '']","['5,407', '']","['4,513', '']","['4,048', '']","['4,943', '']","['4,797', '']","['5,437', '']"
3180,r703,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r704,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['447,874', '']","['466,061', '']","['474,700', '']","['508,799', '']","['496,314', '']","['520,220', '']","['572,527', '']","['604,952', '']","['623,396', '']","['651,920', '']"
3180,r705,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['10,925', '']","['12,343', '']","['10,161', '']","['13,616', '']","['20,729', '']","['24,642', '']","['26,767', '']","['29,400', '']","['31,936', '']","['33,304', '']"
3180,r706,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['97,903', '']","['110,235', '']","['117,223', '']","['131,003', '']","['138,536', '']","['144,679', '']","['154,543', '']","['167,277', '']","['161,831', '']","['182,564', '']"
3180,r707,Texas -> Private -> Southern Methodist U.,Texas,Private,Southern Methodist U.,3,"['18,742', '']","['24,453', '']","['24,397', '']","['22,544', '']","['32,401', '']","['29,282', '']","['31,819', '']","['29,879', '']","['31,140', '']","['42,562', '']"
3180,r708,Texas -> Private -> St. Edward's U.,Texas,Private,St. Edward's U.,3,"['ne', '']","['7,160', '']","['5,906', '']","['8,040', '']","['3,975', '']","['9,515', '']","['9,325', '']","['10,149', '']","['10,431', '']","['9,650', '']"
3180,r709,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['5,306', '']","['5,595', '']","['7,775', '']","['8,574', '']","['7,872', '']","['8,007', '']","['6,589', '']","['7,255', '']","['5,808', '']","['6,552', '']"
3180,r710,Texas -> Private -> Trinity U.,Texas,Private,Trinity U.,3,"['1,446', '']","['1,355', '']","['1,611', '']","['3,094', '']","['2,992', '']","['2,633', '']","['2,383', '']","['3,274', '']","['3,244', '']","['3,736', '']"
3180,r711,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['ne', '']","['667', '']","['ne', '']","['ne', '']","['ne', '']","['848', '']","['ne', '']","['ne', '']","['1,338', '']","['1,800', '']"
3180,r712,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r713,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
