table_id,row_id,time_period,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_1,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_2,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_3,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_4,total_employed_in_all_survey_cycles_2015_2017_and_2019_hierarchy_depth,value
6336,r497,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,In field in 2019,Number,,3,8150
6336,r498,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,In field in 2019,SE,,3,525
6336,r499,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,5200
6336,r500,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,425
6336,r501,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,2750
6336,r502,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,300
6336,r503,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,214150
6336,r504,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1450
6336,r505,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,In field in 2017,Number,,3,189200
6336,r506,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,In field in 2017,SE,,3,1575
6336,r507,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2017,Voluntarily,Number,4,4850
6336,r508,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2017,Voluntarily,SE,4,475
6336,r509,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2017,Involuntarily,Number,4,1650
6336,r510,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2017,Involuntarily,SE,4,225
6336,r511,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,In field in 2019,Number,,3,188300
6336,r512,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,In field in 2019,SE,,3,1525
6336,r513,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2019,Voluntarily,Number,4,5250
6336,r514,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2019,Voluntarily,SE,4,500
6336,r515,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2019,Involuntarily,Number,4,2200
6336,r516,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",In field in 2015,Out of field in 2019,Involuntarily,SE,4,275
6336,r517,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,In field in 2017,Number,,3,8500
6336,r518,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,In field in 2017,SE,,3,600
6336,r519,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,5850
6336,r520,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,450
6336,r521,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,4100
6336,r522,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,400
6336,r523,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,In field in 2019,Number,,3,8750
6336,r524,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,In field in 2019,SE,,3,625
6336,r525,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,6100
6336,r526,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,500
6336,r527,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,3600
6336,r528,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 21&#8211;30 years",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,350
6336,r529,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,110850
6336,r530,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1150
6336,r531,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,In field in 2017,Number,,3,98500
6336,r532,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,In field in 2017,SE,,3,1225
6336,r533,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2017,Voluntarily,Number,4,2800
6336,r534,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2017,Voluntarily,SE,4,325
6336,r535,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2017,Involuntarily,Number,4,850
6336,r536,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2017,Involuntarily,SE,4,200
6336,r537,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,In field in 2019,Number,,3,98100
6336,r538,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,In field in 2019,SE,,3,1225
6336,r539,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2019,Voluntarily,Number,4,3200
6336,r540,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2019,Voluntarily,SE,4,375
6336,r541,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2019,Involuntarily,Number,4,900
6336,r542,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",In field in 2015,Out of field in 2019,Involuntarily,SE,4,200
6336,r543,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,In field in 2017,Number,,3,3750
6336,r544,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,In field in 2017,SE,,3,375
6336,r545,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,3350
6336,r546,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,350
6336,r547,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,1600
6336,r548,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,200
6336,r549,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,In field in 2019,Number,,3,4000
6336,r550,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,In field in 2019,SE,,3,425
6336,r551,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,3350
6336,r552,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,375
6336,r553,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,1350
6336,r554,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> > 30 years",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,200
6336,r555,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,643500
6336,r556,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1950
6336,r557,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,In field in 2017,Number,,3,575900
6336,r558,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,In field in 2017,SE,,3,2300
6336,r559,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2017,Voluntarily,Number,4,13750
6336,r560,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2017,Voluntarily,SE,4,725
6336,r561,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2017,Involuntarily,Number,4,7200
6336,r562,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2017,Involuntarily,SE,4,475
6336,r563,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,In field in 2019,Number,,3,573250
6336,r564,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,In field in 2019,SE,,3,2300
6336,r565,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2019,Voluntarily,Number,4,15850
6336,r566,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2019,Voluntarily,SE,4,700
6336,r567,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2019,Involuntarily,Number,4,7750
6336,r568,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",In field in 2015,Out of field in 2019,Involuntarily,SE,4,550
6336,r569,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,In field in 2017,Number,,3,21600
6336,r570,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,In field in 2017,SE,,3,900
6336,r571,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,15000
6336,r572,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,650
6336,r573,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,10000
6336,r574,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,625
6336,r575,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,In field in 2019,Number,,3,23100
6336,r576,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,In field in 2019,SE,,3,950
6336,r577,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,15050
6336,r578,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,775
6336,r579,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,8450
6336,r580,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> U.S. residing",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,575
6336,r581,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,101900
6336,r582,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1225
6336,r583,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,In field in 2017,Number,,3,96200
6336,r584,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,In field in 2017,SE,,3,1275
6336,r585,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2017,Voluntarily,Number,4,1300
6336,r586,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2017,Voluntarily,SE,4,200
6336,r587,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2017,Involuntarily,Number,4,500
6336,r588,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2017,Involuntarily,SE,4,125
6336,r589,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,In field in 2019,Number,,3,95000
6336,r590,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,In field in 2019,SE,,3,1325
6336,r591,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2019,Voluntarily,Number,4,2100
6336,r592,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2019,Voluntarily,SE,4,250
6336,r593,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2019,Involuntarily,Number,4,850
6336,r594,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",In field in 2015,Out of field in 2019,Involuntarily,SE,4,175
6336,r595,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,In field in 2017,Number,,3,1950
6336,r596,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,In field in 2017,SE,,3,300
6336,r597,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,1300
6336,r598,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,200
6336,r599,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,750
6336,r600,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,175
6336,r601,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,In field in 2019,Number,,3,2050
6336,r602,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,In field in 2019,SE,,3,300
6336,r603,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,1300
6336,r604,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,250
6336,r605,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,600
6336,r606,"All employed for all survey cycles (2015, 2017, and 2019) -> Residence location in 2015 -> Non-U.S. residing",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,150
6336,r607,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,58050
6336,r608,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1200
6336,r609,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,In field in 2017,Number,,3,52300
6336,r610,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,In field in 2017,SE,,3,1125
6336,r611,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2017,Voluntarily,Number,4,950
6336,r612,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2017,Voluntarily,SE,4,225
6336,r613,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2017,Involuntarily,Number,4,700
6336,r614,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2017,Involuntarily,SE,4,150
6336,r615,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,In field in 2019,Number,,3,51850
6336,r616,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,In field in 2019,SE,,3,1100
6336,r617,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2019,Voluntarily,Number,4,1350
6336,r618,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2019,Voluntarily,SE,4,250
6336,r619,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2019,Involuntarily,Number,4,800
6336,r620,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",In field in 2015,Out of field in 2019,Involuntarily,SE,4,200
6336,r621,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,In field in 2017,Number,,3,2550
6336,r622,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,In field in 2017,SE,,3,350
6336,r623,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,900
6336,r624,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,175
6336,r625,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,650
6336,r626,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,125
6336,r627,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,In field in 2019,Number,,3,2400
6336,r628,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,In field in 2019,SE,,3,325
6336,r629,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,1050
6336,r630,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,200
6336,r631,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,650
6336,r632,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> With disability",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,150
6336,r633,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,687350
6336,r634,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,2250
6336,r635,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,In field in 2017,Number,,3,619750
6336,r636,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,In field in 2017,SE,,3,2450
6336,r637,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2017,Voluntarily,Number,4,14050
6336,r638,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2017,Voluntarily,SE,4,725
6336,r639,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2017,Involuntarily,Number,4,7000
6336,r640,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2017,Involuntarily,SE,4,500
6336,r641,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,In field in 2019,Number,,3,616400
6336,r642,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,In field in 2019,SE,,3,2350
6336,r643,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2019,Voluntarily,Number,4,16600
6336,r644,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2019,Voluntarily,SE,4,650
6336,r645,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2019,Involuntarily,Number,4,7800
6336,r646,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",In field in 2015,Out of field in 2019,Involuntarily,SE,4,575
6336,r647,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,In field in 2017,Number,,3,21000
6336,r648,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,In field in 2017,SE,,3,850
6336,r649,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,15400
6336,r650,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,700
6336,r651,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,10150
6336,r652,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,675
6336,r653,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,In field in 2019,Number,,3,22750
6336,r654,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,In field in 2019,SE,,3,925
6336,r655,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,15350
6336,r656,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,725
6336,r657,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,8400
6336,r658,"All employed for all survey cycles (2015, 2017, and 2019) -> Disability status in 2015 -> Without disability",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,550
6336,r659,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,513900
6336,r660,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,2075
6336,r661,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,In field in 2017,Number,,3,459550
6336,r662,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,In field in 2017,SE,,3,2275
6336,r663,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2017,Voluntarily,Number,4,11850
6336,r664,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2017,Voluntarily,SE,4,625
6336,r665,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2017,Involuntarily,Number,4,5250
6336,r666,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2017,Involuntarily,SE,4,375
6336,r667,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,In field in 2019,Number,,3,458200
6336,r668,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,In field in 2019,SE,,3,2300
6336,r669,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2019,Voluntarily,Number,4,12600
6336,r670,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2019,Voluntarily,SE,4,625
6336,r671,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2019,Involuntarily,Number,4,5900
