table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r620,United States -> Rhode Island -> Public -> U. Rhode Island,United States,Rhode Island,Public,U. Rhode Island,4,"['13,603', '']","['8,541', '']","['3,121', '']","['852', '']","['1,089', '']","['13,141', '']","['8,219', '']","['3,029', '']","['804', '']","['1,089', '']"
3189,r621,United States -> Rhode Island -> Private,United States,Rhode Island,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r622,United States -> Rhode Island -> Private -> Brown U.,United States,Rhode Island,Private,Brown U.,4,"['28,088', '']","['18,241', '']","['1,683', '']","['7,180', '']","['984', '']","['26,853', '']","['17,669', '']","['1,356', '']","['6,844', '']","['984', '']"
3189,r623,United States -> Rhode Island -> Private -> Providence C.,United States,Rhode Island,Private,Providence C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r624,United States -> Rhode Island -> Private -> Rhode Island School of Design,United States,Rhode Island,Private,Rhode Island School of Design,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r625,United States -> Rhode Island -> Private -> Roger Williams U.,United States,Rhode Island,Private,Roger Williams U.,4,"['178', '']","['174', '']","['0', '']","['0', '']","['4', '']","['178', '']","['174', '']","['0', '']","['0', '']","['4', '']"
3189,r626,United States -> South Carolina,United States,South Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r627,United States -> South Carolina -> Public,United States,South Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r628,United States -> South Carolina -> Public -> C. Charleston,United States,South Carolina,Public,C. Charleston,4,"['972', '']","['972', '']","['0', '']","['0', '']","['0', '']","['972', '']","['972', '']","['0', '']","['0', '']","['0', '']"
3189,r629,United States -> South Carolina -> Public -> Clemson U.,United States,South Carolina,Public,Clemson U.,4,"['14,611', '']","['5,895', 'i']","['2,446', 'i']","['3,839', 'i']","['2,431', 'i']","['10,240', '']","['5,895', 'i']","['2,029', 'i']","['1,121', 'i']","['1,195', 'i']"
3189,r630,United States -> South Carolina -> Public -> Coastal Carolina U.,United States,South Carolina,Public,Coastal Carolina U.,4,"['55', '']","['55', '']","['0', '']","['0', '']","['0', '']","['55', '']","['55', '']","['0', '']","['0', '']","['0', '']"
3189,r631,United States -> South Carolina -> Public -> Medical U. South Carolina,United States,South Carolina,Public,Medical U. South Carolina,4,"['21,254', '']","['12,692', '']","['3,377', '']","['2,152', '']","['3,033', '']","['19,302', '']","['11,110', '']","['3,198', '']","['1,961', '']","['3,033', '']"
3189,r632,United States -> South Carolina -> Public -> South Carolina State U.,United States,South Carolina,Public,South Carolina State U.,4,"['499', '']","['499', '']","['NA', '']","['NA', '']","['NA', '']","['499', '']","['499', '']","['0', '']","['0', '']","['0', '']"
3189,r633,"United States -> South Carolina -> Public -> U. South Carolina, Aiken",United States,South Carolina,Public,"U. South Carolina, Aiken",4,"['125', '']","['125', '']","['0', '']","['0', '']","['0', '']","['125', '']","['125', '']","['0', '']","['0', '']","['0', '']"
3189,r634,"United States -> South Carolina -> Public -> U. South Carolina, Columbia",United States,South Carolina,Public,"U. South Carolina, Columbia",4,"['15,787', '']","['12,217', '']","['930', '']","['1,516', '']","['1,124', '']","['13,238', '']","['10,591', '']","['660', '']","['863', '']","['1,124', '']"
3189,r635,United States -> South Carolina -> Public -> Winthrop U.,United States,South Carolina,Public,Winthrop U.,4,"['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3189,r636,United States -> South Carolina -> Private,United States,South Carolina,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r637,United States -> South Carolina -> Private -> Benedict C.,United States,South Carolina,Private,Benedict C.,4,"['78', '']","['78', '']","['0', '']","['0', '']","['0', '']","['78', '']","['78', '']","['0', '']","['0', '']","['0', '']"
3189,r638,United States -> South Carolina -> Private -> Claflin U.,United States,South Carolina,Private,Claflin U.,4,"['40', '']","['40', '']","['0', '']","['0', '']","['0', '']","['40', '']","['40', '']","['0', '']","['0', '']","['0', '']"
3189,r639,United States -> South Carolina -> Private -> Furman U.,United States,South Carolina,Private,Furman U.,4,"['22', '']","['22', '']","['0', '']","['0', '']","['0', '']","['22', '']","['22', '']","['0', '']","['0', '']","['0', '']"
3189,r640,United States -> South Dakota,United States,South Dakota,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r641,United States -> South Dakota -> Public,United States,South Dakota,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r642,United States -> South Dakota -> Public -> Black Hills State U.,United States,South Dakota,Public,Black Hills State U.,4,"['175', '']","['175', '']","['0', '']","['0', '']","['0', '']","['175', '']","['175', '']","['0', '']","['0', '']","['0', '']"
3189,r643,United States -> South Dakota -> Public -> Dakota State U.,United States,South Dakota,Public,Dakota State U.,4,"['63', '']","['63', '']","['0', '']","['0', '']","['0', '']","['63', '']","['63', '']","['0', '']","['0', '']","['0', '']"
3189,r644,United States -> South Dakota -> Public -> South Dakota School of Mines and Technology,United States,South Dakota,Public,South Dakota School of Mines and Technology,4,"['1,398', '']","['1,265', '']","['79', '']","['52', '']","['2', '']","['1,105', '']","['972', '']","['79', '']","['52', '']","['2', '']"
3189,r645,United States -> South Dakota -> Public -> South Dakota State U.,United States,South Dakota,Public,South Dakota State U.,4,"['9,838', '']","['9,367', '']","['125', '']","['81', '']","['265', '']","['9,157', '']","['8,767', '']","['125', '']","['0', '']","['265', '']"
3189,r646,United States -> South Dakota -> Public -> U. South Dakota,United States,South Dakota,Public,U. South Dakota,4,"['2,878', '']","['2,293', '']","['264', '']","['321', '']","['0', '']","['2,848', '']","['2,264', '']","['264', '']","['320', '']","['0', '']"
3189,r647,United States -> South Dakota -> Private,United States,South Dakota,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r648,United States -> South Dakota -> Private -> Augustana U.,United States,South Dakota,Private,Augustana U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r649,United States -> Tennessee,United States,Tennessee,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r650,United States -> Tennessee -> Public,United States,Tennessee,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r651,United States -> Tennessee -> Public -> Austin Peay State U.,United States,Tennessee,Public,Austin Peay State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r652,United States -> Tennessee -> Public -> East Tennessee State U.,United States,Tennessee,Public,East Tennessee State U.,4,"['937', '']","['913', '']","['24', '']","['0', '']","['0', '']","['880', '']","['880', '']","['0', '']","['0', '']","['0', '']"
3189,r653,United States -> Tennessee -> Public -> Middle Tennessee State U.,United States,Tennessee,Public,Middle Tennessee State U.,4,"['694', '']","['667', '']","['0', '']","['27', '']","['0', '']","['694', '']","['667', '']","['0', '']","['27', '']","['0', '']"
3189,r654,United States -> Tennessee -> Public -> Tennessee State U.,United States,Tennessee,Public,Tennessee State U.,4,"['144', '']","['58', '']","['81', '']","['0', '']","['5', '']","['60', '']","['47', '']","['8', '']","['0', '']","['5', '']"
3189,r655,United States -> Tennessee -> Public -> Tennessee Technological U.,United States,Tennessee,Public,Tennessee Technological U.,4,"['563', '']","['264', '']","['0', '']","['2', '']","['297', '']","['563', '']","['264', '']","['0', '']","['2', '']","['297', '']"
3189,r656,United States -> Tennessee -> Public -> U. Memphis,United States,Tennessee,Public,U. Memphis,4,"['3,751', '']","['2,715', '']","['166', '']","['283', '']","['587', '']","['3,567', '']","['2,710', '']","['0', '']","['270', '']","['587', '']"
3189,r657,"United States -> Tennessee -> Public -> U. Tennessee, Chattanooga",United States,Tennessee,Public,"U. Tennessee, Chattanooga",4,"['155', '']","['131', '']","['0', 'i']","['0', 'i']","['24', 'i']","['155', '']","['131', '']","['0', 'i']","['0', 'i']","['24', 'i']"
3189,r658,"United States -> Tennessee -> Public -> U. Tennessee, Health Science Center",United States,Tennessee,Public,"U. Tennessee, Health Science Center",4,"['3,177', '']","['2,036', '']","['282', 'i']","['199', 'i']","['660', 'i']","['2,504', '']","['1,864', '']","['282', 'i']","['199', 'i']","['159', 'i']"
3189,r659,"United States -> Tennessee -> Public -> U. Tennessee, Knoxville",United States,Tennessee,Public,"U. Tennessee, Knoxville",4,"['16,995', '']","['13,681', '']","['1,456', 'i']","['1,032', 'i']","['826', 'i']","['16,624', '']","['13,345', '']","['1,442', 'i']","['1,018', 'i']","['819', 'i']"
3189,r660,"United States -> Tennessee -> Public -> U. Tennessee, Knoxville, Institute of Agriculture",United States,Tennessee,Public,"U. Tennessee, Knoxville, Institute of Agriculture",4,"['4,685', '']","['3,884', '']","['561', 'i']","['0', 'i']","['240', 'i']","['4,425', '']","['3,864', '']","['561', 'i']","['0', 'i']","['0', 'i']"
3189,r661,United States -> Tennessee -> Private,United States,Tennessee,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r662,United States -> Tennessee -> Private -> Fisk U.,United States,Tennessee,Private,Fisk U.,4,"['204', '']","['100', '']","['104', '']","['0', '']","['0', '']","['204', '']","['100', '']","['104', '']","['0', '']","['0', '']"
3189,r663,United States -> Tennessee -> Private -> Meharry Medical C.,United States,Tennessee,Private,Meharry Medical C.,4,"['578', '']","['553', '']","['0', '']","['25', '']","['0', '']","['578', '']","['553', '']","['0', '']","['25', '']","['0', '']"
3189,r664,United States -> Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,United States,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,4,"['90,897', '']","['65,661', '']","['14,040', '']","['8,533', '']","['2,663', '']","['83,871', '']","['59,573', '']","['13,498', '']","['8,273', '']","['2,527', '']"
3189,r665,United States -> Texas,United States,Texas,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r666,United States -> Texas -> Public,United States,Texas,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r667,United States -> Texas -> Public -> Lamar U.,United States,Texas,Public,Lamar U.,4,"['199', '']","['199', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r668,United States -> Texas -> Public -> Prairie View A&M U.,United States,Texas,Public,Prairie View A&M U.,4,"['334', '']","['331', '']","['3', '']","['0', '']","['0', '']","['334', '']","['331', '']","['3', '']","['0', '']","['0', '']"
3189,r669,United States -> Texas -> Public -> Sam Houston State U.,United States,Texas,Public,Sam Houston State U.,4,"['443', '']","['255', '']","['18', '']","['0', '']","['170', '']","['273', '']","['255', '']","['18', '']","['0', '']","['0', '']"
3189,r670,United States -> Texas -> Public -> Stephen F. Austin State U.,United States,Texas,Public,Stephen F. Austin State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r671,United States -> Texas -> Public -> Sul Ross State U.,United States,Texas,Public,Sul Ross State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r672,United States -> Texas -> Public -> Tarleton State U.,United States,Texas,Public,Tarleton State U.,4,"['384', '']","['34', '']","['0', '']","['0', '']","['350', '']","['240', '']","['34', '']","['0', '']","['0', '']","['206', '']"
3189,r673,United States -> Texas -> Public -> Texas A&M International U.,United States,Texas,Public,Texas A&M International U.,4,"['107', '']","['35', '']","['10', '']","['62', '']","['0', '']","['107', '']","['35', '']","['10', '']","['62', '']","['0', '']"
3189,r674,"United States -> Texas -> Public -> Texas A&M U., College Station and Health Science Center",United States,Texas,Public,"Texas A&M U., College Station and Health Science Center",4,"['43,517', '']","['28,209', '']","['6,990', '']","['3,346', '']","['4,972', '']","['32,774', '']","['22,222', '']","['5,362', '']","['3,000', '']","['2,190', '']"
3189,r675,United States -> Texas -> Public -> Texas A&M U.-Central Texas,United States,Texas,Public,Texas A&M U.-Central Texas,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r676,United States -> Texas -> Public -> Texas A&M U.-Commerce,United States,Texas,Public,Texas A&M U.-Commerce,4,"['33', '']","['33', '']","['0', '']","['0', '']","['0', '']","['33', '']","['33', '']","['0', '']","['0', '']","['0', '']"
3189,r677,United States -> Texas -> Public -> Texas A&M U.-Corpus Christi,United States,Texas,Public,Texas A&M U.-Corpus Christi,4,"['6,329', '']","['3,861', '']","['2,347', '']","['111', '']","['10', '']","['4,323', '']","['3,502', '']","['710', '']","['111', '']","['0', '']"
3189,r678,United States -> Texas -> Public -> Texas A&M U.-Kingsville,United States,Texas,Public,Texas A&M U.-Kingsville,4,"['652', '']","['620', '']","['0', '']","['0', '']","['32', '']","['613', '']","['581', '']","['0', '']","['0', '']","['32', '']"
3189,r679,United States -> Texas -> Public -> Texas Southern U.,United States,Texas,Public,Texas Southern U.,4,"['345', '']","['345', '']","['0', '']","['0', '']","['0', '']","['345', '']","['345', '']","['0', '']","['0', '']","['0', '']"
3189,r680,United States -> Texas -> Public -> Texas State U.,United States,Texas,Public,Texas State U.,4,"['4,437', '']","['2,020', '']","['1,518', '']","['50', '']","['849', '']","['3,961', '']","['1,897', '']","['1,455', '']","['0', '']","['609', '']"
3189,r681,United States -> Texas -> Public -> Texas Tech U.,United States,Texas,Public,Texas Tech U.,4,"['4,492', '']","['1,887', '']","['1,121', '']","['0', '']","['1,484', '']","['3,117', '']","['811', '']","['849', '']","['0', '']","['1,457', '']"
3189,r682,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center",United States,Texas,Public,"Texas Tech U., Health Sciences Center",4,"['655', '']","['419', '']","['71', '']","['165', '']","['0', '']","['655', '']","['419', '']","['71', '']","['165', '']","['0', '']"
3189,r683,"United States -> Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",United States,Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",4,"['41', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r684,United States -> Texas -> Public -> Texas Woman's U.,United States,Texas,Public,Texas Woman's U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r685,United States -> Texas -> Public -> U. Houston,United States,Texas,Public,U. Houston,4,"['4,346', '']","['4,221', '']","['125', '']","['0', '']","['0', '']","['4,234', '']","['4,168', '']","['66', '']","['0', '']","['0', '']"
3189,r686,United States -> Texas -> Public -> U. Houston-Clear Lake,United States,Texas,Public,U. Houston-Clear Lake,4,"['10', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r687,United States -> Texas -> Public -> U. Houston-Downtown,United States,Texas,Public,U. Houston-Downtown,4,"['174', '']","['139', '']","['0', '']","['0', '']","['35', '']","['174', '']","['139', '']","['0', '']","['0', '']","['35', '']"
3189,r688,"United States -> Texas -> Public -> U. North Texas, Denton",United States,Texas,Public,"U. North Texas, Denton",4,"['1,736', '']","['1,633', '']","['33', '']","['0', '']","['70', '']","['1,666', '']","['1,579', '']","['33', '']","['0', '']","['54', '']"
3189,r689,"United States -> Texas -> Public -> U. North Texas, Health Science Center",United States,Texas,Public,"U. North Texas, Health Science Center",4,"['3,091', '']","['2,389', '']","['4', '']","['421', '']","['277', '']","['3,066', '']","['2,387', '']","['0', '']","['402', '']","['277', '']"
3189,r690,"United States -> Texas -> Public -> U. Texas Health Science Center, Houston",United States,Texas,Public,"U. Texas Health Science Center, Houston",4,"['16,731', '']","['11,432', '']","['379', '']","['4,021', '']","['899', '']","['15,086', '']","['10,870', '']","['203', '']","['3,494', '']","['519', '']"
3189,r691,"United States -> Texas -> Public -> U. Texas Health Science Center, San Antonio",United States,Texas,Public,"U. Texas Health Science Center, San Antonio",4,"['15,615', '']","['13,642', '']","['536', '']","['749', '']","['688', '']","['15,118', '']","['13,247', '']","['536', '']","['749', '']","['586', '']"
3189,r692,"United States -> Texas -> Public -> U. Texas Health Science Center, Tyler",United States,Texas,Public,"U. Texas Health Science Center, Tyler",4,"['980', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['980', 'i']","['980', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['980', 'i']"
3189,r693,United States -> Texas -> Public -> U. Texas M. D. Anderson Cancer Center,United States,Texas,Public,U. Texas M. D. Anderson Cancer Center,4,"['21,106', '']","['14,557', '']","['512', '']","['5,206', '']","['831', '']","['15,794', '']","['10,444', '']","['406', '']","['4,315', '']","['629', '']"
3189,r694,United States -> Texas -> Public -> U. Texas Medical Branch,United States,Texas,Public,U. Texas Medical Branch,4,"['13,320', '']","['7,795', '']","['1,814', '']","['171', '']","['3,540', '']","['12,339', '']","['7,795', '']","['1,814', '']","['171', '']","['2,559', '']"
3189,r695,United States -> Texas -> Public -> U. Texas Rio Grande Valley,United States,Texas,Public,U. Texas Rio Grande Valley,4,"['2,162', '']","['1,937', '']","['0', '']","['210', '']","['15', '']","['2,078', '']","['1,853', '']","['0', '']","['210', '']","['15', '']"
3189,r696,United States -> Texas -> Public -> U. Texas Southwestern Medical Center,United States,Texas,Public,U. Texas Southwestern Medical Center,4,"['25,397', '']","['10,680', '']","['3,126', '']","['9,032', '']","['2,559', '']","['21,335', '']","['9,934', '']","['3,100', '']","['6,353', '']","['1,948', '']"
3189,r697,"United States -> Texas -> Public -> U. Texas, Arlington",United States,Texas,Public,"U. Texas, Arlington",4,"['8,750', '']","['6,615', '']","['569', '']","['1,487', '']","['79', '']","['8,119', '']","['5,984', '']","['569', '']","['1,487', '']","['79', '']"
3189,r698,"United States -> Texas -> Public -> U. Texas, Austin",United States,Texas,Public,"U. Texas, Austin",4,"['39,297', '']","['28,497', '']","['4,719', 'i']","['3,321', 'i']","['2,760', 'i']","['30,214', '']","['23,956', '']","['2,752', 'i']","['1,944', 'i']","['1,562', 'i']"
3189,r699,"United States -> Texas -> Public -> U. Texas, Dallas",United States,Texas,Public,"U. Texas, Dallas",4,"['1,049', '']","['1,049', '']","['0', '']","['0', '']","['0', '']","['781', '']","['781', '']","['0', '']","['0', '']","['0', '']"
3189,r700,"United States -> Texas -> Public -> U. Texas, El Paso",United States,Texas,Public,"U. Texas, El Paso",4,"['5,236', '']","['3,828', '']","['51', '']","['491', '']","['866', '']","['4,969', '']","['3,773', '']","['51', '']","['279', '']","['866', '']"
3189,r701,"United States -> Texas -> Public -> U. Texas, San Antonio",United States,Texas,Public,"U. Texas, San Antonio",4,"['6,509', '']","['3,266', '']","['625', '']","['2,618', '']","['0', '']","['4,992', '']","['1,986', '']","['388', '']","['2,618', '']","['0', '']"
3189,r702,"United States -> Texas -> Public -> U. Texas, Tyler",United States,Texas,Public,"U. Texas, Tyler",4,"['46', '']","['46', '']","['0', '']","['0', '']","['0', '']","['46', '']","['46', '']","['0', '']","['0', '']","['0', '']"
3189,r703,United States -> Texas -> Public -> West Texas A&M U.,United States,Texas,Public,West Texas A&M U.,4,"['36', '']","['36', '']","['0', '']","['0', '']","['0', '']","['36', '']","['36', '']","['0', '']","['0', '']","['0', '']"
3189,r704,United States -> Texas -> Private,United States,Texas,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r705,United States -> Texas -> Private -> Baylor C. of Medicine,United States,Texas,Private,Baylor C. of Medicine,4,"['53,548', '']","['41,928', '']","['5,087', '']","['6,274', '']","['259', '']","['46,145', '']","['36,218', '']","['4,711', '']","['4,957', '']","['259', '']"
3189,r706,United States -> Texas -> Private -> Baylor U.,United States,Texas,Private,Baylor U.,4,"['714', '']","['589', '']","['85', '']","['40', '']","['0', '']","['499', '']","['472', '']","['0', '']","['27', '']","['0', '']"
3189,r707,United States -> Texas -> Private -> Rice U.,United States,Texas,Private,Rice U.,4,"['13,447', '']","['9,908', '']","['2,492', '']","['497', '']","['550', '']","['10,300', '']","['9,181', '']","['466', '']","['439', '']","['214', '']"
3189,r708,United States -> Texas -> Private -> Southern Methodist U.,United States,Texas,Private,Southern Methodist U.,4,"['1,849', '']","['1,368', '']","['0', '']","['0', '']","['481', '']","['1,849', '']","['1,368', '']","['0', '']","['0', '']","['481', '']"
3189,r709,United States -> Texas -> Private -> St. Edward's U.,United States,Texas,Private,St. Edward's U.,4,"['70', '']","['70', '']","['0', '']","['0', '']","['0', '']","['70', '']","['70', '']","['0', '']","['0', '']","['0', '']"
3189,r710,United States -> Texas -> Private -> Texas Christian U.,United States,Texas,Private,Texas Christian U.,4,"['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']"
3189,r711,United States -> Texas -> Private -> Trinity U.,United States,Texas,Private,Trinity U.,4,"['108', '']","['93', '']","['0', '']","['15', '']","['0', '']","['108', '']","['93', '']","['0', '']","['15', '']","['0', '']"
3189,r712,United States -> Texas -> Private -> U. of the Incarnate Word,United States,Texas,Private,U. of the Incarnate Word,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r713,United States -> Utah,United States,Utah,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r714,United States -> Utah -> Public,United States,Utah,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r715,United States -> Utah -> Public -> U. Utah,United States,Utah,Public,U. Utah,4,"['38,659', '']","['1,990', '']","['923', '']","['2,943', '']","['32,803', '']","['34,885', '']","['1,379', '']","['28', '']","['1,079', '']","['32,399', '']"
3189,r716,United States -> Utah -> Public -> Utah State U.,United States,Utah,Public,Utah State U.,4,"['43,415', '']","['10,414', '']","['31,019', '']","['12', '']","['1,970', '']","['42,493', '']","['10,146', '']","['30,504', '']","['12', '']","['1,831', '']"
3189,r717,United States -> Utah -> Private,United States,Utah,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r718,"United States -> Utah -> Private -> Brigham Young U., Provo",United States,Utah,Private,"Brigham Young U., Provo",4,"['3,320', '']","['2,564', '']","['207', '']","['107', '']","['442', '']","['2,713', '']","['2,243', '']","['142', '']","['15', '']","['313', '']"
3189,r719,United States -> Vermont,United States,Vermont,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r720,United States -> Vermont -> Public,United States,Vermont,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r721,United States -> Vermont -> Public -> U. Vermont,United States,Vermont,Public,U. Vermont,4,"['12,491', '']","['9,886', '']","['297', '']","['2,308', '']","['0', '']","['8,912', '']","['7,779', '']","['160', '']","['973', '']","['0', '']"
3189,r722,United States -> Vermont -> Private,United States,Vermont,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r723,United States -> Vermont -> Private -> Middlebury C.,United States,Vermont,Private,Middlebury C.,4,"['34', '']","['34', '']","['0', '']","['0', '']","['0', '']","['34', '']","['34', '']","['0', '']","['0', '']","['0', '']"
3189,r724,United States -> Vermont -> Private -> Saint Michael's C.,United States,Vermont,Private,Saint Michael's C.,4,"['79', '']","['79', '']","['0', '']","['0', '']","['0', '']","['79', '']","['79', '']","['0', '']","['0', '']","['0', '']"
3189,r725,United States -> Virginia,United States,Virginia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r726,United States -> Virginia -> Public,United States,Virginia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r727,United States -> Virginia -> Public -> Christopher Newport U.,United States,Virginia,Public,Christopher Newport U.,4,"['282', '']","['0', '']","['7', '']","['132', '']","['143', '']","['161', '']","['0', '']","['0', '']","['116', '']","['45', '']"
3189,r728,United States -> Virginia -> Public -> Eastern Virginia Medical School,United States,Virginia,Public,Eastern Virginia Medical School,4,"['4,436', '']","['3,593', '']","['0', '']","['500', '']","['343', '']","['4,182', '']","['3,511', '']","['0', '']","['328', '']","['343', '']"
3189,r729,United States -> Virginia -> Public -> George Mason U.,United States,Virginia,Public,George Mason U.,4,"['42,211', '']","['5,810', '']","['34,101', '']","['813', '']","['1,487', '']","['41,365', '']","['5,434', '']","['33,917', '']","['692', '']","['1,322', '']"
3189,r730,United States -> Virginia -> Public -> James Madison U.,United States,Virginia,Public,James Madison U.,4,"['239', '']","['239', '']","['NA', '']","['NA', '']","['NA', '']","['239', '']","['239', '']","['0', '']","['0', '']","['0', '']"
3189,r731,United States -> Virginia -> Public -> Norfolk State U.,United States,Virginia,Public,Norfolk State U.,4,"['3,187', '']","['3,187', '']","['0', '']","['0', '']","['0', '']","['3,187', '']","['3,187', '']","['0', '']","['0', '']","['0', '']"
3189,r732,United States -> Virginia -> Public -> Old Dominion U.,United States,Virginia,Public,Old Dominion U.,4,"['4,085', '']","['2,029', '']","['1,469', '']","['472', '']","['115', '']","['3,158', '']","['1,721', '']","['1,191', '']","['184', '']","['62', '']"
3189,r733,United States -> Virginia -> Public -> U. of Mary Washington,United States,Virginia,Public,U. of Mary Washington,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r734,"United States -> Virginia -> Public -> U. Virginia, Charlottesville",United States,Virginia,Public,"U. Virginia, Charlottesville",4,"['42,801', '']","['30,728', '']","['1,564', '']","['7,018', '']","['3,491', '']","['36,464', '']","['27,898', '']","['825', '']","['5,736', '']","['2,005', '']"
3189,r735,United States -> Virginia -> Public -> Virginia Commonwealth U.,United States,Virginia,Public,Virginia Commonwealth U.,4,"['22,152', '']","['13,705', '']","['3,392', '']","['3,973', '']","['1,082', '']","['18,721', '']","['11,703', '']","['2,121', '']","['3,872', '']","['1,025', '']"
