table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2016,field_2017,field_2018,field_2019_total,field_2019_principal_investigators,field_2019_other_personnel
3191,r496,New York -> Private -> New York U.,New York,Private,New York U.,3,"['6,727', '']","['6,308', '']","['6,363', '']","['6,628', '']","['1,560', '']","['5,068', '']"
3191,r497,New York -> Private -> Niagara U.,New York,Private,Niagara U.,3,"['131', '']","['118', '']","['122', '']","['109', '']","['50', '']","['59', '']"
3191,r498,New York -> Private -> Pace U.,New York,Private,Pace U.,3,"['152', '']","['171', '']","['203', '']","['174', '']","['67', '']","['107', '']"
3191,r499,New York -> Private -> Rensselaer Polytechnic Institute,New York,Private,Rensselaer Polytechnic Institute,3,"['1,884', '']","['2,102', '']","['1,636', '']","['1,580', '']","['239', '']","['1,341', '']"
3191,r500,New York -> Private -> Rochester Institute of Technology,New York,Private,Rochester Institute of Technology,3,"['1,382', '']","['1,572', '']","['1,589', '']","['1,596', '']","['205', '']","['1,391', '']"
3191,r501,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['1,176', '']","['1,194', '']","['1,157', '']","['1,098', '']","['226', '']","['872', '']"
3191,r502,New York -> Private -> Skidmore C.,New York,Private,Skidmore C.,3,"['200', '']","['186', '']","['51', '']","['60', '']","['20', '']","['40', '']"
3191,r503,"New York -> Private -> St. John's U., New York",New York,Private,"St. John's U., New York",3,"['135', 'i']","['253', 'i']","['78', 'i']","['85', 'i']","['74', 'i']","['11', 'i']"
3191,r504,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['2,005', '']","['1,730', '']","['1,717', '']","['1,641', '']","['279', '']","['1,362', '']"
3191,r505,"New York -> Private -> Teachers C., Columbia U.",New York,Private,"Teachers C., Columbia U.",3,"['393', 'i']","['416', 'i']","['378', 'i']","['382', 'i']","['78', '']","['304', 'i']"
3191,r506,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['4,326', '']","['4,114', '']","['4,076', '']","['4,110', '']","['935', '']","['3,175', '']"
3191,r507,"New York -> Private -> Union C., Schenectady",New York,Private,"Union C., Schenectady",3,"['75', '']","['69', '']","['80', '']","['80', '']","['13', '']","['67', '']"
3191,r508,New York -> Private -> Vassar C.,New York,Private,Vassar C.,3,"['31', '']","['29', '']","['16', '']","['18', 'i']","['15', '']","['3', 'i']"
3191,r509,New York -> Private -> Yeshiva U.,New York,Private,Yeshiva U.,3,"['982', '']","['50', '']","['52', '']","['70', '']","['15', '']","['55', '']"
3191,r510,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r511,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r512,North Carolina -> Public -> Appalachian State U.,North Carolina,Public,Appalachian State U.,3,"['169', '']","['151', '']","['180', '']","['156', '']","['74', '']","['82', '']"
3191,r513,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['630', '']","['715', '']","['1,594', '']","['1,563', '']","['260', '']","['1,303', '']"
3191,r514,North Carolina -> Public -> Fayetteville State U.,North Carolina,Public,Fayetteville State U.,3,"['469', '']","['471', '']","['463', '']","['457', '']","['41', '']","['416', '']"
3191,r515,North Carolina -> Public -> North Carolina Agricultural and Technical State U.,North Carolina,Public,North Carolina Agricultural and Technical State U.,3,"['1,000', '']","['1,004', '']","['1,001', '']","['1,207', '']","['196', '']","['1,011', '']"
3191,r516,North Carolina -> Public -> North Carolina Central U.,North Carolina,Public,North Carolina Central U.,3,"['487', '']","['525', '']","['526', 'i']","['526', '']","['106', '']","['420', '']"
3191,r517,North Carolina -> Public -> North Carolina State U.,North Carolina,Public,North Carolina State U.,3,"['4,590', '']","['4,460', '']","['4,534', '']","['4,575', '']","['1,178', '']","['3,397', '']"
3191,r518,"North Carolina -> Public -> U. North Carolina, Asheville",North Carolina,Public,"U. North Carolina, Asheville",3,"['112', '']","['118', '']","['118', '']","['103', '']","['41', '']","['62', '']"
3191,r519,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['9,388', '']","['9,354', '']","['9,298', '']","['9,320', '']","['1,888', '']","['7,432', '']"
3191,r520,"North Carolina -> Public -> U. North Carolina, Charlotte",North Carolina,Public,"U. North Carolina, Charlotte",3,"['971', '']","['840', '']","['925', '']","['1,045', '']","['193', '']","['852', '']"
3191,r521,"North Carolina -> Public -> U. North Carolina, general administration",North Carolina,Public,"U. North Carolina, general administration",3,"['7', '']","['6', '']","['3', '']","['4', '']","['2', '']","['2', '']"
3191,r522,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['725', '']","['793', '']","['622', '']","['527', '']","['86', '']","['441', '']"
3191,r523,"North Carolina -> Public -> U. North Carolina, Wilmington",North Carolina,Public,"U. North Carolina, Wilmington",3,"['478', '']","['533', '']","['279', '']","['312', '']","['200', '']","['112', '']"
3191,r524,North Carolina -> Public -> Western Carolina U.,North Carolina,Public,Western Carolina U.,3,"['65', '']","['85', '']","['116', '']","['109', '']","['18', '']","['91', '']"
3191,r525,North Carolina -> Public -> Winston-Salem State U.,North Carolina,Public,Winston-Salem State U.,3,"['54', '']","['62', '']","['84', '']","['120', '']","['40', '']","['80', '']"
3191,r526,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r527,North Carolina -> Private -> Davidson C.,North Carolina,Private,Davidson C.,3,"['189', '']","['236', '']","['239', '']","['159', '']","['52', '']","['107', '']"
3191,r528,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['9,548', '']","['8,706', '']","['8,961', '']","['10,097', '']","['1,812', '']","['8,285', '']"
3191,r529,North Carolina -> Private -> Elon U.,North Carolina,Private,Elon U.,3,"['239', '']","['200', '']","['281', '']","['277', '']","['10', '']","['267', '']"
3191,r530,North Carolina -> Private -> Johnson C. Smith U.,North Carolina,Private,Johnson C. Smith U.,3,"['84', '']","['63', '']","['81', '']","['57', '']","['14', '']","['43', '']"
3191,r531,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['1,816', '']","['1,934', '']","['1,966', '']","['2,651', '']","['805', '']","['1,846', '']"
3191,r532,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r533,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r534,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['3,103', '']","['2,748', '']","['2,444', '']","['2,595', '']","['649', '']","['1,946', '']"
3191,r535,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['248', '']","['1,722', '']","['1,646', '']","['1,632', '']","['528', '']","['1,104', '']"
3191,r536,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r537,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r538,Ohio -> Public -> Air Force Institute of Technology,Ohio,Public,Air Force Institute of Technology,3,"['352', '']","['515', '']","['501', '']","['449', '']","['114', '']","['335', '']"
3191,r539,Ohio -> Public -> Bowling Green State U.,Ohio,Public,Bowling Green State U.,3,"['529', '']","['718', '']","['899', '']","['904', '']","['94', '']","['810', '']"
3191,r540,Ohio -> Public -> Central State U.,Ohio,Public,Central State U.,3,"['74', '']","['91', '']","['120', '']","['103', '']","['17', '']","['86', '']"
3191,r541,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['1,272', 'i']","['1,289', 'i']","['1,259', 'i']","['1,216', 'i']","['219', 'i']","['997', 'i']"
3191,r542,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['1,048', '']","['1,255', '']","['1,316', '']","['1,411', '']","['161', '']","['1,250', '']"
3191,r543,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['550', '']","['505', '']","['548', '']","['615', '']","['92', '']","['523', '']"
3191,r544,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['236', '']","['264', '']","['226', '']","['262', '']","['40', '']","['222', '']"
3191,r545,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['9,332', '']","['9,452', '']","['9,364', '']","['9,709', '']","['2,140', '']","['7,569', '']"
3191,r546,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['1,542', '']","['1,706', '']","['1,422', '']","['1,387', '']","['263', '']","['1,124', '']"
3191,r547,Ohio -> Public -> U. Akron,Ohio,Public,U. Akron,3,"['1,240', '']","['1,099', '']","['874', '']","['865', '']","['129', '']","['736', '']"
3191,r548,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['3,563', '']","['3,612', '']","['3,606', '']","['3,580', '']","['576', '']","['3,004', '']"
3191,r549,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['1,031', '']","['854', '']","['962', '']","['895', '']","['295', '']","['600', '']"
3191,r550,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['982', '']","['920', '']","['865', '']","['835', '']","['188', '']","['647', '']"
3191,r551,Ohio -> Public -> Youngstown State U.,Ohio,Public,Youngstown State U.,3,"['83', '']","['98', '']","['113', '']","['124', '']","['20', '']","['104', '']"
3191,r552,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r553,Ohio -> Private -> C. Wooster,Ohio,Private,C. Wooster,3,"['ne', '']","['100', '']","['64', '']","['135', '']","['51', '']","['84', '']"
3191,r554,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['3,022', '']","['2,641', '']","['2,480', '']","['2,363', '']","['469', '']","['1,894', '']"
3191,r555,Ohio -> Private -> Heidelberg U.,Ohio,Private,Heidelberg U.,3,"['20', '']","['17', '']","['10', '']","['9', '']","['3', '']","['6', '']"
3191,r556,Ohio -> Private -> Kenyon C.,Ohio,Private,Kenyon C.,3,"['ne', '']","['ne', '']","['39', '']","['50', '']","['9', '']","['41', '']"
3191,r557,Ohio -> Private -> Oberlin C.,Ohio,Private,Oberlin C.,3,"['96', '']","['93', '']","['116', '']","['116', '']","['11', '']","['105', '']"
3191,r558,Ohio -> Private -> U. Dayton,Ohio,Private,U. Dayton,3,"['1,095', '']","['1,149', '']","['1,240', '']","['1,152', '']","['238', '']","['914', '']"
3191,r559,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r560,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r561,Oklahoma -> Public -> Langston U.,Oklahoma,Public,Langston U.,3,"['40', '']","['149', 'i']","['149', 'i']","['149', '']","['67', '']","['82', '']"
3191,r562,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['54', 'i']","['54', '']","['71', '']","['81', '']","['26', '']","['55', '']"
3191,r563,"Oklahoma -> Public -> Oklahoma State U., Stillwater",Oklahoma,Public,"Oklahoma State U., Stillwater",3,"['2,096', '']","['1,982', '']","['2,077', '']","['2,158', '']","['843', '']","['1,315', '']"
3191,r564,Oklahoma -> Public -> U. Central Oklahoma,Oklahoma,Public,U. Central Oklahoma,3,"['310', '']","['22', '']","['50', '']","['47', '']","['19', '']","['28', '']"
3191,r565,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['3,607', '']","['3,277', '']","['3,306', '']","['3,320', '']","['690', '']","['2,630', '']"
3191,r566,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['123', '']","['104', '']","['112', '']","['106', '']","['20', '']","['86', '']"
3191,r567,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r568,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['444', '']","['480', '']","['427', '']","['429', '']","['60', '']","['369', '']"
3191,r569,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r570,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r571,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['3,485', '']","['3,688', '']","['3,283', '']","['3,759', '']","['987', '']","['2,772', '']"
3191,r572,Oregon -> Public -> Oregon Institute of Technology,Oregon,Public,Oregon Institute of Technology,3,"['57', '']","['10', 'i']","['10', '']","['48', '']","['40', '']","['8', '']"
3191,r573,Oregon -> Public -> Oregon State U.,Oregon,Public,Oregon State U.,3,"['4,603', '']","['4,600', '']","['4,513', '']","['4,545', '']","['1,155', '']","['3,390', '']"
3191,r574,Oregon -> Public -> Portland State U.,Oregon,Public,Portland State U.,3,"['1,285', 'i']","['1,285', '']","['883', '']","['1,289', '']","['212', '']","['1,077', '']"
3191,r575,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['1,508', '']","['1,590', '']","['1,633', '']","['1,742', '']","['512', '']","['1,230', '']"
3191,r576,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r577,Oregon -> Private -> Lewis and Clark C.,Oregon,Private,Lewis and Clark C.,3,"['366', '']","['194', '']","['210', '']","['171', '']","['35', '']","['136', '']"
3191,r578,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['ne', '']","['22', '']","['ne', '']","['20', '']","['3', '']","['17', '']"
3191,r579,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['137', 'i']","['337', 'i']","['105', 'i']","['96', 'i']","['83', 'i']","['13', 'i']"
3191,r580,Oregon -> Private -> Reed C.,Oregon,Private,Reed C.,3,"['46', '']","['46', '']","['77', '']","['44', '']","['18', '']","['26', '']"
3191,r581,Oregon -> Private -> U. Portland,Oregon,Private,U. Portland,3,"['ne', '']","['ne', '']","['ne', '']","['190', 'i']","['50', 'i']","['140', 'i']"
3191,r582,Oregon -> Private -> Willamette U.,Oregon,Private,Willamette U.,3,"['237', 'i']","['237', '']","['220', '']","['213', '']","['38', '']","['175', '']"
3191,r583,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r584,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r585,Pennsylvania -> Public -> Indiana U. Pennsylvania,Pennsylvania,Public,Indiana U. Pennsylvania,3,"['98', '']","['125', '']","['283', '']","['230', '']","['121', '']","['109', '']"
3191,r586,"Pennsylvania -> Public -> Pennsylvania State U., Behrend",Pennsylvania,Public,"Pennsylvania State U., Behrend",3,"['176', 'i']","['139', 'i']","['152', 'i']","['197', 'i']","['49', '']","['148', 'i']"
3191,r587,"Pennsylvania -> Public -> Pennsylvania State U., Harrisburg",Pennsylvania,Public,"Pennsylvania State U., Harrisburg",3,"['313', 'i']","['241', 'i']","['233', 'i']","['281', 'i']","['46', '']","['235', 'i']"
3191,r588,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['13,322', 'i']","['13,605', 'i']","['11,613', 'i']","['12,559', 'i']","['2,456', '']","['10,103', 'i']"
3191,r589,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['3,431', '']","['3,267', '']","['3,532', '']","['3,649', '']","['636', '']","['3,013', '']"
3191,r590,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['9,049', '']","['10,174', '']","['10,179', '']","['10,855', '']","['2,009', '']","['8,846', '']"
3191,r591,Pennsylvania -> Public -> U.S. Army War C.,Pennsylvania,Public,U.S. Army War C.,3,"['ne', '']","['ne', '']","['ne', '']","['109', 'i']","['23', 'i']","['86', 'i']"
3191,r592,Pennsylvania -> Public -> West Chester U. Pennsylvania,Pennsylvania,Public,West Chester U. Pennsylvania,3,"['310', '']","['465', '']","['322', '']","['659', '']","['138', '']","['521', '']"
3191,r593,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r594,Pennsylvania -> Private -> Allegheny C.,Pennsylvania,Private,Allegheny C.,3,"['273', '']","['178', '']","['147', '']","['147', '']","['52', '']","['95', '']"
3191,r595,Pennsylvania -> Private -> Bryn Mawr C.,Pennsylvania,Private,Bryn Mawr C.,3,"['173', '']","['138', '']","['150', '']","['170', '']","['159', '']","['11', '']"
3191,r596,Pennsylvania -> Private -> Bucknell U.,Pennsylvania,Private,Bucknell U.,3,"['271', 'i']","['271', 'i']","['271', '']","['297', '']","['47', '']","['250', '']"
3191,r597,Pennsylvania -> Private -> Carnegie Mellon U.,Pennsylvania,Private,Carnegie Mellon U.,3,"['4,622', '']","['4,571', '']","['3,700', '']","['3,857', '']","['459', '']","['3,398', '']"
3191,r598,Pennsylvania -> Private -> Dickinson C.,Pennsylvania,Private,Dickinson C.,3,"['134', '']","['81', '']","['ne', '']","['101', '']","['61', '']","['40', '']"
3191,r599,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['2,337', '']","['2,373', '']","['2,203', '']","['2,205', '']","['496', '']","['1,709', '']"
3191,r600,Pennsylvania -> Private -> Duquesne U.,Pennsylvania,Private,Duquesne U.,3,"['446', '']","['390', '']","['448', '']","['329', '']","['27', '']","['302', '']"
3191,r601,Pennsylvania -> Private -> Franklin and Marshall C.,Pennsylvania,Private,Franklin and Marshall C.,3,"['323', '']","['286', '']","['335', '']","['341', '']","['38', '']","['303', '']"
3191,r602,Pennsylvania -> Private -> Gettysburg C.,Pennsylvania,Private,Gettysburg C.,3,"['ne', '']","['65', '']","['78', '']","['73', '']","['23', '']","['50', '']"
3191,r603,Pennsylvania -> Private -> Haverford C.,Pennsylvania,Private,Haverford C.,3,"['214', '']","['194', '']","['170', '']","['132', '']","['19', '']","['113', '']"
3191,r604,Pennsylvania -> Private -> Lafayette C.,Pennsylvania,Private,Lafayette C.,3,"['196', '']","['103', '']","['105', '']","['102', '']","['45', '']","['57', '']"
3191,r605,Pennsylvania -> Private -> Lehigh U.,Pennsylvania,Private,Lehigh U.,3,"['977', '']","['1,084', '']","['1,024', '']","['1,000', '']","['114', '']","['886', '']"
3191,r606,Pennsylvania -> Private -> Mercyhurst U.,Pennsylvania,Private,Mercyhurst U.,3,"['46', '']","['46', 'i']","['ne', '']","['103', 'i']","['73', 'i']","['30', 'i']"
3191,r607,Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,3,"['28', '']","['29', '']","['37', '']","['34', '']","['4', '']","['30', '']"
3191,r608,Pennsylvania -> Private -> Saint Joseph's U.,Pennsylvania,Private,Saint Joseph's U.,3,"['87', '']","['78', '']","['79', '']","['106', '']","['10', '']","['96', '']"
3191,r609,Pennsylvania -> Private -> Salus U.,Pennsylvania,Private,Salus U.,3,"['17', '']","['15', '']","['13', '']","['14', '']","['6', '']","['8', '']"
3191,r610,Pennsylvania -> Private -> Swarthmore C.,Pennsylvania,Private,Swarthmore C.,3,"['259', '']","['295', '']","['247', '']","['171', '']","['21', '']","['150', '']"
3191,r611,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['1,512', '']","['1,531', '']","['1,598', '']","['1,640', '']","['328', '']","['1,312', '']"
3191,r612,Pennsylvania -> Private -> U. of the Sciences Philadelphia,Pennsylvania,Private,U. of the Sciences Philadelphia,3,"['145', '']","['114', '']","['54', '']","['78', '']","['22', '']","['56', '']"
3191,r613,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['12,579', '']","['12,875', '']","['13,100', '']","['13,946', '']","['1,920', '']","['12,026', '']"
3191,r614,Pennsylvania -> Private -> Villanova U.,Pennsylvania,Private,Villanova U.,3,"['207', '']","['213', '']","['193', '']","['373', '']","['66', '']","['307', '']"
3191,r615,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r616,Rhode Island -> Public,Rhode Island,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r617,Rhode Island -> Public -> Naval War C.,Rhode Island,Public,Naval War C.,3,"['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
3191,r618,Rhode Island -> Public -> Rhode Island C.,Rhode Island,Public,Rhode Island C.,3,"['119', '']","['124', '']","['110', '']","['116', '']","['50', '']","['66', '']"
3191,r619,Rhode Island -> Public -> U. Rhode Island,Rhode Island,Public,U. Rhode Island,3,"['1,716', '']","['1,713', '']","['1,713', '']","['1,746', '']","['257', '']","['1,489', '']"
3191,r620,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r621,Rhode Island -> Private -> Brown U.,Rhode Island,Private,Brown U.,3,"['3,439', 'i']","['2,055', 'i']","['2,270', 'i']","['2,345', 'i']","['394', 'i']","['1,951', 'i']"
3191,r622,Rhode Island -> Private -> Providence C.,Rhode Island,Private,Providence C.,3,"['62', '']","['55', '']","['51', '']","['63', '']","['19', '']","['44', '']"
3191,r623,Rhode Island -> Private -> Rhode Island School of Design,Rhode Island,Private,Rhode Island School of Design,3,"['225', 'i']","['121', 'i']","['119', 'i']","['135', 'i']","['43', 'i']","['92', 'i']"
3191,r624,Rhode Island -> Private -> Roger Williams U.,Rhode Island,Private,Roger Williams U.,3,"['150', '']","['140', '']","['109', '']","['97', '']","['17', '']","['80', '']"
3191,r625,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r626,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r627,South Carolina -> Public -> C. Charleston,South Carolina,Public,C. Charleston,3,"['422', '']","['338', '']","['284', '']","['308', '']","['73', '']","['235', '']"
3191,r628,South Carolina -> Public -> Clemson U.,South Carolina,Public,Clemson U.,3,"['1,885', '']","['1,494', '']","['1,169', '']","['647', '']","['112', '']","['535', '']"
3191,r629,South Carolina -> Public -> Coastal Carolina U.,South Carolina,Public,Coastal Carolina U.,3,"['172', '']","['115', '']","['93', '']","['110', '']","['38', '']","['72', '']"
3191,r630,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['1,639', '']","['1,649', '']","['1,647', '']","['1,733', '']","['765', '']","['968', '']"
3191,r631,South Carolina -> Public -> South Carolina State U.,South Carolina,Public,South Carolina State U.,3,"['100', 'i']","['138', '']","['235', 'i']","['235', '']","['25', '']","['210', '']"
3191,r632,"South Carolina -> Public -> U. South Carolina, Aiken",South Carolina,Public,"U. South Carolina, Aiken",3,"['20', '']","['119', '']","['116', '']","['82', '']","['3', '']","['79', '']"
3191,r633,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['1,606', '']","['1,578', '']","['1,623', '']","['1,530', '']","['171', '']","['1,359', '']"
3191,r634,South Carolina -> Public -> Winthrop U.,South Carolina,Public,Winthrop U.,3,"['176', '']","['297', '']","['316', '']","['360', '']","['31', '']","['329', '']"
3191,r635,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r636,South Carolina -> Private -> Benedict C.,South Carolina,Private,Benedict C.,3,"['50', '']","['81', '']","['72', '']","['31', '']","['11', '']","['20', '']"
3191,r637,South Carolina -> Private -> Claflin U.,South Carolina,Private,Claflin U.,3,"['96', '']","['146', '']","['95', '']","['47', '']","['7', '']","['40', '']"
3191,r638,South Carolina -> Private -> Furman U.,South Carolina,Private,Furman U.,3,"['77', '']","['95', '']","['123', '']","['47', '']","['28', '']","['19', '']"
3191,r639,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r640,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r641,South Dakota -> Public -> Black Hills State U.,South Dakota,Public,Black Hills State U.,3,"['91', '']","['72', '']","['74', '']","['65', '']","['16', '']","['49', '']"
3191,r642,South Dakota -> Public -> Dakota State U.,South Dakota,Public,Dakota State U.,3,"['54', '']","['36', '']","['42', '']","['68', '']","['15', '']","['53', '']"
3191,r643,South Dakota -> Public -> South Dakota School of Mines and Technology,South Dakota,Public,South Dakota School of Mines and Technology,3,"['411', '']","['420', '']","['403', '']","['362', '']","['85', '']","['277', '']"
3191,r644,South Dakota -> Public -> South Dakota State U.,South Dakota,Public,South Dakota State U.,3,"['1,633', '']","['1,577', '']","['1,535', '']","['1,436', '']","['249', '']","['1,187', '']"
3191,r645,South Dakota -> Public -> U. South Dakota,South Dakota,Public,U. South Dakota,3,"['279', '']","['277', '']","['269', '']","['412', '']","['69', '']","['343', '']"
3191,r646,South Dakota -> Private,South Dakota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r647,South Dakota -> Private -> Augustana U.,South Dakota,Private,Augustana U.,3,"['ne', '']","['64', '']","['82', '']","['90', '']","['20', '']","['70', '']"
3191,r648,Tennessee,Tennessee,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r649,Tennessee -> Public,Tennessee,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r650,Tennessee -> Public -> Austin Peay State U.,Tennessee,Public,Austin Peay State U.,3,"['120', '']","['125', '']","['132', '']","['172', '']","['34', '']","['138', '']"
3191,r651,Tennessee -> Public -> East Tennessee State U.,Tennessee,Public,East Tennessee State U.,3,"['422', '']","['499', '']","['641', '']","['640', '']","['86', '']","['554', '']"
3191,r652,Tennessee -> Public -> Middle Tennessee State U.,Tennessee,Public,Middle Tennessee State U.,3,"['192', '']","['160', '']","['180', '']","['170', '']","['45', '']","['125', '']"
3191,r653,Tennessee -> Public -> Tennessee State U.,Tennessee,Public,Tennessee State U.,3,"['510', '']","['454', '']","['442', '']","['385', '']","['61', '']","['324', '']"
3191,r654,Tennessee -> Public -> Tennessee Technological U.,Tennessee,Public,Tennessee Technological U.,3,"['543', '']","['619', '']","['516', '']","['346', '']","['83', '']","['263', '']"
3191,r655,Tennessee -> Public -> U. Memphis,Tennessee,Public,U. Memphis,3,"['1,610', '']","['1,598', '']","['1,764', '']","['1,805', '']","['141', '']","['1,664', '']"
3191,r656,"Tennessee -> Public -> U. Tennessee, Chattanooga",Tennessee,Public,"U. Tennessee, Chattanooga",3,"['224', '']","['273', '']","['299', '']","['385', '']","['47', '']","['338', '']"
3191,r657,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['1,011', '']","['1,041', '']","['1,038', '']","['1,140', '']","['207', '']","['933', '']"
