table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3034,r383,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r384,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r385,New Jersey -> Public -> Montclair State U.,New Jersey,Public,Montclair State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r386,New Jersey -> Public -> New Jersey City U.,New Jersey,Public,New Jersey City U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r387,New Jersey -> Public -> New Jersey Institute of Technology,New Jersey,Public,New Jersey Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,736', '']","['6,000', '']","['0', '']","['0', '']","['0', '']"
3034,r388,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['0', '']","['0', '']","['35,000', '']","['0', '']","['0', '']","['6,363', '']","['0', '']","['46,750', '']","['0', '']","['0', '']"
3034,r389,"New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",New Jersey,Public,"Rutgers, State U. New Jersey, Camden",3,"['na', '']","['na', '']","['350', '']","['0', '']","['1,000', '']","['16,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r390,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick<sup>d</sup>",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick<sup>d</sup>",3,"['na', '']","['na', '']","['47,000', '']","['0', '']","['122,800', '']","['18,800', '']","['9,000', '']","['95,280', '']","['644,650', '']","['0', '']"
3034,r391,"New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",New Jersey,Public,"Rutgers, State U. New Jersey, Newark",3,"['na', '']","['na', '']","['0', '']","['0', '']","['10,640', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r392,New Jersey -> Public -> Stockton U.,New Jersey,Public,Stockton U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['60,000', '']","['0', '']"
3034,r393,New Jersey -> Public -> William Paterson U.,New Jersey,Public,William Paterson U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r394,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r395,New Jersey -> Private -> Monmouth U.,New Jersey,Private,Monmouth U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r396,New Jersey -> Private -> Princeton U.,New Jersey,Private,Princeton U.,3,"['166,400', '']","['0', '']","['151,022', '']","['174,677', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r397,New Jersey -> Private -> Stevens Institute of Technology,New Jersey,Private,Stevens Institute of Technology,3,"['0', '']","['0', '']","['2,550', '']","['0', '']","['0', '']","['1,433', '']","['14,061', '']","['0', '']","['0', '']","['0', '']"
3034,r398,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r399,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r400,New Mexico -> Public -> New Mexico Institute of Mining and Technology,New Mexico,Public,New Mexico Institute of Mining and Technology,3,"['0', '']","['3,000', '']","['0', '']","['0', '']","['7,619', '']","['7,126', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r401,New Mexico -> Public -> New Mexico State U.,New Mexico,Public,New Mexico State U.,3,"['0', '']","['1,525', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r402,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['17,096', '']","['0', '']","['9,899', '']","['0', '']","['0', '']","['0', '']","['36,009', '']","['33,000', '']","['0', '']","['0', '']"
3034,r403,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r404,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r405,"New York -> Public -> CUNY, Advanced Science Research Center",New York,Public,"CUNY, Advanced Science Research Center",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r406,"New York -> Public -> CUNY, Baruch C.",New York,Public,"CUNY, Baruch C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r407,"New York -> Public -> CUNY, Brooklyn C.",New York,Public,"CUNY, Brooklyn C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r408,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,250', '']","['0', '']","['0', '']"
3034,r409,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['1,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r410,"New York -> Public -> CUNY, Graduate Center",New York,Public,"CUNY, Graduate Center",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r411,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r412,"New York -> Public -> CUNY, Hunter C.",New York,Public,"CUNY, Hunter C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,926', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r413,"New York -> Public -> CUNY, John Jay C. of Criminal Justice",New York,Public,"CUNY, John Jay C. of Criminal Justice",3,"['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r414,"New York -> Public -> CUNY, Lehman C.",New York,Public,"CUNY, Lehman C.",3,"['0', '']","['76,781', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,846', '']","['0', '']","['0', '']"
3034,r415,"New York -> Public -> CUNY, Medgar Evers C.",New York,Public,"CUNY, Medgar Evers C.",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r416,"New York -> Public -> CUNY, New York City C. of Technology",New York,Public,"CUNY, New York City C. of Technology",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r417,"New York -> Public -> CUNY, Queens C.",New York,Public,"CUNY, Queens C.",3,"['6,798', '']","['0', '']","['42,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,500', '']","['0', '']","['0', '']"
3034,r418,"New York -> Public -> CUNY, York C.",New York,Public,"CUNY, York C.",3,"['0', '']","['0', '']","['ne', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r419,"New York -> Public -> SUNY, Binghamton U.",New York,Public,"SUNY, Binghamton U.",3,"['0', '']","['58,110', '']","['30,996', '']","['0', '']","['31,900', '']","['20,900', '']","['0', '']","['726', '']","['0', '']","['43,992', '']"
3034,r420,"New York -> Public -> SUNY, Buffalo State",New York,Public,"SUNY, Buffalo State",3,"['0', '']","['0', '']","['17,096', '']","['25,853', '']","['0', '']","['0', '']","['3,986', '']","['0', '']","['0', '']","['0', '']"
3034,r421,"New York -> Public -> SUNY, C. Brockport",New York,Public,"SUNY, C. Brockport",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r422,"New York -> Public -> SUNY, C. of Environmental Science and Forestry",New York,Public,"SUNY, C. of Environmental Science and Forestry",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r423,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['500', '']","['0', '']","['0', '']"
3034,r424,"New York -> Public -> SUNY, C. Plattsburgh",New York,Public,"SUNY, C. Plattsburgh",3,"['0', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r425,"New York -> Public -> SUNY, Downstate Medical Center",New York,Public,"SUNY, Downstate Medical Center",3,"['0', '']","['0', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r426,"New York -> Public -> SUNY, Geneseo",New York,Public,"SUNY, Geneseo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r427,"New York -> Public -> SUNY, Oswego",New York,Public,"SUNY, Oswego",3,"['0', '']","['0', '']","['ne', '']","['12,708', '']","['ne', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']"
3034,r428,"New York -> Public -> SUNY, Polytechnic Institute",New York,Public,"SUNY, Polytechnic Institute",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r429,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['42,750', '']","['66,582', '']","['2,625', '']","['131,230', '']","['2,760', '']","['31,000', '']","['0', '']","['35,000', '']","['0', '']","['243,000', '']"
3034,r430,"New York -> Public -> SUNY, U. Albany<sup>e</sup>",New York,Public,"SUNY, U. Albany<sup>e</sup>",3,"['25,900', '']","['0', '']","['257,300', '']","['13,980', '']","['0', '']","['0', '']","['56,389', '']","['0', '']","['0', '']","['0', '']"
3034,r431,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['0', '']","['95,335', '']","['0', '']","['0', '']","['78,660', '']","['0', '']","['0', '']","['0', '']","['80,000', '']","['0', '']"
3034,r432,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['0', '']","['0', '']","['72,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r433,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r434,New York -> Private -> Albany C. of Pharmacy and Health Sciences,New York,Private,Albany C. of Pharmacy and Health Sciences,3,"['0', '']","['800', '']","['0', '']","['1,077', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r435,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['0', '']","['8,500', '']","['19,456', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r436,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r437,New York -> Private -> Alfred U.,New York,Private,Alfred U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['8,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r438,New York -> Private -> Barnard C.,New York,Private,Barnard C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r439,New York -> Private -> Canisius C.,New York,Private,Canisius C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r440,New York -> Private -> Clarkson U.<sup>f</sup>,New York,Private,Clarkson U.<sup>f</sup>,3,"['0', '']","['596', '']","['2,034', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r441,New York -> Private -> Cold Spring Harbor Laboratory,New York,Private,Cold Spring Harbor Laboratory,3,"['ne', '']","['ne', '']","['ne', '']","['15,500', '']","['0', '']","['25,000', '']","['0', '']","['0', '']","['150,000', '']","['0', '']"
3034,r442,New York -> Private -> Colgate U.,New York,Private,Colgate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,800', '']","['0', '']","['0', '']"
3034,r443,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['157,609', '']","['0', '']","['2,726', '']","['607,510', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r444,"New York -> Private -> Columbia U., Teachers C.",New York,Private,"Columbia U., Teachers C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r445,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['190,232', '']","['141,030', '']","['27,303', '']","['32,075', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r446,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['150,000', '']","['0', '']"
3034,r447,New York -> Private -> Hobart and William Smith Colleges,New York,Private,Hobart and William Smith Colleges,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r448,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['ne', '']","['ne', '']","['1,050', '']","['8,000', '']","['0', '']","['2,522', '']","['0', '']","['50,000', '']","['0', '']","['0', '']"
3034,r449,New York -> Private -> Icahn School of Medicine at Mt. Sinai,New York,Private,Icahn School of Medicine at Mt. Sinai,3,"['15,101', '']","['267,840', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r450,New York -> Private -> Long Island U.,New York,Private,Long Island U.,3,"['NA', '']","['NA', '']","['NA', '']","['5,680', '']","['ne', '']","['ne', '']","['0', '']","['23,000', '']","['0', '']","['7,500', '']"
3034,r451,New York -> Private -> Manhattan C.,New York,Private,Manhattan C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r452,"New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r453,New York -> Private -> New School,New York,Private,New School,3,"['0', '']","['980', '']","['0', '']","['1,207', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r454,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r455,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['0', '']","['0', '']","['0', '']","['11,628', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r456,New York -> Private -> New York U.<sup>d</sup>,New York,Private,New York U.<sup>d</sup>,3,"['108,503', '']","['0', '']","['0', '']","['35,000', '']","['595,284', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r457,New York -> Private -> Pace U.,New York,Private,Pace U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r458,New York -> Private -> Rensselaer Polytechnic Institute,New York,Private,Rensselaer Polytechnic Institute,3,"['0', '']","['6,400', '']","['0', '']","['0', '']","['1,025', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r459,New York -> Private -> Rochester Institute of Technology,New York,Private,Rochester Institute of Technology,3,"['0', '']","['0', '']","['33,927', '']","['1,793', '']","['0', '']","['0', '']","['7,000', '']","['4,000', '']","['0', '']","['0', '']"
3034,r460,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['0', '']","['35,303', '']","['0', '']","['0', '']","['356,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r461,New York -> Private -> Skidmore C.,New York,Private,Skidmore C.,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['28,000', '']","['24,716', '']","['0', '']","['0', '']"
3034,r462,"New York -> Private -> St. John's U., New York",New York,Private,"St. John's U., New York",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r463,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['90,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r464,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['36,081', '']","['71,400', '']","['0', '']","['0', '']","['6,343', '']","['0', '']","['0', '']","['0', '']","['2,500', '']","['0', '']"
3034,r465,"New York -> Private -> Union C., Schenectady",New York,Private,"Union C., Schenectady",3,"['0', '']","['4,342', '']","['0', '']","['0', '']","['0', '']","['15,038', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r466,New York -> Private -> Vassar C.,New York,Private,Vassar C.,3,"['ne', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r467,New York -> Private -> Yeshiva U.<sup>g</sup>,New York,Private,Yeshiva U.<sup>g</sup>,3,"['2,870', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r468,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r469,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r470,North Carolina -> Public -> Appalachian State U.,North Carolina,Public,Appalachian State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['389', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r471,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['0', '']","['485', '']","['527', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,735', '']","['33,141', '']","['0', '']"
3034,r472,North Carolina -> Public -> Fayetteville State U.,North Carolina,Public,Fayetteville State U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r473,North Carolina -> Public -> North Carolina Agricultural and Technical State U.,North Carolina,Public,North Carolina Agricultural and Technical State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21,632', 'i']","['0', 'i']","['0', '']","['0', '']"
3034,r474,North Carolina -> Public -> North Carolina Central U.,North Carolina,Public,North Carolina Central U.,3,"['10,854', '']","['0', '']","['650', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r475,North Carolina -> Public -> North Carolina State U.,North Carolina,Public,North Carolina State U.,3,"['39,713', '']","['0', '']","['2,960', '']","['0', '']","['0', '']","['1,620', '']","['48,197', '']","['146,879', '']","['8,000', '']","['0', '']"
3034,r476,"North Carolina -> Public -> U. North Carolina, Asheville",North Carolina,Public,"U. North Carolina, Asheville",3,"['8,800', '']","['0', '']","['0', '']","['475', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r477,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['155,903', '']","['277,649', '']","['158,529', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r478,"North Carolina -> Public -> U. North Carolina, Charlotte",North Carolina,Public,"U. North Carolina, Charlotte",3,"['9,749', '']","['76,000', '']","['41,500', '']","['0', '']","['0', '']","['75,578', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r479,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,800', '']","['0', '']","['39,800', '']","['0', '']"
3034,r480,"North Carolina -> Public -> U. North Carolina, Wilmington",North Carolina,Public,"U. North Carolina, Wilmington",3,"['0', '']","['3,325', '']","['27,572', '']","['0', '']","['0', '']","['0', '']","['2,946', '']","['0', '']","['0', '']","['0', '']"
3034,r481,North Carolina -> Public -> Western Carolina U.,North Carolina,Public,Western Carolina U.,3,"['0', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['20,132', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r482,North Carolina -> Public -> Winston-Salem State U.,North Carolina,Public,Winston-Salem State U.,3,"['0', '']","['0', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['2,138', '']","['0', '']","['0', '']","['0', '']"
3034,r483,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r484,North Carolina -> Private -> Davidson C.,North Carolina,Private,Davidson C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['17,063', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r485,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['17,400', '']","['0', '']","['0', '']","['39,230', '']","['0', '']","['101,150', '']","['77,800', '']","['0', '']","['0', '']","['0', '']"
3034,r486,North Carolina -> Private -> Elon U.,North Carolina,Private,Elon U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['60,000', '']","['0', '']","['0', '']"
3034,r487,North Carolina -> Private -> Johnson C. Smith U.,North Carolina,Private,Johnson C. Smith U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['313', '']","['0', '']","['0', '']","['0', '']"
3034,r488,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['0', '']","['0', '']","['0', '']","['1,168', '']","['0', '']","['2,021', '']","['0', '']","['50,000', '']","['0', '']","['0', '']"
3034,r489,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r490,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r491,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['0', '']","['11,757', '']","['20,493', '']","['8,583', '']","['5,525', '']","['550', '']","['0', '']","['39,418', '']","['60,000', '']","['0', '']"
3034,r492,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['6,600', '']","['0', '']","['4,000', '']","['0', '']","['10,542', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r493,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r494,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r495,Ohio -> Public -> Bowling Green State U.,Ohio,Public,Bowling Green State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,679', '']","['5,000', '']","['0', '']","['0', '']"
3034,r496,Ohio -> Public -> Central State U.,Ohio,Public,Central State U.,3,"['0', '']","['3,214', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r497,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['1,315', '']","['0', '']","['9,558', '']","['0', '']","['0', '']","['0', '']"
3034,r498,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['723', '']","['18,846', '']","['16,164', '']","['0', '']","['0', '']","['0', '']"
3034,r499,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['3,651', '']","['0', '']","['0', '']","['96,000', '']","['0', '']","['0', '']"
3034,r500,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['0', '']","['0', '']","['42,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r501,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['0', '']","['0', '']","['0', '']","['200,000', '']","['694', '']","['0', '']","['16,975', 'i']","['118,487', '']","['0', '']","['0', '']"
3034,r502,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['1,310', '']","['8,209', '']","['0', '']","['0', '']","['1,359', '']","['0', '']","['15,684', '']","['0', '']","['0', '']","['0', '']"
3034,r503,Ohio -> Public -> U. Akron,Ohio,Public,U. Akron,3,"['NA', '']","['NA', '']","['8,155', '']","['13,824', '']","['0', '']","['0', '']","['0', '']","['8,000', '']","['0', '']","['0', '']"
3034,r504,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['278', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,908', '']","['0', '']","['70,958', '']","['0', '']","['58,324', '']"
3034,r505,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['0', '']","['0', '']","['6,975', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,730', '']","['0', '']"
