table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12705,r336,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,335,"['776', '']","['1,268', '']","['1,242', '']","['59', '']","['955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['228', '']"
12705,r337,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,336,"['1,523', '']","['1,611', '']","['1,234', '']","['12', '']","['3', '']","['211', '']","['117', '']","['0', '']","['0', '']","['59', '']","['832', '']"
12705,r338,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,337,"['537', '']","['1,177', '']","['1,226', '']","['0', '']","['0', '']","['1,226', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r339,All institutions -> Elon U.,All institutions,Elon U.,2,338,"['1,111', '']","['865', '']","['1,225', '']","['403', '']","['222', '']","['124', '']","['265', '']","['0', '']","['0', '']","['189', '']","['22', '']"
12705,r340,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,339,"['1,110', '']","['1,571', '']","['1,214', '']","['0', '']","['0', '']","['1,209', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']"
12705,r341,All institutions -> U. Texas of the Permian Basin,All institutions,U. Texas of the Permian Basin,2,340,"['1,236', '']","['1,203', '']","['1,208', '']","['133', '']","['31', '']","['770', '']","['270', '']","['0', '']","['0', '']","['4', '']","['0', '']"
12705,r342,All institutions -> Calvin U.,All institutions,Calvin U.,2,341,"['1,253', 'i']","['1,642', 'i']","['1,207', 'i']","['0', 'i']","['286', 'i']","['73', 'i']","['806', 'i']","['0', 'i']","['0', 'i']","['9', 'i']","['33', 'i']"
12705,r343,"All institutions -> California State Polytechnic U., Humboldt",All institutions,"California State Polytechnic U., Humboldt",2,342,"['454', '']","['627', '']","['1,170', '']","['0', '']","['0', '']","['891', '']","['0', '']","['0', '']","['11', '']","['3', '']","['265', '']"
12705,r344,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,343,"['2,157', 'i']","['2,291', '']","['1,153', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['634', '']","['0', '']","['459', '']"
12705,r345,All institutions -> Amherst C.,All institutions,Amherst C.,2,344,"['410', 'i']","['723', '']","['1,098', '']","['0', '']","['0', '']","['0', '']","['903', '']","['0', '']","['0', '']","['195', '']","['0', '']"
12705,r346,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,345,"['859', '']","['888', '']","['1,088', '']","['119', '']","['0', '']","['473', '']","['118', '']","['0', '']","['10', '']","['0', '']","['368', '']"
12705,r347,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,346,"['742', '']","['1,399', '']","['1,083', '']","['105', '']","['0', '']","['487', '']","['0', '']","['0', '']","['214', '']","['0', '']","['277', '']"
12705,r348,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,347,"['594', 'i']","['830', 'i']","['1,067', '']","['177', '']","['890', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r349,All institutions -> U. Houston-Downtown,All institutions,U. Houston-Downtown,2,348,"['834', '']","['937', '']","['1,060', '']","['0', '']","['63', '']","['930', '']","['0', '']","['0', '']","['0', '']","['0', '']","['67', '']"
12705,r350,All institutions -> C. Charleston,All institutions,C. Charleston,2,349,"['1,252', '']","['1,192', '']","['1,024', '']","['259', '']","['24', '']","['214', '']","['289', '']","['0', '']","['0', '']","['65', '']","['173', '']"
12705,r351,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,350,"['48', '']","['639', '']","['1,010', '']","['15', '']","['1', '']","['10', '']","['984', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r352,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,351,"['1,178', '']","['771', '']","['1,006', '']","['69', '']","['0', '']","['79', '']","['89', '']","['0', '']","['0', '']","['19', '']","['750', '']"
12705,r353,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,352,"['2,051', '']","['1,057', '']","['992', '']","['30', '']","['0', '']","['916', '']","['33', '']","['0', '']","['0', '']","['5', '']","['8', '']"
12705,r354,All institutions -> Drake U.,All institutions,Drake U.,2,353,"['704', '']","['792', '']","['967', '']","['0', '']","['0', '']","['590', '']","['0', '']","['357', '']","['0', '']","['0', '']","['20', '']"
12705,r355,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,354,"['795', '']","['822', '']","['952', '']","['43', '']","['0', '']","['214', '']","['531', '']","['0', '']","['0', '']","['164', '']","['0', '']"
12705,r356,All institutions -> Colgate U.,All institutions,Colgate U.,2,355,"['499', '']","['952', '']","['939', '']","['0', '']","['0', '']","['69', '']","['778', '']","['0', '']","['0', '']","['92', '']","['0', '']"
12705,r357,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,356,"['389', '']","['526', '']","['936', '']","['0', '']","['92', '']","['199', '']","['6', '']","['0', '']","['0', '']","['0', '']","['639', '']"
12705,r358,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,357,"['819', '']","['783', '']","['910', '']","['20', '']","['0', '']","['759', '']","['37', '']","['0', '']","['0', '']","['0', '']","['94', '']"
12705,r359,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,358,"['20', '']","['573', '']","['906', '']","['0', '']","['0', '']","['168', '']","['372', '']","['0', '']","['0', '']","['0', '']","['366', '']"
12705,r360,All institutions -> Smith C.,All institutions,Smith C.,2,359,"['452', '']","['795', '']","['891', '']","['0', '']","['0', '']","['69', '']","['454', '']","['0', '']","['4', '']","['297', '']","['67', '']"
12705,r361,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,360,"['1,335', '']","['1,363', '']","['872', '']","['0', '']","['0', '']","['695', '']","['175', '']","['0', '']","['0', '']","['2', '']","['0', '']"
12705,r362,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,361,"['384', '']","['467', '']","['858', '']","['138', '']","['0', '']","['261', '']","['0', '']","['54', '']","['184', '']","['15', '']","['206', '']"
12705,r363,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,362,"['183', '']","['769', '']","['851', '']","['176', '']","['35', '']","['242', '']","['149', '']","['0', '']","['0', '']","['249', '']","['0', '']"
12705,r364,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,362,"['684', '']","['777', '']","['851', '']","['9', '']","['0', '']","['393', '']","['74', '']","['0', '']","['200', '']","['36', '']","['139', '']"
12705,r365,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,364,"['852', '']","['617', '']","['840', '']","['130', '']","['42', '']","['191', '']","['151', '']","['0', '']","['241', '']","['75', '']","['10', '']"
12705,r366,All institutions -> East Stroudsburg U. Pennsylvania,All institutions,East Stroudsburg U. Pennsylvania,2,365,"['ne', '']","['550', '']","['828', '']","['3', '']","['2', '']","['811', '']","['0', '']","['0', '']","['0', '']","['4', '']","['8', '']"
12705,r367,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,366,"['134', '']","['347', '']","['820', '']","['9', '']","['0', '']","['26', '']","['17', '']","['25', '']","['0', '']","['26', '']","['717', '']"
12705,r368,All institutions -> U. Richmond,All institutions,U. Richmond,2,367,"['177', '']","['323', '']","['810', '']","['359', '']","['168', '']","['0', '']","['166', '']","['10', '']","['0', '']","['46', '']","['61', '']"
12705,r369,All institutions -> Lamar U.,All institutions,Lamar U.,2,368,"['1,580', '']","['1,082', '']","['808', '']","['291', '']","['51', '']","['353', '']","['63', '']","['0', '']","['0', '']","['4', '']","['46', '']"
12705,r370,All institutions -> Trinity U.,All institutions,Trinity U.,2,369,"['307', '']","['581', '']","['800', '']","['34', '']","['85', '']","['25', '']","['639', '']","['0', '']","['0', '']","['17', '']","['0', '']"
12705,r371,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,370,"['455', 'i']","['386', 'i']","['798', 'i']","['115', 'i']","['30', 'i']","['336', 'i']","['60', 'i']","['0', 'i']","['64', 'i']","['20', 'i']","['173', 'i']"
12705,r372,All institutions -> Colorado C.,All institutions,Colorado C.,2,371,"['4,781', '']","['2,119', '']","['797', '']","['0', '']","['8', '']","['43', '']","['377', '']","['0', '']","['0', '']","['369', '']","['0', '']"
12705,r373,All institutions -> Oakland U.,All institutions,Oakland U.,2,372,"['598', '']","['953', '']","['790', '']","['32', '']","['28', '']","['730', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r374,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,373,"['993', '']","['854', '']","['789', '']","['52', '']","['0', '']","['479', '']","['65', '']","['0', '']","['0', '']","['0', '']","['193', '']"
12705,r375,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,374,"['338', '']","['431', '']","['781', '']","['9', '']","['19', '']","['27', '']","['33', '']","['0', '']","['0', '']","['3', '']","['690', '']"
12705,r376,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,375,"['1,117', '']","['407', '']","['776', '']","['2', '']","['61', '']","['487', '']","['114', '']","['0', '']","['0', '']","['10', '']","['102', '']"
12705,r377,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,375,"['429', '']","['562', '']","['776', '']","['0', '']","['0', '']","['705', '']","['0', '']","['0', '']","['71', '']","['0', '']","['0', '']"
12705,r378,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,377,"['352', '']","['659', '']","['774', '']","['34', '']","['1', '']","['519', '']","['71', '']","['130', '']","['0', '']","['0', '']","['19', '']"
12705,r379,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,378,"['1,213', '']","['719', '']","['770', '']","['4', '']","['0', '']","['244', '']","['27', '']","['0', '']","['0', '']","['7', '']","['488', '']"
12705,r380,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,378,"['10', '']","['273', '']","['770', '']","['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['370', '']"
12705,r381,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,380,"['490', '']","['519', '']","['769', '']","['0', '']","['0', '']","['641', '']","['5', '']","['0', '']","['0', '']","['0', '']","['123', '']"
12705,r382,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,381,"['575', '']","['606', '']","['766', '']","['0', '']","['0', '']","['517', '']","['0', '']","['0', '']","['128', '']","['0', '']","['121', '']"
12705,r383,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,382,"['705', '']","['1,299', '']","['763', '']","['68', '']","['22', '']","['323', '']","['237', '']","['0', '']","['0', '']","['21', '']","['92', '']"
12705,r384,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,383,"['334', '']","['813', '']","['748', '']","['0', '']","['405', '']","['214', '']","['8', '']","['0', '']","['0', '']","['8', '']","['113', '']"
12705,r385,All institutions -> U. Akron,All institutions,U. Akron,2,384,"['593', '']","['494', '']","['747', '']","['111', '']","['47', '']","['59', '']","['105', '']","['192', '']","['49', '']","['77', '']","['107', '']"
12705,r386,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,384,"['879', '']","['904', '']","['747', '']","['0', '']","['0', '']","['747', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r387,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,384,"['224', '']","['501', '']","['747', '']","['12', '']","['21', '']","['416', '']","['93', '']","['0', '']","['0', '']","['171', '']","['34', '']"
12705,r388,All institutions -> Marymount U.,All institutions,Marymount U.,2,387,"['495', '']","['303', '']","['735', '']","['268', '']","['0', '']","['102', '']","['278', '']","['0', '']","['0', '']","['87', '']","['0', '']"
12705,r389,All institutions -> Texas A&M U.-San Antonio,All institutions,Texas A&M U.-San Antonio,2,387,"['ne', '']","['73', '']","['735', '']","['7', '']","['0', '']","['238', '']","['45', '']","['0', '']","['0', '']","['0', '']","['445', '']"
12705,r390,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,389,"['340', '']","['385', '']","['730', '']","['117', '']","['0', '']","['7', '']","['418', '']","['0', '']","['0', '']","['123', '']","['65', '']"
12705,r391,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,390,"['3,999', '']","['5,582', '']","['725', '']","['0', '']","['0', '']","['371', '']","['0', '']","['0', '']","['319', '']","['0', '']","['35', '']"
12705,r392,All institutions -> Willamette U.,All institutions,Willamette U.,2,391,"['1,007', '']","['945', '']","['724', '']","['72', '']","['4', '']","['0', '']","['78', '']","['321', '']","['0', '']","['2', '']","['247', '']"
12705,r393,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,392,"['657', '']","['758', '']","['710', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['651', '']","['50', '']"
12705,r394,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,393,"['419', '']","['614', '']","['685', 'i']","['225', 'i']","['261', 'i']","['125', 'i']","['0', 'i']","['0', 'i']","['6', 'i']","['61', 'i']","['7', 'i']"
12705,r395,All institutions -> U. Virginia's C. Wise,All institutions,U. Virginia's C. Wise,2,394,"['1,964', '']","['1,721', '']","['680', '']","['282', '']","['0', '']","['238', '']","['0', '']","['0', '']","['0', '']","['0', '']","['160', '']"
12705,r396,All institutions -> U. of Mary Washington,All institutions,U. of Mary Washington,2,395,"['687', '']","['806', '']","['670', '']","['485', '']","['0', '']","['5', '']","['172', '']","['0', '']","['0', '']","['6', '']","['2', '']"
12705,r397,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,396,"['1,044', '']","['671', '']","['662', '']","['0', '']","['0', '']","['20', '']","['592', '']","['0', '']","['0', '']","['0', '']","['50', '']"
12705,r398,All institutions -> Troy U.,All institutions,Troy U.,2,397,"['154', '']","['246', '']","['658', '']","['62', '']","['0', '']","['375', '']","['0', '']","['0', '']","['85', '']","['0', '']","['136', '']"
12705,r399,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,398,"['365', '']","['426', '']","['654', '']","['5', '']","['0', '']","['639', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']"
12705,r400,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,399,"['2,768', '']","['2,115', '']","['651', '']","['0', '']","['50', '']","['182', '']","['22', '']","['0', '']","['0', '']","['0', '']","['397', '']"
12705,r401,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,400,"['398', '']","['544', '']","['641', '']","['0', '']","['0', '']","['462', '']","['179', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r402,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,401,"['79', '']","['318', '']","['640', '']","['0', '']","['5', '']","['601', '']","['33', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12705,r403,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,402,"['652', '']","['707', '']","['638', '']","['592', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']"
12705,r404,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,403,"['418', '']","['239', '']","['635', '']","['0', '']","['0', '']","['143', '']","['0', '']","['0', '']","['0', '']","['0', '']","['492', '']"
12705,r405,All institutions -> Biola U.,All institutions,Biola U.,2,404,"['570', 'i']","['619', '']","['633', '']","['0', '']","['0', '']","['0', '']","['633', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r406,All institutions -> Fairfield U.,All institutions,Fairfield U.,2,404,"['392', '']","['ne', '']","['633', '']","['244', '']","['27', '']","['60', '']","['254', '']","['0', '']","['16', '']","['32', '']","['0', '']"
12705,r407,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,406,"['42', 'i']","['546', 'i']","['606', 'i']","['52', 'i']","['11', 'i']","['398', 'i']","['45', 'i']","['93', 'i']","['0', 'i']","['7', 'i']","['0', 'i']"
12705,r408,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,406,"['1,605', '']","['2,419', '']","['606', '']","['248', '']","['0', '']","['245', '']","['0', '']","['0', '']","['0', '']","['24', '']","['89', '']"
12705,r409,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,408,"['929', '']","['541', '']","['602', '']","['49', '']","['0', '']","['246', '']","['235', '']","['0', '']","['14', '']","['0', '']","['58', '']"
12705,r410,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,409,"['298', '']","['414', '']","['592', '']","['217', '']","['0', '']","['78', '']","['61', '']","['0', '']","['0', '']","['0', '']","['236', '']"
12705,r411,All institutions -> Mercer U.,All institutions,Mercer U.,2,410,"['94', '']","['149', '']","['584', '']","['55', '']","['0', '']","['491', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r412,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,411,"['491', '']","['425', '']","['582', '']","['206', '']","['0', '']","['81', '']","['31', '']","['0', '']","['17', '']","['52', '']","['195', '']"
12705,r413,"All institutions -> Marian U., Indianapolis",All institutions,"Marian U., Indianapolis",2,412,"['ne', '']","['ne', '']","['581', '']","['0', '']","['0', '']","['520', '']","['61', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r414,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,413,"['283', '']","['385', '']","['574', '']","['101', '']","['150', '']","['0', '']","['183', '']","['0', '']","['0', '']","['140', '']","['0', '']"
12705,r415,All institutions -> U. Guam,All institutions,U. Guam,2,414,"['454', '']","['773', '']","['573', '']","['0', '']","['0', '']","['573', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r416,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,415,"['557', '']","['868', '']","['571', '']","['17', '']","['22', '']","['498', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34', '']"
12705,r417,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,416,"['906', '']","['694', '']","['570', '']","['0', '']","['0', '']","['533', '']","['0', '']","['0', '']","['0', '']","['0', '']","['37', '']"
12705,r418,All institutions -> Andrews U.,All institutions,Andrews U.,2,417,"['30', '']","['ne', '']","['568', '']","['0', '']","['2', '']","['5', '']","['561', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r419,All institutions -> Barnard C.,All institutions,Barnard C.,2,418,"['508', '']","['295', '']","['565', '']","['0', '']","['0', '']","['115', '']","['171', '']","['0', '']","['0', '']","['97', '']","['182', '']"
12705,r420,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,419,"['407', '']","['479', '']","['547', '']","['146', '']","['0', '']","['222', '']","['173', '']","['0', '']","['3', '']","['3', '']","['0', '']"
12705,r421,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,420,"['406', '']","['505', '']","['532', '']","['0', '']","['0', '']","['84', '']","['4', '']","['0', '']","['379', '']","['0', '']","['65', '']"
12705,r422,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,421,"['305', '']","['358', '']","['530', '']","['0', '']","['0', '']","['259', '']","['161', '']","['0', '']","['0', '']","['57', '']","['53', '']"
12705,r423,All institutions -> Radford U.,All institutions,Radford U.,2,422,"['ne', '']","['ne', '']","['528', '']","['64', '']","['0', '']","['207', '']","['20', '']","['0', '']","['4', '']","['15', '']","['218', '']"
12705,r424,All institutions -> Haverford C.,All institutions,Haverford C.,2,423,"['411', 'i']","['526', 'i']","['520', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['520', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r425,"All institutions -> Indiana U., South Bend",All institutions,"Indiana U., South Bend",2,423,"['184', '']","['ne', '']","['520', '']","['5', '']","['0', '']","['211', '']","['24', '']","['0', '']","['0', '']","['1', '']","['279', '']"
12705,r426,All institutions -> Colby C.,All institutions,Colby C.,2,425,"['539', '']","['449', '']","['508', '']","['0', '']","['0', '']","['7', '']","['413', '']","['0', '']","['0', '']","['59', '']","['29', '']"
12705,r427,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,426,"['181', '']","['244', '']","['506', '']","['0', '']","['56', '']","['117', '']","['203', '']","['0', '']","['0', '']","['77', '']","['53', '']"
12705,r428,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,427,"['0', '']","['192', '']","['488', '']","['0', '']","['0', '']","['0', '']","['213', '']","['0', '']","['0', '']","['0', '']","['275', '']"
12705,r429,All institutions -> Robert Morris U.,All institutions,Robert Morris U.,2,428,"['ne', '']","['433', 'i']","['486', '']","['273', '']","['30', '']","['111', '']","['26', '']","['0', '']","['0', '']","['37', '']","['9', '']"
12705,r430,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,429,"['0', '']","['0', '']","['482', '']","['0', '']","['0', '']","['0', '']","['256', '']","['0', '']","['226', '']","['0', '']","['0', '']"
12705,r431,"All institutions -> Southern U., New Orleans",All institutions,"Southern U., New Orleans",2,430,"['ne', '']","['ne', '']","['468', '']","['0', '']","['460', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']"
12705,r432,All institutions -> Saint John's U.,All institutions,Saint John's U.,2,431,"['352', 'i']","['406', 'i']","['463', 'i']","['36', 'i']","['7', 'i']","['221', 'i']","['144', 'i']","['0', 'i']","['0', 'i']","['55', 'i']","['0', 'i']"
12705,r433,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,432,"['543', '']","['561', '']","['455', '']","['0', '']","['0', '']","['455', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r434,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,433,"['311', '']","['348', '']","['442', '']","['0', '']","['0', '']","['0', '']","['442', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r435,All institutions -> C. of Saint Benedict,All institutions,C. of Saint Benedict,2,434,"['322', 'i']","['372', 'i']","['425', 'i']","['36', 'i']","['6', 'i']","['203', 'i']","['129', 'i']","['0', 'i']","['0', 'i']","['51', 'i']","['0', 'i']"
12705,r436,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,435,"['494', '']","['512', '']","['413', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['402', '']"
12705,r437,All institutions -> Nevada State C.,All institutions,Nevada State C.,2,436,"['ne', '']","['0', '']","['404', '']","['0', '']","['0', '']","['404', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r438,All institutions -> Carleton C.,All institutions,Carleton C.,2,437,"['816', '']","['687', '']","['395', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['215', 'i']","['0', 'i']","['0', 'i']","['180', 'i']","['0', 'i']"
12705,r439,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,438,"['237', '']","['288', '']","['392', '']","['107', '']","['0', '']","['13', '']","['180', '']","['0', '']","['0', '']","['33', '']","['59', '']"
12705,r440,All institutions -> Pomona C.,All institutions,Pomona C.,2,439,"['268', '']","['262', '']","['386', '']","['0', '']","['31', '']","['13', '']","['171', '']","['0', '']","['0', '']","['171', '']","['0', '']"
12705,r441,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,440,"['431', '']","['608', '']","['379', '']","['201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['175', '']","['3', '']"
12705,r442,All institutions -> Bentley U.,All institutions,Bentley U.,2,441,"['ne', '']","['286', '']","['377', '']","['0', '']","['0', '']","['376', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12705,r443,All institutions -> Hampton U.,All institutions,Hampton U.,2,442,"['488', '']","['413', '']","['371', '']","['324', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['47', '']"
12705,r444,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,443,"['154', '']","['164', '']","['360', '']","['110', '']","['3', '']","['0', '']","['81', '']","['0', '']","['0', '']","['27', '']","['139', '']"
12705,r445,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,444,"['0', '']","['0', '']","['359', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['359', '']"
12705,r446,All institutions -> Dine C.,All institutions,Dine C.,2,445,"['ne', '']","['0', '']","['356', '']","['0', '']","['0', '']","['306', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']"
12705,r447,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,446,"['137', '']","['111', '']","['353', '']","['0', '']","['3', '']","['0', '']","['233', '']","['0', '']","['15', '']","['97', '']","['5', '']"
12705,r448,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,447,"['136', '']","['40', '']","['344', '']","['10', '']","['0', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']","['252', '']"
12705,r449,All institutions -> Spelman C.,All institutions,Spelman C.,2,448,"['396', '']","['277', '']","['319', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['319', '']"
12705,r450,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,449,"['76', '']","['80', '']","['317', '']","['8', '']","['0', '']","['289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20', '']"
12705,r451,All institutions -> Dillard U.,All institutions,Dillard U.,2,450,"['795', '']","['524', '']","['304', '']","['0', '']","['0', '']","['178', '']","['115', '']","['11', '']","['0', '']","['0', '']","['0', '']"
12705,r452,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,451,"['1,093', '']","['1,371', '']","['302', '']","['8', '']","['0', '']","['294', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r453,All institutions -> U. of St. Thomas (MN),All institutions,U. of St. Thomas (MN),2,452,"['675', '']","['540', '']","['297', '']","['0', '']","['0', '']","['15', '']","['9', '']","['2', '']","['0', '']","['0', '']","['271', '']"
12705,r454,"All institutions -> U. Hawaii, Maui C.",All institutions,"U. Hawaii, Maui C.",2,453,"['110', '']","['ne', '']","['295', '']","['0', '']","['0', '']","['295', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r455,All institutions -> Davidson C.,All institutions,Davidson C.,2,454,"['187', '']","['200', '']","['294', '']","['0', '']","['10', '']","['149', '']","['88', '']","['0', '']","['0', '']","['0', '']","['47', '']"
12705,r456,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,455,"['207', '']","['254', '']","['293', '']","['0', '']","['0', '']","['195', '']","['8', '']","['3', '']","['0', '']","['16', '']","['71', '']"
12705,r457,All institutions -> Northland C.,All institutions,Northland C.,2,456,"['215', 'i']","['254', 'i']","['291', 'i']","['66', 'i']","['0', 'i']","['157', 'i']","['68', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
