table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3049,r332,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,331,"['99', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3049,r333,All institutions -> Dine C.,All institutions,Dine C.,2,332,"['98', 'i']","['0', 'i']","['17', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3049,r334,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,333,"['98', '']","['3', '']","['6', '']","['4', '']","['58', '']","['2', '']","['*', '']","['3', '']","['7', '']","['14', '']","['1', '']","['*', '']","['0', '']"
3049,r335,All institutions -> Hope C.,All institutions,Hope C.,2,334,"['97', '']","['0', '']","['21', '']","['2', '']","['9', '']","['4', '']","['7', '']","['3', '']","['0', '']","['19', '']","['8', '']","['0', '']","['25', '']"
3049,r336,All institutions -> Chapman U.,All institutions,Chapman U.,2,335,"['97', '']","['3', '']","['6', '']","['5', '']","['*', '']","['4', '']","['31', '']","['1', '']","['0', '']","['7', '']","['19', '']","['20', '']","['0', '']"
3049,r337,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,336,"['97', '']","['16', '']","['11', '']","['11', '']","['12', '']","['1', '']","['4', '']","['0', '']","['6', '']","['19', '']","['6', '']","['11', '']","['0', '']"
3049,r338,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,337,"['96', '']","['0', '']","['22', '']","['3', '']","['31', '']","['7', '']","['0', '']","['*', '']","['1', '']","['20', '']","['12', '']","['0', '']","['0', '']"
3049,r339,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,338,"['95', '']","['0', '']","['70', '']","['0', '']","['5', '']","['*', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r340,All institutions -> Smith C.,All institutions,Smith C.,2,339,"['95', '']","['0', '']","['38', '']","['4', '']","['7', '']","['7', '']","['0', '']","['3', '']","['1', '']","['16', '']","['11', '']","['3', '']","['4', '']"
3049,r341,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,340,"['94', '']","['50', '']","['9', '']","['2', '']","['1', '']","['3', '']","['21', '']","['0', '']","['3', '']","['2', '']","['2', '']","['2', '']","['0', '']"
3049,r342,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,341,"['93', '']","['8', '']","['3', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['4', '']","['42', '']","['0', '']","['0', '']","['0', '']"
3049,r343,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,342,"['91', '']","['0', '']","['11', '']","['2', '']","['26', '']","['21', '']","['1', '']","['2', '']","['0', '']","['18', '']","['3', '']","['4', '']","['3', '']"
3049,r344,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,343,"['91', '']","['0', '']","['16', '']","['23', '']","['34', '']","['0', '']","['9', '']","['0', '']","['0', '']","['5', '']","['3', '']","['1', '']","['0', '']"
3049,r345,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,344,"['90', '']","['0', '']","['26', '']","['5', '']","['31', '']","['4', '']","['2', '']","['*', '']","['3', '']","['6', '']","['3', '']","['10', '']","['0', '']"
3049,r346,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,345,"['89', '']","['0', '']","['5', '']","['9', '']","['50', '']","['1', '']","['12', '']","['*', '']","['1', '']","['6', '']","['1', '']","['1', '']","['4', '']"
3049,r347,All institutions -> Elon U.,All institutions,Elon U.,2,346,"['88', '']","['1', '']","['13', '']","['4', '']","['8', '']","['0', '']","['32', '']","['1', '']","['3', '']","['14', '']","['11', '']","['2', '']","['0', '']"
3049,r348,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,347,"['88', '']","['0', '']","['37', '']","['4', '']","['3', '']","['2', '']","['15', '']","['5', '']","['2', '']","['16', '']","['3', '']","['2', '']","['0', '']"
3049,r349,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,348,"['86', '']","['0', '']","['4', '']","['4', '']","['25', '']","['25', '']","['0', '']","['*', '']","['0', '']","['27', '']","['1', '']","['0', '']","['0', '']"
3049,r350,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,349,"['85', '']","['5', '']","['38', '']","['0', '']","['14', '']","['1', '']","['6', '']","['2', '']","['2', '']","['10', '']","['0', '']","['6', '']","['1', '']"
3049,r351,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,350,"['85', '']","['13', '']","['24', '']","['5', '']","['0', '']","['1', '']","['0', '']","['2', '']","['0', '']","['23', '']","['10', '']","['8', '']","['0', '']"
3049,r352,All institutions -> Southeastern Louisiana U.,All institutions,Southeastern Louisiana U.,2,351,"['85', '']","['0', '']","['40', '']","['0', '']","['11', '']","['0', '']","['12', '']","['0', '']","['0', '']","['18', '']","['4', '']","['0', '']","['0', '']"
3049,r353,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,352,"['84', '']","['1', '']","['8', '']","['4', '']","['37', '']","['20', '']","['1', '']","['0', '']","['*', '']","['13', '']","['0', '']","['0', '']","['*', '']"
3049,r354,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,353,"['84', '']","['0', '']","['35', '']","['1', '']","['6', '']","['4', '']","['1', '']","['0', '']","['0', '']","['18', '']","['6', '']","['2', '']","['12', '']"
3049,r355,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,354,"['84', '']","['0', '']","['26', '']","['8', '']","['3', '']","['0', '']","['0', '']","['*', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']"
3049,r356,All institutions -> Spelman C.,All institutions,Spelman C.,2,355,"['84', '']","['1', '']","['16', '']","['5', '']","['1', '']","['0', '']","['0', '']","['6', '']","['1', '']","['52', '']","['1', '']","['0', '']","['0', '']"
3049,r357,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,356,"['84', '']","['0', '']","['47', '']","['0', '']","['7', '']","['7', '']","['0', '']","['0', '']","['0', '']","['13', '']","['6', '']","['4', '']","['0', '']"
3049,r358,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,357,"['84', '']","['0', '']","['3', '']","['2', '']","['60', '']","['5', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']"
3049,r359,All institutions -> Fordham U.,All institutions,Fordham U.,2,358,"['83', '']","['0', '']","['27', '']","['5', '']","['2', '']","['0', '']","['0', '']","['2', '']","['21', '']","['13', '']","['6', '']","['7', '']","['0', '']"
3049,r360,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,359,"['82', '']","['2', '']","['30', '']","['4', '']","['4', '']","['2', '']","['0', '']","['1', '']","['11', '']","['8', '']","['5', '']","['16', '']","['0', '']"
3049,r361,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,360,"['81', '']","['65', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3049,r362,All institutions -> Amherst C.,All institutions,Amherst C.,2,361,"['80', '']","['0', '']","['29', '']","['3', '']","['0', '']","['4', '']","['0', '']","['2', '']","['4', '']","['27', '']","['4', '']","['6', '']","['0', '']"
3049,r363,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,362,"['79', '']","['0', '']","['62', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r364,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,363,"['78', '']","['0', '']","['23', '']","['8', '']","['15', '']","['5', '']","['6', '']","['2', '']","['3', '']","['16', '']","['0', '']","['0', '']","['0', '']"
3049,r365,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,364,"['78', '']","['0', '']","['29', '']","['1', '']","['0', '']","['6', '']","['8', '']","['3', '']","['1', '']","['19', '']","['6', '']","['6', '']","['0', '']"
3049,r366,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,365,"['78', '']","['0', '']","['17', '']","['3', '']","['0', '']","['0', '']","['26', '']","['2', '']","['3', '']","['14', '']","['10', '']","['3', '']","['*', '']"
3049,r367,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,366,"['77', '']","['1', '']","['25', '']","['10', '']","['1', '']","['0', '']","['5', '']","['3', '']","['2', '']","['20', '']","['10', '']","['2', '']","['0', '']"
3049,r368,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,367,"['75', '']","['0', '']","['15', '']","['2', '']","['3', '']","['5', '']","['13', '']","['4', '']","['1', '']","['18', '']","['7', '']","['7', '']","['0', '']"
3049,r369,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,368,"['74', '']","['0', '']","['50', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r370,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,369,"['73', '']","['0', '']","['22', '']","['*', '']","['0', '']","['0', '']","['38', '']","['0', '']","['0', '']","['1', '']","['0', '']","['9', '']","['3', '']"
3049,r371,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,370,"['73', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['13', '']","['5', '']","['*', '']","['0', '']"
3049,r372,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,371,"['71', '']","['0', '']","['24', '']","['2', '']","['0', '']","['10', '']","['0', '']","['*', '']","['3', '']","['17', '']","['11', '']","['5', '']","['0', '']"
3049,r373,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,372,"['71', '']","['0', '']","['25', '']","['7', '']","['11', '']","['*', '']","['9', '']","['1', '']","['0', '']","['13', '']","['2', '']","['3', '']","['0', '']"
3049,r374,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,373,"['70', '']","['0', '']","['1', '']","['1', '']","['58', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['4', '']","['0', '']"
3049,r375,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,374,"['70', '']","['57', '']","['3', '']","['1', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['4', '']","['0', '']","['0', '']"
3049,r376,"All institutions -> Columbia U., Teachers C.",All institutions,"Columbia U., Teachers C.",2,375,"['70', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['25', '']","['15', '']","['0', '']"
3049,r377,All institutions -> Langston U.,All institutions,Langston U.,2,376,"['70', '']","['33', '']","['7', '']","['*', '']","['2', '']","['0', '']","['27', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r378,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,377,"['69', '']","['5', '']","['15', '']","['6', '']","['26', '']","['0', '']","['5', '']","['1', '']","['1', '']","['1', '']","['1', '']","['3', '']","['5', '']"
3049,r379,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,378,"['68', '']","['20', '']","['13', '']","['2', '']","['5', '']","['0', '']","['0', '']","['3', '']","['15', '']","['*', '']","['*', '']","['10', '']","['0', '']"
3049,r380,All institutions -> Willamette U.,All institutions,Willamette U.,2,379,"['67', '']","['4', '']","['17', '']","['3', '']","['0', '']","['2', '']","['5', '']","['3', '']","['0', '']","['21', '']","['4', '']","['8', '']","['0', '']"
3049,r381,All institutions -> U. of St. Thomas (MN),All institutions,U. of St. Thomas (MN),2,380,"['67', 'i']","['0', 'i']","['19', 'i']","['4', 'i']","['18', 'i']","['0', 'i']","['*', 'i']","['3', 'i']","['0', 'i']","['14', 'i']","['4', 'i']","['6', 'i']","['0', 'i']"
3049,r382,All institutions -> Towson U.,All institutions,Towson U.,2,381,"['67', '']","['0', '']","['22', '']","['6', '']","['0', '']","['2', '']","['5', '']","['2', '']","['4', '']","['9', '']","['12', '']","['7', '']","['0', '']"
3049,r383,All institutions -> DePaul U.,All institutions,DePaul U.,2,382,"['67', '']","['3', '']","['19', '']","['7', '']","['0', '']","['0', '']","['0', '']","['4', '']","['3', '']","['17', '']","['6', '']","['10', '']","['0', '']"
3049,r384,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,383,"['67', '']","['12', '']","['39', '']","['0', '']","['5', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
3049,r385,All institutions -> Furman U.,All institutions,Furman U.,2,384,"['67', '']","['0', '']","['15', '']","['0', '']","['0', '']","['7', '']","['3', '']","['*', '']","['0', '']","['36', '']","['5', '']","['0', '']","['0', '']"
3049,r386,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,385,"['67', '']","['22', '']","['16', '']","['0', '']","['15', '']","['3', '']","['0', '']","['0', '']","['*', '']","['11', '']","['0', '']","['0', '']","['0', '']"
3049,r387,All institutions -> Colby C.,All institutions,Colby C.,2,386,"['66', '']","['0', '']","['25', '']","['2', '']","['0', '']","['6', '']","['0', '']","['1', '']","['3', '']","['21', '']","['6', '']","['2', '']","['0', '']"
3049,r388,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,387,"['66', '']","['0', '']","['33', '']","['6', '']","['2', '']","['6', '']","['0', '']","['1', '']","['*', '']","['13', '']","['4', '']","['*', '']","['*', '']"
3049,r389,All institutions -> U. of the Sciences Philadelphia,All institutions,U. of the Sciences Philadelphia,2,388,"['66', '']","['0', '']","['25', '']","['2', '']","['0', '']","['0', '']","['16', '']","['15', '']","['0', '']","['7', '']","['1', '']","['0', '']","['0', '']"
3049,r390,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,389,"['64', '']","['0', '']","['11', '']","['2', '']","['0', '']","['0', '']","['36', '']","['1', '']","['0', '']","['13', '']","['1', '']","['1', '']","['0', '']"
3049,r391,All institutions -> U. of the Pacific,All institutions,U. of the Pacific,2,390,"['63', '']","['0', '']","['3', '']","['2', '']","['18', '']","['4', '']","['8', '']","['4', '']","['0', '']","['19', '']","['2', '']","['3', '']","['0', '']"
3049,r392,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,391,"['63', '']","['0', '']","['16', '']","['*', '']","['0', '']","['0', '']","['38', '']","['*', '']","['0', '']","['6', '']","['2', '']","['1', '']","['0', '']"
3049,r393,All institutions -> Pacific U.,All institutions,Pacific U.,2,392,"['62', '']","['0', '']","['9', '']","['4', '']","['0', '']","['0', '']","['22', '']","['3', '']","['2', '']","['14', '']","['7', '']","['*', '']","['2', '']"
3049,r394,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,393,"['62', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
3049,r395,All institutions -> American U.,All institutions,American U.,2,394,"['61', '']","['0', '']","['8', '']","['1', '']","['0', '']","['0', '']","['1', '']","['2', '']","['8', '']","['16', '']","['6', '']","['19', '']","['0', '']"
3049,r396,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,395,"['61', '']","['0', '']","['21', '']","['2', '']","['6', '']","['2', '']","['2', '']","['1', '']","['*', '']","['3', '']","['12', '']","['2', '']","['11', '']"
3049,r397,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,396,"['61', '']","['0', '']","['7', '']","['1', '']","['20', '']","['7', '']","['6', '']","['0', '']","['3', '']","['14', '']","['*', '']","['3', '']","['0', '']"
3049,r398,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,397,"['61', '']","['0', '']","['9', '']","['2', '']","['0', '']","['1', '']","['10', '']","['1', '']","['0', '']","['10', '']","['13', '']","['14', '']","['0', '']"
3049,r399,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,398,"['59', '']","['5', '']","['1', '']","['1', '']","['6', '']","['1', '']","['7', '']","['2', '']","['19', '']","['5', '']","['1', '']","['11', '']","['0', '']"
3049,r400,"All institutions -> Purdue U., Fort Wayne",All institutions,"Purdue U., Fort Wayne",2,399,"['58', '']","['5', '']","['14', '']","['1', '']","['8', '']","['3', '']","['1', '']","['3', '']","['3', '']","['11', '']","['3', '']","['6', '']","['0', '']"
3049,r401,All institutions -> Kettering U.,All institutions,Kettering U.,2,400,"['58', '']","['0', '']","['5', '']","['3', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']"
3049,r402,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,401,"['57', '']","['0', '']","['2', '']","['4', '']","['29', '']","['3', '']","['0', '']","['4', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']"
3049,r403,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,402,"['56', '']","['2', '']","['19', '']","['6', '']","['3', '']","['0', '']","['4', '']","['0', '']","['1', '']","['15', '']","['5', '']","['0', '']","['2', '']"
3049,r404,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,403,"['56', '']","['0', '']","['8', '']","['10', '']","['16', '']","['0', '']","['0', '']","['3', '']","['0', '']","['18', '']","['1', '']","['0', '']","['0', '']"
3049,r405,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,404,"['56', '']","['2', '']","['12', '']","['3', '']","['22', '']","['10', '']","['2', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3049,r406,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,405,"['56', '']","['4', '']","['12', '']","['1', '']","['14', '']","['3', '']","['5', '']","['1', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
3049,r407,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,406,"['56', '']","['42', '']","['4', '']","['1', '']","['*', '']","['*', '']","['2', '']","['1', '']","['0', '']","['4', '']","['1', '']","['1', '']","['0', '']"
3049,r408,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,407,"['55', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r409,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,408,"['55', '']","['0', '']","['4', '']","['1', '']","['44', '']","['1', '']","['0', '']","['0', '']","['0', '']","['3', '']","['*', '']","['0', '']","['0', '']"
3049,r410,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,409,"['55', '']","['3', '']","['7', '']","['4', '']","['*', '']","['*', '']","['20', '']","['1', '']","['*', '']","['11', '']","['4', '']","['3', '']","['0', '']"
3049,r411,All institutions -> Clark U.,All institutions,Clark U.,2,410,"['54', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['16', '']","['9', '']","['10', '']","['0', '']"
3049,r412,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,411,"['54', '']","['0', '']","['11', '']","['2', '']","['0', '']","['13', '']","['0', '']","['2', '']","['0', '']","['13', '']","['5', '']","['9', '']","['0', '']"
3049,r413,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,412,"['54', '']","['0', '']","['0', '']","['17', '']","['11', '']","['2', '']","['0', '']","['1', '']","['*', '']","['17', '']","['5', '']","['1', '']","['0', '']"
3049,r414,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,413,"['54', '']","['0', '']","['15', '']","['2', '']","['0', '']","['11', '']","['0', '']","['1', '']","['1', '']","['13', '']","['4', '']","['5', '']","['2', '']"
3049,r415,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,414,"['54', '']","['*', '']","['11', '']","['2', '']","['8', '']","['4', '']","['6', '']","['1', '']","['3', '']","['8', '']","['3', '']","['8', '']","['0', '']"
3049,r416,All institutions -> Central State U.,All institutions,Central State U.,2,415,"['53', '']","['9', '']","['6', '']","['5', '']","['29', '']","['4', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']","['*', '']","['0', '']"
3049,r417,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,416,"['53', '']","['0', '']","['16', '']","['*', '']","['0', '']","['3', '']","['12', '']","['5', '']","['*', '']","['10', '']","['4', '']","['3', '']","['0', '']"
3049,r418,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,417,"['52', '']","['0', '']","['13', '']","['1', '']","['11', '']","['1', '']","['3', '']","['2', '']","['1', '']","['8', '']","['5', '']","['7', '']","['0', '']"
3049,r419,All institutions -> Colorado C.,All institutions,Colorado C.,2,418,"['52', '']","['6', '']","['6', '']","['2', '']","['0', '']","['4', '']","['2', '']","['2', '']","['5', '']","['14', '']","['6', '']","['6', '']","['0', '']"
3049,r420,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,419,"['52', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r421,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,420,"['52', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r422,All institutions -> Bradley U.,All institutions,Bradley U.,2,421,"['51', '']","['0', '']","['13', '']","['1', '']","['23', '']","['0', '']","['1', '']","['0', '']","['0', '']","['8', '']","['4', '']","['*', '']","['0', '']"
3049,r423,All institutions -> Trinity U.,All institutions,Trinity U.,2,422,"['50', '']","['7', '']","['15', '']","['1', '']","['5', '']","['3', '']","['0', '']","['*', '']","['*', '']","['11', '']","['4', '']","['4', '']","['0', '']"
3049,r424,All institutions -> U. West Florida,All institutions,U. West Florida,2,423,"['50', '']","['0', '']","['8', '']","['1', '']","['5', '']","['0', '']","['3', '']","['0', '']","['14', '']","['7', '']","['3', '']","['8', '']","['0', '']"
3049,r425,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,424,"['50', '']","['1', '']","['10', '']","['2', '']","['8', '']","['7', '']","['4', '']","['1', '']","['0', '']","['13', '']","['1', '']","['2', '']","['0', '']"
3049,r426,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,425,"['50', '']","['3', '']","['21', '']","['0', '']","['0', '']","['2', '']","['0', '']","['*', '']","['3', '']","['20', '']","['1', '']","['0', '']","['0', '']"
3049,r427,All institutions -> U. of the Incarnate Word,All institutions,U. of the Incarnate Word,2,426,"['50', 'i']","['0', 'i']","['19', 'i']","['4', 'i']","['0', 'i']","['0', 'i']","['*', 'i']","['3', 'i']","['0', 'i']","['14', 'i']","['4', 'i']","['6', 'i']","['0', 'i']"
3049,r428,All institutions -> U. Guam,All institutions,U. Guam,2,427,"['49', '']","['14', '']","['13', '']","['3', '']","['0', '']","['2', '']","['0', '']","['4', '']","['12', '']","['0', '']","['2', '']","['0', '']","['0', '']"
3049,r429,All institutions -> New England C. of Optometry,All institutions,New England C. of Optometry,2,428,"['48', 'i']","['0', 'i']","['19', 'i']","['4', 'i']","['0', 'i']","['0', 'i']","['*', 'i']","['3', 'i']","['0', 'i']","['13', 'i']","['4', 'i']","['6', 'i']","['0', 'i']"
3049,r430,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,429,"['48', '']","['0', '']","['7', '']","['8', '']","['32', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r431,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,430,"['48', '']","['2', '']","['24', '']","['*', '']","['2', '']","['1', '']","['1', '']","['0', '']","['0', '']","['13', '']","['1', '']","['2', '']","['1', '']"
3049,r432,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,431,"['48', '']","['0', '']","['8', '']","['2', '']","['1', '']","['10', '']","['1', '']","['0', '']","['0', '']","['8', '']","['10', '']","['7', '']","['0', '']"
3049,r433,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,432,"['48', '']","['21', '']","['9', '']","['3', '']","['2', '']","['1', '']","['0', '']","['3', '']","['5', '']","['1', '']","['0', '']","['4', '']","['0', '']"
3049,r434,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,433,"['47', '']","['0', '']","['7', '']","['*', '']","['25', '']","['11', '']","['0', '']","['2', '']","['3', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r435,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,434,"['47', '']","['1', '']","['23', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['19', '']","['1', '']","['0', '']","['0', '']"
3049,r436,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,435,"['47', '']","['2', '']","['10', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['6', '']","['5', '']","['0', '']"
3049,r437,All institutions -> U. New England,All institutions,U. New England,2,436,"['47', '']","['4', '']","['19', '']","['0', '']","['0', '']","['6', '']","['10', '']","['0', '']","['3', '']","['2', '']","['0', '']","['1', '']","['2', '']"
3049,r438,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,437,"['47', '']","['1', '']","['5', '']","['6', '']","['9', '']","['1', '']","['8', '']","['2', '']","['1', '']","['10', '']","['2', '']","['1', '']","['2', '']"
3049,r439,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,438,"['46', '']","['33', '']","['9', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3049,r440,All institutions -> C. Charleston,All institutions,C. Charleston,2,439,"['46', '']","['0', '']","['12', '']","['2', '']","['0', '']","['6', '']","['1', '']","['0', '']","['1', '']","['13', '']","['10', '']","['1', '']","['0', '']"
3049,r441,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,440,"['45', '']","['24', '']","['3', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['9', '']","['5', '']","['1', '']","['1', '']","['0', '']"
3049,r442,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,441,"['44', '']","['0', '']","['13', '']","['2', '']","['6', '']","['0', '']","['0', '']","['1', '']","['0', '']","['17', '']","['3', '']","['2', '']","['0', '']"
